,2022,2021,2020,2019,2018,ticker
Current ratio,0.555,0.699,0.728,0.495,0.509,NI
Quick ratio,0.292,0.430,0.413,0.279,0.312,NI
Cash ratio,0.009,0.031,0.051,0.037,0.028,NI
Days of sales outstanding,72.993,68.924,64.351,63.444,81.849,NI
Days of inventory outstanding,76.236,63.907,54.319,53.648,37.483,NI
Operating cycle,149.229,132.830,118.670,117.091,119.332,NI
Days of payables outstanding,91.202,89.421,79.766,84.129,78.408,NI
Cash conversion cycle,58.027,43.410,38.904,32.963,40.924,NI
Gross profit margin,0.385,0.419,0.424,0.445,0.196,NI
Operating profit margin,0.216,0.206,0.209,0.247,0.024,NI
Pretax profit margin,0.163,0.144,-0.007,0.097,-0.045,NI
Net profit margin,0.137,0.119,-0.003,0.074,-0.010,NI
Effective tax rate,0.172,0.167,0.546,0.244,0.781,NI
Return on assets,0.030,0.024,-0.001,0.017,-0.002,NI
Return on equity,0.106,0.084,-0.002,0.064,-0.009,NI
Return on capital employed,0.057,0.047,0.049,0.068,0.007,NI
Net income per EBT,0.841,0.828,0.454,0.756,0.219,NI
Ebt per ebit,0.756,0.702,-0.032,0.393,-1.849,NI
Ebit per revenue,0.216,0.206,0.209,0.247,0.024,NI
Debt ratio,0.704,0.699,0.735,0.736,0.736,NI
Debt equity ratio,1.540,1.411,1.694,1.611,1.588,NI
Long term debt to capitalization,0.557,0.569,0.616,0.568,0.553,NI
Total debt to capitalization,0.606,0.585,0.629,0.617,0.614,NI
Interest coverage,3.511,3.029,2.698,3.475,0.342,NI
Cash flow to debt ratio,0.121,0.124,0.113,0.164,0.059,NI
Company equity multiplier,3.529,3.477,3.832,3.785,3.791,NI
Receivables turnover,5.001,5.296,5.672,5.753,4.459,NI
Payables turnover,4.002,4.082,4.576,4.339,4.655,NI
Inventory turnover,4.788,5.711,6.720,6.804,9.738,NI
Fixed asset turnover,0.295,0.274,0.282,0.308,0.329,NI
Asset turnover,0.219,0.203,0.212,0.230,0.235,NI
Operating cash flow per share,3.462,3.094,2.873,4.227,1.515,NI
Free cash flow per share,-1.950,-1.575,-1.702,-0.585,-3.585,NI
Cash per share,0.473,0.650,0.303,0.372,0.316,NI
Payout ratio,0.543,0.684,-26.528,0.926,-5.630,NI
Operating cash flow sales ratio,0.241,0.249,0.236,0.304,0.106,NI
Free cash flow operating cash flow ratio,-0.563,-0.509,-0.592,-0.138,-2.366,NI
Cash flow coverage ratios,0.121,0.124,0.113,0.164,0.059,NI
Short term coverage ratios,0.659,1.970,2.098,0.886,0.266,NI
Capital expenditure coverage ratio,-0.640,-0.663,-0.628,-0.878,-0.297,NI
Dividend paid and capex coverage ratio,-0.798,-0.847,-0.799,-1.094,-0.352,NI
Dividend payout ratio,0.543,0.684,-26.528,0.926,-5.630,NI
Price book value ratio,1.474,1.564,1.533,1.742,1.571,NI
Price to book ratio,1.474,1.564,1.533,1.742,1.571,NI
Price to sales ratio,1.908,2.218,1.883,2.002,1.767,NI
Price earnings ratio,13.882,18.580,-620.834,27.222,-178.602,NI
Price to free cash flows ratio,-14.064,-17.525,-13.478,-47.599,-7.071,NI
Price to operating cash flows ratio,7.920,8.923,7.985,6.587,16.733,NI
Price cash flow ratio,7.920,8.923,7.985,6.587,16.733,NI
Price earnings to growth ratio,0.382,0.005,5.958,0.046,1.222,NI
Price sales ratio,1.908,2.218,1.883,2.002,1.767,NI
Dividend yield,0.039,0.037,0.043,0.034,0.032,NI
Enterprise value multiple,11.320,11.477,10.836,9.933,24.604,NI
Price fair value,1.474,1.564,1.533,1.742,1.571,NI
