,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CSX,14853.0,14853.0,12522.0,10583.0,11937.0
Cost of revenue(figures in $M),CSX,9068.0,9068.0,7382.0,6221.0,7063.0
Gross profit(figures in $M),CSX,5785.0,5785.0,5140.0,4362.0,4874.0
Operating income or loss(figures in $M),CSX,5785.0,5785.0,5140.0,4362.0,4874.0
Interest expense(figures in $M),CSX,742.0,742.0,722.0,754.0,737.0
Total other income/expenses net(figures in $M),CSX,329.0,371.0,533.0,19.0,179.0
Income before tax(figures in $M),CSX,5414.0,5414.0,4951.0,3627.0,4316.0
Income tax expense(figures in $M),CSX,1248.0,1248.0,1170.0,862.0,985.0
Income from continuing operations(figures in $M),CSX,4166.0,4166.0,3781.0,2765.0,3331.0
Net income(figures in $M),CSX,4166.0,4166.0,3781.0,2765.0,3331.0
Net income available to common shareholders(figures in $M),CSX,4166.0,4166.0,3781.0,2765.0,3331.0
Basic EPS(figures in $M),CSX,,1.95e-06,1.68e-06,1.2e-06,1.3899999999999998e-06
Diluted EPS(figures in $M),CSX,,1.95e-06,1.68e-06,1.2e-06,1.3899999999999998e-06
Basic average shares(figures in $M),CSX,,2136.0,2250.0,2300.0,2389.0
Diluted average shares(figures in $M),CSX,,2141.0,2255.0,2305.0,2395.0
EBITDA(figures in $M),CSX,,7656.0,7093.0,5764.0,6402.0
