,headline,final_score,datetime
0,"Aon PLC stock rises Thursday, outperforms market",90,2023-05-04 09:37:00
1,Aon PLC stock outperforms market despite losses on the day,60,2023-05-03 09:37:00
3,Aon Further Accelerates Aon United Strategy in Response to Urgent Client Demand for More Integrated Risk and Human Capital Capabilities,60,2023-05-03 08:50:00
4,Wells Fargo Maintains Aon plc. - (AON) Equal-Weight Recommendation,60,2023-05-01 11:15:15
5,RBC Capital Maintains Aon plc. - (AON) Sector Perform Recommendation,60,2023-05-01 11:15:14
6,"Aon PLC stock falls Monday, underperforms market",90,2023-05-01 09:37:00
8,RBC Capital Sticks to Their Hold Rating for Aon (AON),86,2023-05-01 04:26:00
9,BMO Capital Reaffirms Their Hold Rating on Aon (AON),86,2023-04-30 23:16:00
10,"Aon (NYSE:AON) Posts Mixed Q1, Cites Future Headwinds",86,2023-04-30 21:48:00
11,Goldman Sachs Sticks to Their Hold Rating for Aon (AON),86,2023-04-30 20:25:00
12,Q1 2023 Aon PLC Earnings Call,90,2023-04-28 20:36:57
13,Aon Plc (AON) Q1 2023 Earnings Call Transcript,90,2023-04-28 12:32:39
14,"AON Q1 Earnings Miss on Higher Operating Costs, FCF Dips 17%",60,2023-04-28 09:57:04
15,"Aon PLC stock falls Friday, underperforms market",90,2023-04-28 09:37:00
16,Aon Reports First Quarter 2023 Results,86,2023-04-28 03:03:00
17,Aon plc 2023 Q1 - Results - Earnings Call Presentation,90,2023-04-28 00:07:11
18,Wells Fargo Reaffirms Their Hold Rating on Aon (AON),86,2023-04-27 23:26:00
19,Aon: Q1 Earnings Snapshot,86,2023-04-27 23:09:00
20,"Aon plc reports Q1 adjusted EPS $5.17, consensus $5.32",90,2023-04-27 22:30:00
21,"Aon plc reports Q1 EPS $5.07, consensus $5.32",90,2023-04-27 22:28:00
22,"Aon Non-GAAP EPS of $5.17 misses by $0.15, revenue of $3.9B beats by $50M",60,2023-04-27 22:09:00
23,"Aon falls as foreign currency translation, pension costs said to continue to hit earnings",60,2023-04-27 18:42:00
24,Is a Surprise Coming for Aon (AON) This Earnings Season?,86,2023-04-27 08:05:03
26,Aon Q1 2023 Earnings Preview,86,2023-04-26 18:08:00
27,Will Aon (AON) Keep Its Beat Streak Alive in Q1 Earnings?,86,2023-04-26 09:44:04
28,"Ex-Dividend Reminder: Aon, Realty Income and Celanese",86,2023-04-26 05:30:00
29,"Aon PLC stock falls Wednesday, underperforms market",90,2023-04-25 20:38:00
31,AON Crosses Above Average Analyst Target,86,2023-04-23 23:55:00
33,"Aon PLC stock rises Friday, outperforms market",90,2023-04-20 20:39:00
34,Citigroup Maintains Aon (AON) Neutral Recommendation,86,2023-04-18 19:03:42
35,Aon (AON) Declares $0.62 Dividend,86,2023-04-18 16:18:40
37,"Aon PLC stock rises Tuesday, outperforms market",90,2023-04-18 09:37:00
38,Aon plc price target raised to $344 from $340 at Citi,90,2023-04-17 22:24:00
39,Aon: An Underwhelming But Unfazed Giant In An Overwhelming Market Landscape,60,2023-04-17 19:49:27
40,"Aon PLC stock rises Monday, outperforms market",90,2023-04-17 09:37:00
41,"AON Approves 10% Dividend Hike, Boosts Shareholder Value",86,2023-04-17 09:11:04
43,"Video: Daily Dividend Report: AON,COKE,LOAN,RPRX,REXR",86,2023-04-17 04:08:00
47,Aon Announces 10% Increase to Quarterly Cash Dividend,86,2023-04-14 13:30:00
48,Aon Raises Dividend 10% to 61.5c,86,2023-04-14 09:44:00
49,"Aon PLC stock falls Friday, still outperforms market",90,2023-04-14 09:37:00
51,Aon raises quarterly dividend by 9.8%to $0.615 dividend,86,2023-04-13 20:57:00
52,Aon plc raises quarterly dividend 10% to 61.5c per share,90,2023-04-13 20:31:00
53,"Aon PLC stock rises Thursday, still underperforms market",90,2023-04-13 09:37:00
54,Will Aon (AON) Beat Estimates Again in Its Next Earnings Report?,60,2023-04-13 09:10:04
55,"Aon PLC stock rises Wednesday, outperforms market",90,2023-04-12 09:37:00
56,Aon Appoints Sarah E. Smith to Board of Directors,86,2023-04-12 05:30:00
57,Jefferies Maintains Aon (AON) Hold Recommendation,86,2023-04-10 18:54:37
59,Aon plc price target raised to $314 from $313 at Jefferies,60,2023-04-10 01:10:00
60,Aon Announces First Quarter 2023 Earnings Release and Conference Call,60,2023-04-07 13:30:00
61,Wells Fargo Maintains Aon (AON) Equal-Weight Recommendation,57,2023-04-05 18:39:43
62,"Analysts Are Neutral on Top Financial Stocks: Aon (AON), First Republic Bank (FRC)",57,2023-04-05 04:41:00
63,Canadian Defined Benefit Pension Plans Start the Year Strongly in Q1: Aon Reports,57,2023-04-03 11:00:00
65,"Aon PLC stock rises Friday, still underperforms market",90,2023-03-31 09:37:00
66,What You Missed On Wall Street This Morning,51,2023-03-31 04:03:00
67,Aon plc price target raised to $322 from $320 at JPMorgan,60,2023-03-30 23:16:00
68,"Analysts Have Conflicting Sentiments on These Financial Companies: Aon (AON), Citigroup (C) and Healthequity (HQY)",57,2023-03-30 22:51:00
69,"Aon more actively considering M&A opportunities, Inside P&C reports",60,2023-03-30 22:38:00
70,What You Missed On Wall Street On Friday,51,2023-03-30 20:17:00
71,"Aon PLC stock rises Wednesday, still underperforms market",60,2023-03-29 09:37:00
