,ticker,2023,2024,2025,2026,2027
Revenue(In $M),FSLR,"3,494","4,579","5,625","6,137","6,512"
Dividend,FSLR,0.00,0.00,0.00,-,-
Dividend Yield (in %),FSLR,-,-,-,-,-
EPS,FSLR,7.30,12.81,19.99,23.66,24.87
P/E Ratio,FSLR,23.53,13.41,8.59,7.26,6.91
EBIT(In $M),FSLR,792,"1,488","2,348","2,801",-
EBITDA(In $M),FSLR,"1,169","1,987","2,903","3,427","3,715"
Net Profit(In $M),FSLR,781,"1,373","2,109","2,409","2,389"
Net Profit Adjusted(In $M),FSLR,799,"1,411","2,240","2,582",-
Pre-Tax Profit(In $M),FSLR,847,"1,552","2,475","2,881",-
Net Profit (Adjusted)(In $M),FSLR,849,"1,599","2,435","2,881",-
EPS (Non-GAAP) ex. SOE(In $),FSLR,7.30,12.81,19.99,23.66,24.87
EPS (GAAP)(In $),FSLR,7.43,13.14,20.71,23.87,-
Gross Income(In $M),FSLR,"1,193","1,780","2,465","2,591","3,623"
Cash Flow from Investing(In $M),FSLR,"-2,070","-1,229",-512,-,-
Cash Flow from Operations(In $M),FSLR,866,"1,660","2,148","2,859",-
Cash Flow from Financing(In $M),FSLR,35,50,0,-,-
Cash Flow per Share(In $),FSLR,8.18,15.95,23.99,-,-
Free Cash Flow(In $M),FSLR,"-1,311",303,"1,596","2,031","2,585"
Free Cash Flow per Share(In $),FSLR,-0.21,6.61,18.58,20.71,24.31
Book Value per Share(In $),FSLR,61.48,74.31,98.08,-,-
Net Debt(In $M),FSLR,-668,"-1,445","-3,644","-5,577","-8,448"
Research & Development Exp.(In $M),FSLR,138,153,161,170,-
Capital Expenditure(In $M),FSLR,"1,972","1,105",547,997,833
"Selling, General & Admin. Exp.(In $M)",FSLR,182,200,233,300,-
Shareholder’s Equity(In $M),FSLR,"6,453","7,741","10,124",-,-
Total Assets(In $M),FSLR,"9,156","10,552","12,685",-,-
