,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),FSLR,2619.319,2619.319,2923.377,2711.332,3063.117
Cost of revenue(figures in $M),FSLR,2549.461,2549.461,2193.423,2030.659,2513.905
Gross profit(figures in $M),FSLR,69.858,69.858,729.954,680.673,549.212
Research development(figures in $M),FSLR,112.804,112.804,99.115,93.738,96.611
Selling general and administrative(figures in $M),FSLR,164.724,164.724,170.32,222.918,205.471
Total operating expenses(figures in $M),FSLR,350.605,350.605,290.487,357.184,347.997
Operating income or loss(figures in $M),FSLR,-280.747,-280.747,439.467,323.489,201.215
Interest expense(figures in $M),FSLR,12.225,12.225,13.107,24.036,27.066
Total other income/expenses net(figures in $M),FSLR,268.286,268.286,139.623,-22.822,-343.164
Income before tax(figures in $M),FSLR,8.598,8.598,572.162,293.19,-120.129
Income tax expense(figures in $M),FSLR,52.764,52.764,103.469,-107.294,-5.48
Income from continuing operations(figures in $M),FSLR,-44.166,-44.166,468.693,398.355,-114.933
Net income(figures in $M),FSLR,-44.166,-44.166,468.693,398.355,-114.933
Net income available to common shareholders(figures in $M),FSLR,-44.166,-44.166,468.693,398.355,-114.933
Basic EPS(figures in $M),FSLR,,-4.1e-07,4.41e-06,3.7599999999999996e-06,-1.0900000000000002e-06
Diluted EPS(figures in $M),FSLR,,-4.1e-07,4.3799999999999996e-06,3.73e-06,-1.0900000000000002e-06
Basic average shares(figures in $M),FSLR,,106.551,106.263,105.867,105.31
Diluted average shares(figures in $M),FSLR,,106.551,106.924,106.686,105.31
EBITDA(figures in $M),FSLR,,290.547,585.269,317.226,-93.063
