,2022,2021,2020,2019,2018,ticker
Current ratio,3.652,4.390,3.557,2.731,4.565,FSLR
Quick ratio,2.825,3.138,2.407,2.141,3.738,FSLR
Cash ratio,1.427,1.996,1.448,1.026,1.660,FSLR
Days of sales outstanding,49.468,56.773,39.370,78.468,99.670,FSLR
Days of inventory outstanding,88.961,110.877,102.026,72.175,87.673,FSLR
Operating cycle,138.429,167.649,141.397,150.643,187.342,FSLR
Days of payables outstanding,48.879,32.179,32.956,31.664,45.980,FSLR
Cash conversion cycle,89.550,135.471,108.441,118.979,141.362,FSLR
Gross profit margin,0.027,0.250,0.251,0.179,0.175,FSLR
Operating profit margin,-0.083,0.064,0.035,0.020,0.018,FSLR
Pretax profit margin,0.003,0.196,0.108,-0.039,0.050,FSLR
Net profit margin,-0.017,0.160,0.147,-0.037,0.064,FSLR
Effective tax rate,6.137,0.181,-0.366,0.046,0.030,FSLR
Return on assets,-0.005,0.063,0.056,-0.015,0.020,FSLR
Return on equity,-0.008,0.079,0.072,-0.022,0.028,FSLR
Return on capital employed,-0.030,0.028,0.015,0.010,0.006,FSLR
Net income per EBT,-5.137,0.819,1.359,0.954,1.276,FSLR
Ebt per ebit,-0.040,3.075,3.080,-1.932,2.821,FSLR
Ebit per revenue,-0.083,0.064,0.035,0.020,0.018,FSLR
Debt ratio,0.293,0.196,0.223,0.322,0.268,FSLR
Debt equity ratio,0.033,0.040,0.051,0.093,0.090,FSLR
Long term debt to capitalization,0.031,0.038,0.041,0.082,0.081,FSLR
Total debt to capitalization,0.032,0.039,0.048,0.085,0.082,FSLR
Interest coverage,-17.691,14.195,3.960,2.297,1.548,FSLR
Cash flow to debt ratio,4.513,0.990,0.133,0.369,-0.700,FSLR
Company equity multiplier,1.414,1.244,1.288,1.475,1.366,FSLR
Receivables turnover,7.379,6.429,9.271,4.652,3.662,FSLR
Payables turnover,7.467,11.343,11.075,11.527,7.938,FSLR
Inventory turnover,4.103,3.292,3.578,5.057,4.163,FSLR
Fixed asset turnover,0.739,1.020,1.025,1.152,1.087,FSLR
Asset turnover,0.317,0.394,0.381,0.408,0.315,FSLR
Operating cash flow per share,8.197,2.236,0.351,1.654,-3.120,FSLR
Free cash flow per share,-0.284,-2.849,-3.585,-4.696,-10.183,FSLR
Cash per share,24.195,17.184,16.502,20.551,24.319,FSLR
Payout ratio,0,0,0,0,0,FSLR
Operating cash flow sales ratio,0.333,0.081,0.014,0.057,-0.146,FSLR
Free cash flow operating cash flow ratio,-0.035,-1.274,-10.224,-2.839,3.264,FSLR
Cash flow coverage ratios,4.513,0.990,0.133,0.369,-0.700,FSLR
Short term coverage ratios,95.004,60.975,0.894,9.949,-58.673,FSLR
Capital expenditure coverage ratio,-0.967,-0.440,-0.089,-0.261,0.442,FSLR
Dividend paid and capex coverage ratio,-0.967,-0.440,-0.089,-0.261,0.442,FSLR
Dividend payout ratio,0,0,0,0,0,FSLR
Price book value ratio,2.735,1.554,1.897,1.156,0.853,FSLR
Price to book ratio,2.735,1.554,1.897,1.156,0.853,FSLR
Price to sales ratio,6.093,3.168,3.862,1.924,1.982,FSLR
Price earnings ratio,-361.370,19.761,26.289,-51.402,30.812,FSLR
Price to free cash flows ratio,-527.857,-30.594,-27.594,-11.917,-4.169,FSLR
Price to operating cash flows ratio,18.274,38.988,282.122,33.830,-13.607,FSLR
Price cash flow ratio,18.274,38.988,282.122,33.830,-13.607,FSLR
Price earnings to growth ratio,3.306,1.143,0.059,0.287,0.165,FSLR
Price sales ratio,6.093,3.168,3.862,1.924,1.982,FSLR
Dividend yield,0,0,0,0,0,FSLR
Enterprise value multiple,274.338,18.053,29.028,18.727,11.531,FSLR
Price fair value,2.735,1.554,1.897,1.156,0.853,FSLR
