,2022,2021,2020,2019,2018,ticker
Current ratio,2.265,29.766,4.277,2.905,0.353,SCHW
Quick ratio,2.265,112.939,4.277,2.905,0.438,SCHW
Cash ratio,0.351,12.971,0.387,0.747,0.104,SCHW
Days of sales outstanding,1.252 K,1.878 K,2.121 K,788.013,835.768,SCHW
Days of inventory outstanding,0,0,0,0,0,SCHW
Days of payables outstanding,0,0,0,0,0,SCHW
Gross profit margin,1,1,1,1,0,SCHW
Operating profit margin,0.527,0.442,0.404,0.551,0,SCHW
Pretax profit margin,0.452,0.416,0.368,0.452,0.450,SCHW
Net profit margin,0.346,0.316,0.282,0.345,0.346,SCHW
Effective tax rate,0.235,0.241,0.233,0.236,0.231,SCHW
Return on assets,0.013,0.009,0.006,0.013,0.012,SCHW
Return on equity,0.196,0.104,0.059,0.171,0.170,SCHW
Return on capital employed,0.025,0.012,0.011,0.023,0,SCHW
Net income per EBT,0.765,0.759,0.767,0.764,0.769,SCHW
Ebt per ebit,0.859,0.942,0.911,0.820,0,SCHW
Ebit per revenue,0.527,0.442,0.404,0.551,0,SCHW
Debt ratio,0.934,0.916,0.898,0.926,0.930,SCHW
Debt equity ratio,1.035,0.422,0.243,0.342,0.330,SCHW
Long term debt to capitalization,0.363,0.252,0.196,0.255,0.248,SCHW
Total debt to capitalization,0.509,0.297,0.196,0.255,0.248,SCHW
Interest coverage,7.076,17.204,11.287,5.556,0,SCHW
Cash flow to debt ratio,0.054,0.089,0.503,1.255,1.825,SCHW
Company equity multiplier,15.072,11.860,9.793,13.548,14.344,SCHW
Receivables turnover,0.291,0.194,0.172,0.463,0.437,SCHW
Payables turnover,0,0,0,0,0,SCHW
Inventory turnover,0,0,0,0,0,SCHW
Fixed asset turnover,4.506,4.323,3.060,3.963,5.728,SCHW
Asset turnover,0.038,0.028,0.021,0.036,0.034,SCHW
Operating cash flow per share,1.091,1.122,4.795,7.113,9.240,SCHW
Free cash flow per share,0.576,0.637,4.353,6.573,8.818,SCHW
Cash per share,99.770,240.079,264.344,69.201,70.116,SCHW
Payout ratio,0.294,0.311,0.388,0.286,0.224,SCHW
Operating cash flow sales ratio,0.099,0.114,0.586,0.870,1.229,SCHW
Free cash flow operating cash flow ratio,0.528,0.568,0.908,0.924,0.954,SCHW
Cash flow coverage ratios,0.054,0.089,0.503,1.255,1.825,SCHW
Short term coverage ratios,0.121,0.436,0,0,0,SCHW
Capital expenditure coverage ratio,-2.118,-2.312,-10.859,-13.171,-21.853,SCHW
Dividend paid and capex coverage ratio,1.806,2.338,10.558,26.491,57.401,SCHW
Dividend payout ratio,0.294,0.311,0.388,0.286,0.224,SCHW
Price book value ratio,4.287,2.821,1.352,2.873,2.708,SCHW
Price to book ratio,4.287,2.821,1.352,2.873,2.708,SCHW
Price to sales ratio,7.559,8.569,6.483,5.816,5.525,SCHW
Price earnings ratio,21.850,27.104,22.975,16.833,15.963,SCHW
Price to free cash flows ratio,144.517,132.027,12.184,7.236,4.710,SCHW
Price to operating cash flows ratio,76.298,74.928,11.062,6.686,4.494,SCHW
Price cash flow ratio,76.298,74.928,11.062,6.686,4.494,SCHW
Price earnings to growth ratio,0.913,0.813,-1.104,1.890,0.310,SCHW
Price sales ratio,7.559,8.569,6.483,5.816,5.525,SCHW
Dividend yield,0.013,0.011,0.017,0.017,0.014,SCHW
Enterprise value multiple,12.694,12.776,9.222,6.466,17.720,SCHW
Price fair value,4.287,2.821,1.352,2.873,2.708,SCHW
