,ticker,2023,2024,2025,2026,2027
Revenue(In $M),SCHW,"19,666","22,189","24,870","25,133","25,249"
Dividend,SCHW,0.99,1.06,1.18,1.39,-
Dividend Yield (in %),SCHW,1.69 %,1.99 %,2.28 %,2.72 %,-
EPS,SCHW,3.32,4.13,5.18,5.54,5.85
P/E Ratio,SCHW,13.86,11.14,8.87,8.30,7.86
EBIT(In $M),SCHW,"8,343","10,201","12,666","13,569",-
EBITDA(In $M),SCHW,"9,977","12,106","14,438","13,870","15,172"
Net Profit(In $M),SCHW,"5,702","7,358","9,277","9,418","9,794"
Net Profit Adjusted(In $M),SCHW,"6,195","7,821","9,439","9,393","8,904"
Pre-Tax Profit(In $M),SCHW,"8,173","10,311","12,811","12,998","13,611"
Net Profit (Adjusted)(In $M),SCHW,"7,744","10,416","12,741",-,-
EPS (Non-GAAP) ex. SOE(In $),SCHW,3.32,4.13,5.18,5.54,5.85
EPS (GAAP)(In $),SCHW,3.07,4.06,5.08,5.29,5.60
Gross Income(In $M),SCHW,-,-,-,-,-
Cash Flow from Investing(In $M),SCHW,"-34,984","-33,497",-,-,-
Cash Flow from Operations(In $M),SCHW,"5,408","10,915","14,316",-,-
Cash Flow from Financing(In $M),SCHW,"18,297","39,438",-,-,-
Cash Flow per Share(In $),SCHW,-,-,6.68,-,-
Free Cash Flow(In $M),SCHW,"7,474","13,071","12,186","10,707","11,594"
Free Cash Flow per Share(In $),SCHW,4.56,5.22,-,-,-
Book Value per Share(In $),SCHW,-,-,25.97,-,-
Net Debt(In $M),SCHW,"33,964","17,631","12,008",-,-
Research & Development Exp.(In $M),SCHW,0,0,-,-,-
Capital Expenditure(In $M),SCHW,953,955,963,"1,012","1,062"
"Selling, General & Admin. Exp.(In $M)",SCHW,"11,492","11,377",-,-,-
Shareholder’s Equity(In $M),SCHW,"46,571","50,567","48,560",-,-
Total Assets(In $M),SCHW,"553,905","590,423","620,434",-,-
