,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),DUK,28768.0,28768.0,25097.0,23868.0,25079.0
Cost of revenue(figures in $M),DUK,15792.0,15792.0,13002.0,12299.0,13519.0
Gross profit(figures in $M),DUK,12976.0,12976.0,12095.0,11569.0,11560.0
Total operating expenses(figures in $M),DUK,6552.0,6552.0,6379.0,6042.0,5855.0
Operating income or loss(figures in $M),DUK,6424.0,6424.0,5716.0,5527.0,5705.0
Interest expense(figures in $M),DUK,2439.0,2439.0,2280.0,2162.0,2204.0
Total other income/expenses net(figures in $M),DUK,66.0,268.0,328.0,-2526.0,596.0
Income before tax(figures in $M),DUK,4078.0,4253.0,3764.0,839.0,4097.0
Income tax expense(figures in $M),DUK,300.0,342.0,192.0,-236.0,519.0
Income from continuing operations(figures in $M),DUK,3778.0,3911.0,3572.0,1075.0,3578.0
Net income(figures in $M),DUK,2550.0,2669.0,3908.0,1377.0,3748.0
Net income available to common shareholders(figures in $M),DUK,2444.0,2563.0,3802.0,1270.0,3707.0
Basic EPS(figures in $M),DUK,,3.1699999999999997e-06,4.94e-06,1.72e-06,5.06e-06
Diluted EPS(figures in $M),DUK,,3.1699999999999997e-06,4.94e-06,1.72e-06,5.06e-06
Basic average shares(figures in $M),DUK,,770.0,769.0,737.0,729.0
Diluted average shares(figures in $M),DUK,,770.0,769.0,738.0,729.0
EBITDA(figures in $M),DUK,,11778.0,11034.0,7706.0,10849.0
