,2022,2021,2020,2019,2018,ticker
Current ratio,0.701,0.624,0.532,0.621,0.646,DUK
Quick ratio,0.256,0.248,0.209,0.229,0.238,DUK
Cash ratio,0.022,0.022,0.016,0.021,0.029,DUK
Days of sales outstanding,56.016,52.502,48.217,44.535,46.650,DUK
Days of inventory outstanding,82.837,89.804,93.988,87.261,80.456,DUK
Operating cycle,138.853,142.307,142.205,131.796,127.106,DUK
Days of payables outstanding,109.879,101.875,93.305,94.146,90.970,DUK
Cash conversion cycle,28.974,40.431,48.900,37.651,36.137,DUK
Gross profit margin,0.451,0.482,0.485,0.461,0.429,DUK
Operating profit margin,0.215,0.214,0.191,0.228,0.191,DUK
Pretax profit margin,0.148,0.150,0.035,0.163,0.125,DUK
Net profit margin,0.136,0.156,0.045,0.149,0.109,DUK
Effective tax rate,0.080,0.051,-0.281,0.127,0.146,DUK
Return on assets,0.022,0.023,0.007,0.024,0.018,DUK
Return on equity,0.079,0.079,0.022,0.080,0.061,DUK
Return on capital employed,0.039,0.035,0.031,0.040,0.036,DUK
Net income per EBT,0.920,1.038,1.281,0.915,0.868,DUK
Ebt per ebit,0.687,0.701,0.184,0.718,0.656,DUK
Ebit per revenue,0.215,0.214,0.191,0.228,0.191,DUK
Debt ratio,0.708,0.698,0.697,0.698,0.699,DUK
Debt equity ratio,1.538,1.384,1.336,1.339,1.315,DUK
Long term debt to capitalization,0.579,0.555,0.543,0.546,0.537,DUK
Total debt to capitalization,0.606,0.580,0.572,0.572,0.568,DUK
Interest coverage,2.537,2.357,2.106,2.590,2.237,DUK
Cash flow to debt ratio,0.078,0.122,0.138,0.131,0.125,DUK
Company equity multiplier,3.606,3.440,3.386,3.392,3.318,DUK
Receivables turnover,6.516,6.952,7.570,8.196,7.824,DUK
Payables turnover,3.322,3.583,3.912,3.877,4.012,DUK
Inventory turnover,4.406,4.064,3.883,4.183,4.537,DUK
Fixed asset turnover,0.255,0.223,0.220,0.242,0.267,DUK
Asset turnover,0.161,0.148,0.147,0.158,0.169,DUK
Operating cash flow per share,7.697,10.780,12.016,11.261,10.150,DUK
Free cash flow per share,-7.065,-1.853,-1.426,-3.996,-3.112,DUK
Cash per share,0.531,0.446,0.351,0.427,0.624,DUK
Payout ratio,0.813,0.797,2.616,0.712,0.927,DUK
Operating cash flow sales ratio,0.206,0.330,0.371,0.327,0.293,DUK
Free cash flow operating cash flow ratio,-0.918,-0.172,-0.119,-0.355,-0.307,DUK
Cash flow coverage ratios,0.078,0.122,0.138,0.131,0.125,DUK
Short term coverage ratios,0.731,1.239,1.245,1.308,1.054,DUK
Capital expenditure coverage ratio,-0.521,-0.853,-0.894,-0.738,-0.765,DUK
Dividend paid and capex coverage ratio,-0.724,-1.256,-1.248,-0.971,-1.039,DUK
Dividend payout ratio,0.813,0.797,2.616,0.712,0.927,DUK
Price book value ratio,1.604,1.636,1.407,1.420,1.394,DUK
Price to book ratio,1.604,1.636,1.407,1.420,1.394,DUK
Price to sales ratio,2.757,3.214,2.827,2.651,2.492,DUK
Price earnings ratio,20.277,20.642,62.772,17.741,22.918,DUK
Price to free cash flows ratio,-14.578,-56.609,-64.205,-22.826,-27.735,DUK
Price to operating cash flows ratio,13.380,9.731,7.620,8.100,8.503,DUK
Price cash flow ratio,13.380,9.731,7.620,8.100,8.503,DUK
Price earnings to growth ratio,7.155,0.087,-0.882,0.513,-1.665,DUK
Price sales ratio,2.757,3.214,2.827,2.651,2.492,DUK
Dividend yield,0.040,0.039,0.042,0.040,0.040,DUK
Enterprise value multiple,12.895,13.056,15.126,11.883,11.941,DUK
Price fair value,1.604,1.636,1.407,1.420,1.394,DUK
