,2022,2021,2020,2019,2018,ticker
Current ratio,0.680,0.934,0.776,0.581,0.639,CPB
Quick ratio,0.225,0.366,0.466,0.179,0.281,CPB
Cash ratio,0.038,0.038,0.279,0.009,0.063,CPB
Days of sales outstanding,23.063,25.622,24.149,25.843,32.991,CPB
Days of inventory outstanding,76.628,60.114,55.853,58.182,74.567,CPB
Operating cycle,99.691,85.736,80.001,84.025,107.558,CPB
Days of payables outstanding,82.040,68.941,67.267,54.878,55.537,CPB
Cash conversion cycle,17.651,16.795,12.734,29.147,52.021,CPB
Gross profit margin,0.307,0.332,0.345,0.332,0.324,CPB
Operating profit margin,0.139,0.157,0.155,0.070,0.128,CPB
Pretax profit margin,0.114,0.158,0.088,0.077,0.031,CPB
Net profit margin,0.088,0.118,0.068,0.058,0.030,CPB
Effective tax rate,0.224,0.246,0.227,0.242,0.040,CPB
Return on assets,0.064,0.085,0.048,0.036,0.018,CPB
Return on equity,0.227,0.318,0.230,0.430,0.191,CPB
Return on capital employed,0.133,0.134,0.145,0.058,0.102,CPB
Net income per EBT,0.776,0.750,0.773,0.758,0.960,CPB
Ebt per ebit,0.817,1.002,0.569,1.104,0.244,CPB
Ebit per revenue,0.139,0.157,0.155,0.070,0.128,CPB
Debt ratio,0.720,0.731,0.792,0.915,0.905,CPB
Debt equity ratio,1.462,1.621,2.438,7.683,7.254,CPB
Long term debt to capitalization,0.545,0.614,0.660,0.866,0.854,CPB
Total debt to capitalization,0.594,0.618,0.709,0.885,0.879,CPB
Interest coverage,6.317,6.348,3.901,1.590,5.552,CPB
Cash flow to debt ratio,0.242,0.202,0.223,0.165,0.132,CPB
Company equity multiplier,3.568,3.720,4.816,11.920,10.652,CPB
Receivables turnover,15.826,14.245,15.115,14.124,11.064,CPB
Payables turnover,4.449,5.294,5.426,6.651,6.572,CPB
Inventory turnover,4.763,6.072,6.535,6.273,4.895,CPB
Fixed asset turnover,3.654,3.576,3.670,3.302,2.686,CPB
Asset turnover,0.720,0.722,0.702,0.617,0.598,CPB
Operating cash flow per share,3.924,3.416,4.623,4.645,4.336,CPB
Free cash flow per share,3.120,2.508,3.632,3.369,2.983,CPB
Cash per share,0.362,0.228,2.844,0.103,0.751,CPB
Payout ratio,0.596,0.438,0.720,0.892,1.632,CPB
Operating cash flow sales ratio,0.138,0.122,0.161,0.172,0.150,CPB
Free cash flow operating cash flow ratio,0.795,0.734,0.786,0.725,0.688,CPB
Cash flow coverage ratios,0.242,0.202,0.223,0.165,0.132,CPB
Short term coverage ratios,1.348,10.147,1.100,1.020,0.688,CPB
Capital expenditure coverage ratio,-4.880,-3.764,-4.669,-3.641,-3.206,CPB
Dividend paid and capex coverage ratio,5.651,6.311,10.992,35.846,68.684,CPB
Dividend payout ratio,0.596,0.438,0.720,0.892,1.632,CPB
Price book value ratio,4.478,4.161,5.844,11.281,9.034,CPB
Price to book ratio,4.478,4.161,5.844,11.281,9.034,CPB
Price to sales ratio,1.743,1.548,1.727,1.535,1.419,CPB
Price earnings ratio,19.714,13.097,25.359,26.252,47.214,CPB
Price to free cash flows ratio,15.893,17.267,13.685,12.272,13.723,CPB
Price to operating cash flows ratio,12.636,12.679,10.754,8.901,9.443,CPB
Price cash flow ratio,12.636,12.679,10.754,8.901,9.443,CPB
Price earnings to growth ratio,-0.816,0.190,1.021,0.326,-0.673,CPB
Price sales ratio,1.743,1.548,1.727,1.535,1.419,CPB
Dividend yield,0.030,0.033,0.028,0.034,0.035,CPB
Enterprise value multiple,12.286,10.948,11.438,20.639,25.364,CPB
Price fair value,4.478,4.161,5.844,11.281,9.034,CPB
