,2022,2021,2020,2019,2018,ticker
Current ratio,1.253,1.376,2.264,1.998,1.993,DVN
Quick ratio,1.037,1.262,2.092,1.191,1.482,DVN
Cash ratio,0.468,0.736,1.553,0.760,1.084,DVN
Days of sales outstanding,33.646,48.623,58.591,48.823,30.094,DVN
Days of inventory outstanding,6.793,0,0,0,0,DVN
Operating cycle,40.439,48.623,58.591,48.823,30.094,DVN
Days of payables outstanding,29.031,21.403,19.912,28.373,62.228,DVN
Cash conversion cycle,11.408,27.220,38.678,20.450,-32.134,DVN
Gross profit margin,0.437,0.301,0.081,0.115,0.638,DVN
Operating profit margin,0.421,0.271,-0.019,0.035,0.149,DVN
Pretax profit margin,0.406,0.237,-0.640,-0.018,0.086,DVN
Net profit margin,0.314,0.230,-0.527,-0.013,0.285,DVN
Effective tax rate,0.224,0.022,0.177,0.275,0.170,DVN
Return on assets,0.254,0.134,-0.257,-0.006,0.157,DVN
Return on equity,0.539,0.304,-0.881,-0.014,0.334,DVN
Return on capital employed,0.391,0.184,-0.011,0.018,0.092,DVN
Net income per EBT,0.774,0.971,0.823,0.725,3.330,DVN
Ebt per ebit,0.964,0.876,34.333,-0.502,0.574,DVN
Ebit per revenue,0.421,0.271,-0.019,0.035,0.149,DVN
Debt ratio,0.524,0.553,0.695,0.568,0.531,DVN
Debt equity ratio,0.600,0.727,1.575,0.782,0.647,DVN
Long term debt to capitalization,0.366,0.421,0.612,0.439,0.386,DVN
Total debt to capitalization,0.375,0.421,0.612,0.439,0.393,DVN
Interest coverage,21.800,8.523,-0.347,0.868,5.376,DVN
Cash flow to debt ratio,1.274,0.728,0.298,0.456,0.455,DVN
Company equity multiplier,2.124,2.270,3.436,2.364,2.130,DVN
Receivables turnover,10.848,7.507,6.230,7.476,12.129,DVN
Payables turnover,12.573,17.054,18.331,12.864,5.866,DVN
Inventory turnover,53.731,0,0,0,0,DVN
Fixed asset turnover,1.046,0.801,0.860,0.704,0.770,DVN
Asset turnover,0.808,0.581,0.487,0.453,0.549,DVN
Operating cash flow per share,12.978,7.389,3.592,5.088,5.419,DVN
Free cash flow per share,5.181,4.362,0.512,0.319,0.397,DVN
Cash per share,2.212,3.425,5.934,3.597,4.838,DVN
Payout ratio,0.562,0.467,-0.101,-1.772,0.049,DVN
Operating cash flow sales ratio,0.445,0.401,0.280,0.333,0.252,DVN
Free cash flow operating cash flow ratio,0.399,0.590,0.143,0.063,0.073,DVN
Cash flow coverage ratios,1.274,0.728,0.298,0.456,0.455,DVN
Short term coverage ratios,33.984,0,0,0,16.691,DVN
Capital expenditure coverage ratio,-1.664,-2.441,-1.166,-1.067,-1.079,DVN
Dividend paid and capex coverage ratio,-4.885,-7.079,-1.498,-1.150,-1.147,DVN
Dividend payout ratio,0.562,0.467,-0.101,-1.772,0.049,DVN
Price book value ratio,3.620,3.153,2.066,1.822,1.224,DVN
Price to book ratio,3.620,3.153,2.066,1.822,1.224,DVN
Price to sales ratio,2.109,2.393,1.235,1.699,1.048,DVN
Price earnings ratio,6.721,10.382,-2.344,-133.795,3.671,DVN
Price to free cash flows ratio,11.873,10.099,30.883,81.306,56.805,DVN
Price to operating cash flows ratio,4.739,5.961,4.402,5.104,4.160,DVN
Price cash flow ratio,4.739,5.961,4.402,5.104,4.160,DVN
Price earnings to growth ratio,0.057,0.064,0.001,1.298,0.014,DVN
Price sales ratio,2.109,2.393,1.235,1.699,1.048,DVN
Dividend yield,0.084,0.045,0.043,0.013,0.013,DVN
Enterprise value multiple,4.439,6.161,6.833,7.960,4.201,DVN
Price fair value,3.620,3.153,2.066,1.822,1.224,DVN
