,2022,2021,2020,2019,2018,ticker
Current ratio,1.107,1.248,1.478,0.793,1.129,ADBE
Quick ratio,1.004,1.107,1.341,0.697,1.057,ADBE
Cash ratio,0.521,0.555,0.812,0.324,0.382,ADBE
Days of sales outstanding,42.811,43.425,39.654,50.147,53.177,ADBE
Days of inventory outstanding,0,0,0,0,0,ADBE
Operating cycle,42.811,43.425,39.654,50.147,53.177,ADBE
Days of payables outstanding,63.896,61.062,64.861,45.714,56.891,ADBE
Cash conversion cycle,-21.085,-17.636,-25.206,4.433,-3.714,ADBE
Gross profit margin,0.877,0.882,0.866,0.850,0.868,ADBE
Operating profit margin,0.346,0.368,0.329,0.293,0.315,ADBE
Pretax profit margin,0.341,0.361,0.325,0.287,0.309,ADBE
Net profit margin,0.270,0.305,0.409,0.264,0.287,ADBE
Effective tax rate,0.208,0.155,-0.260,0.079,0.073,ADBE
Return on assets,0.175,0.177,0.217,0.142,0.138,ADBE
Return on equity,0.338,0.326,0.397,0.280,0.277,ADBE
Return on capital employed,0.320,0.286,0.226,0.260,0.196,ADBE
Net income per EBT,0.792,0.845,1.260,0.921,0.927,ADBE
Ebt per ebit,0.985,0.983,0.986,0.981,0.984,ADBE
Ebit per revenue,0.346,0.368,0.329,0.293,0.315,ADBE
Debt ratio,0.483,0.457,0.454,0.493,0.501,ADBE
Debt equity ratio,0.330,0.316,0.355,0.393,0.441,ADBE
Long term debt to capitalization,0.224,0.236,0.258,0.086,0.306,ADBE
Total debt to capitalization,0.248,0.240,0.262,0.282,0.306,ADBE
Interest coverage,54.446,51.345,36.526,20.788,31.828,ADBE
Cash flow to debt ratio,1.692,1.546,1.216,1.068,0.977,ADBE
Company equity multiplier,1.933,1.841,1.831,1.972,2.005,ADBE
Receivables turnover,8.526,8.405,9.205,7.279,6.864,ADBE
Payables turnover,5.712,5.978,5.627,7.984,6.416,ADBE
Inventory turnover,0,0,0,0,0,ADBE
Fixed asset turnover,7.605,7.460,6.421,8.640,8.399,ADBE
Asset turnover,0.648,0.579,0.530,0.538,0.481,ADBE
Operating cash flow per share,16.677,15.143,11.906,9.092,8.214,ADBE
Free cash flow per share,15.736,14.451,11.035,8.405,7.670,ADBE
Cash per share,12.970,12.155,12.457,8.589,6.582,ADBE
Payout ratio,0,0,0,0,0,ADBE
Operating cash flow sales ratio,0.445,0.458,0.445,0.396,0.446,ADBE
Free cash flow operating cash flow ratio,0.944,0.954,0.927,0.924,0.934,ADBE
Cash flow coverage ratios,1.692,1.546,1.216,1.068,0.977,ADBE
Short term coverage ratios,13.353,74.464,62.250,1.404,0,ADBE
Capital expenditure coverage ratio,-17.733,-21.888,-13.668,-13.238,-15.115,ADBE
Dividend paid and capex coverage ratio,-17.733,-21.888,-13.668,-13.238,-15.115,ADBE
Dividend payout ratio,0,0,0,0,0,ADBE
Price book value ratio,11.424,19.875,17.299,14.294,13.146,ADBE
Price to book ratio,11.424,19.875,17.299,14.294,13.146,ADBE
Price to sales ratio,9.117,18.631,17.831,13.474,13.630,ADBE
Price earnings ratio,33.751,60.988,43.622,50.999,47.506,ADBE
Price to free cash flows ratio,21.704,42.664,43.227,36.826,32.710,ADBE
Price to operating cash flows ratio,20.480,40.715,40.065,34.045,30.546,ADBE
Price cash flow ratio,20.480,40.715,40.065,34.045,30.546,ADBE
Price earnings to growth ratio,113.628,-7.943,0.544,3.409,0.881,ADBE
Price sales ratio,9.117,18.631,17.831,13.474,13.630,ADBE
Dividend yield,0,0,0,0,0,ADBE
Enterprise value multiple,23.004,44.752,45.608,38.629,38.878,ADBE
Price fair value,11.424,19.875,17.299,14.294,13.146,ADBE
