,ticker,2022-11-30,2021-11-30,2020-11-30,2019-11-30
Cash and cash equivalents(figures in $M),ADBE,4236.0,3844.0,4478.0,2650.221
Other short-term investments(figures in $M),ADBE,1860.0,1954.0,1514.0,1526.755
Total cash(figures in $M),ADBE,6096.0,5798.0,5992.0,4176.976
Net receivables(figures in $M),ADBE,2065.0,1878.0,1398.0,1534.809
Other current assets(figures in $M),ADBE,835.0,0.0,0.0,0.0
Total current assets(figures in $M),ADBE,8996.0,8651.0,8146.0,6494.925
"Gross property, plant and equipment(figures in $M)",ADBE,2315.0,2116.0,2004.0,1293.015
Accumulated depreciation(figures in $M),ADBE,-1569.0,-1451.0,-1458.0,-1568.632
"Net property, plant and equipment(figures in $M)",ADBE,2315.0,2116.0,2004.0,1293.015
Goodwill(figures in $M),ADBE,12787.0,12721.0,10742.0,10691.199
Intangible assets(figures in $M),ADBE,1449.0,1820.0,1359.0,1720.565
Other long-term assets(figures in $M),ADBE,841.0,848.0,663.0,562.696
Total non-current assets(figures in $M),ADBE,18169.0,18590.0,16138.0,14267.475
Total assets(figures in $M),ADBE,27165.0,27241.0,24284.0,20762.4
Current debt(figures in $M),ADBE,500.0,0.0,0.0,3149.343
Accounts payable(figures in $M),ADBE,379.0,312.0,306.0,209.499
Taxes payable(figures in $M),ADBE,75.0,54.0,63.0,55.562
Accrued liabilities(figures in $M),ADBE,1790.0,1736.0,1422.0,1398.548
Deferred revenues(figures in $M),ADBE,5297.0,4733.0,3629.0,3377.986
Other current liabilities(figures in $M),ADBE,0.0,0.0,4.0,32.531
Total current liabilities(figures in $M),ADBE,8128.0,6932.0,5512.0,8190.938
Long-term debt(figures in $M),ADBE,3629.0,4123.0,4117.0,988.924
Deferred tax liabilities(figures in $M),ADBE,28.0,5.0,10.0,140.498
Deferred revenues(figures in $M),ADBE,117.0,145.0,130.0,122.727
Other long-term liabilities(figures in $M),ADBE,265.0,252.0,223.0,173.056
Total non-current liabilities(figures in $M),ADBE,4986.0,5512.0,5508.0,2041.307
Total liabilities(figures in $M),ADBE,13114.0,12444.0,11020.0,10232.245
Common stock(figures in $M),ADBE,0.0,0.0,0.0,0.061
Retained earnings(figures in $M),ADBE,28319.0,23905.0,19611.0,14828.562
Accumulated other comprehensive income(figures in $M),ADBE,-293.0,-137.0,-158.0,-188.034
Total stockholders' equity(figures in $M),ADBE,14051.0,14797.0,13264.0,10530.155
Total liabilities and stockholders' equity(figures in $M),ADBE,27165.0,27241.0,24284.0,20762.4
