,2022,2021,2020,2019,2018,ticker
Current ratio,1.389,1.456,1.535,1.472,1.368,CAT
Quick ratio,0.789,0.892,0.652,0.673,0.897,CAT
Cash ratio,0.222,0.310,0,0,0.278,CAT
Days of sales outstanding,109.751,124.421,146.706,121.468,116.406,CAT
Days of inventory outstanding,141.681,142.456,140.263,109.996,111.564,CAT
Operating cycle,251.432,266.878,286.969,231.464,227.970,CAT
Days of payables outstanding,75.665,82.746,75.384,58.161,68.231,CAT
Cash conversion cycle,175.767,184.132,211.585,173.302,159.739,CAT
Gross profit margin,0.295,0.294,0.289,0.305,0.311,CAT
Operating profit margin,0.133,0.135,0.109,0.154,0.152,CAT
Pretax profit margin,0.147,0.161,0.096,0.145,0.143,CAT
Net profit margin,0.113,0.127,0.072,0.113,0.112,CAT
Effective tax rate,0.236,0.212,0.252,0.224,0.217,CAT
Return on assets,0.082,0.078,0.038,0.078,0.078,CAT
Return on equity,0.423,0.394,0.196,0.418,0.438,CAT
Return on capital employed,0.157,0.130,0.087,0.160,0.165,CAT
Net income per EBT,0.766,0.791,0.750,0.780,0.786,CAT
Ebt per ebit,1.107,1.193,0.877,0.942,0.943,CAT
Ebit per revenue,0.133,0.135,0.109,0.154,0.152,CAT
Debt ratio,0.806,0.801,0.804,0.814,0.821,CAT
Debt equity ratio,2.331,2.292,2.424,2.581,2.604,CAT
Long term debt to capitalization,0.618,0.612,0.629,0.643,0.640,CAT
Total debt to capitalization,0.700,0.696,0.708,0.721,0.723,CAT
Interest coverage,17.842,14.094,8.858,19.691,20.527,CAT
Cash flow to debt ratio,0.210,0.190,0.170,0.184,0.179,CAT
Company equity multiplier,5.164,5.023,5.109,5.378,5.592,CAT
Receivables turnover,3.326,2.934,2.488,3.005,3.136,CAT
Payables turnover,4.824,4.411,4.842,6.276,5.349,CAT
Inventory turnover,2.576,2.562,2.602,3.318,3.272,CAT
Fixed asset turnover,4.941,4.216,3.367,4.169,4.031,CAT
Asset turnover,0.725,0.616,0.533,0.686,0.697,CAT
Operating cash flow per share,14.276,13.232,11.628,12.308,11.089,CAT
Free cash flow per share,9.498,8.688,7.741,7.555,6.158,CAT
Cash per share,12.875,17.011,0,0,13.285,CAT
Payout ratio,0.364,0.359,0.748,0.350,0.317,CAT
Operating cash flow sales ratio,0.131,0.141,0.152,0.128,0.120,CAT
Free cash flow operating cash flow ratio,0.665,0.657,0.666,0.614,0.555,CAT
Cash flow coverage ratios,0.210,0.190,0.170,0.184,0.179,CAT
Short term coverage ratios,0.689,0.612,0.567,0.608,0.568,CAT
Capital expenditure coverage ratio,-2.988,-2.912,-2.991,-2.590,-2.249,CAT
Dividend paid and capex coverage ratio,-48.843,-51.414,49.430,-12.872,-6.796,CAT
Dividend payout ratio,0.364,0.359,0.748,0.350,0.317,CAT
Price book value ratio,8.212,6.823,6.460,5.685,5.353,CAT
Price to book ratio,8.212,6.823,6.460,5.685,5.353,CAT
Price to sales ratio,2.193,2.206,2.372,1.542,1.373,CAT
Price earnings ratio,19.436,17.332,33.034,13.612,12.225,CAT
Price to free cash flows ratio,25.222,23.797,23.513,19.547,20.634,CAT
Price to operating cash flows ratio,16.781,15.625,15.653,11.999,11.459,CAT
Price cash flow ratio,16.781,15.625,15.653,11.999,11.459,CAT
Price earnings to growth ratio,2.898,0.149,-0.671,3.075,0.017,CAT
Price sales ratio,2.193,2.206,2.372,1.542,1.373,CAT
Dividend yield,0.019,0.021,0.023,0.026,0.026,CAT
Enterprise value multiple,12.992,12.767,19.623,11.156,9.428,CAT
Price fair value,8.212,6.823,6.460,5.685,5.353,CAT
