,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CMS,8596.0,8596.0,7329.0,6680.0,6845.0
Cost of revenue(figures in $M),CMS,5834.0,5834.0,4680.0,3911.0,4281.0
Gross profit(figures in $M),CMS,2762.0,2762.0,2649.0,2769.0,2564.0
Total operating expenses(figures in $M),CMS,1538.0,7372.0,6183.0,5318.0,5606.0
Operating income or loss(figures in $M),CMS,1224.0,1224.0,1146.0,1362.0,1239.0
Interest expense(figures in $M),CMS,519.0,519.0,500.0,561.0,519.0
Total other income/expenses net(figures in $M),CMS,197.0,197.0,177.0,84.0,109.0
Income before tax(figures in $M),CMS,902.0,902.0,823.0,885.0,829.0
Income tax expense(figures in $M),CMS,93.0,93.0,95.0,133.0,147.0
Income from continuing operations(figures in $M),CMS,809.0,809.0,728.0,752.0,682.0
Net income(figures in $M),CMS,837.0,837.0,1353.0,755.0,680.0
Net income available to common shareholders(figures in $M),CMS,827.0,827.0,1348.0,755.0,680.0
Basic EPS(figures in $M),CMS,,,4.66e-06,2.65e-06,2.4e-06
Diluted EPS(figures in $M),CMS,,,4.66e-06,2.64e-06,2.39e-06
Basic average shares(figures in $M),CMS,,,289.0,285.0,283.0
Diluted average shares(figures in $M),CMS,,,289.5,286.3,284.3
EBITDA(figures in $M),CMS,,1421.0,1323.0,1446.0,1348.0
