,2017,2016,2015,2014,2013,ticker
Current ratio,0.922,1.524,0.823,0.766,0.771,AET
Quick ratio,0.951,1.403,0.684,0.567,0.588,AET
Cash ratio,0.242,0.963,0.163,0.092,0.113,AET
Days of sales outstanding,59.144,30.926,31.340,30.287,30.415,AET
Days of inventory outstanding,0,0,0,0,0,AET
Operating cycle,59.144,30.926,31.340,30.287,30.415,AET
Days of payables outstanding,47.559,51.637,52.508,47.812,47.329,AET
Cash conversion cycle,11.585,-20.711,-21.169,-17.525,-16.914,AET
Gross profit margin,0.263,0.266,0.274,0.260,0.255,AET
Operating profit margin,0.063,0.075,0.080,0.069,0.072,AET
Pretax profit margin,0.049,0.063,0.070,0.060,0.062,AET
Net profit margin,0.031,0.036,0.040,0.035,0.040,AET
Effective tax rate,0.363,0.435,0.435,0.416,0.350,AET
Return on assets,0.035,0.033,0.045,0.038,0.038,AET
Return on equity,0.122,0.127,0.148,0.141,0.136,AET
Return on capital employed,0.100,0.093,0.128,0.105,0.091,AET
Net income per EBT,0.636,0.569,0.564,0.583,0.651,AET
Ebt per ebit,0.779,0.847,0.872,0.873,0.864,AET
Ebit per revenue,0.063,0.075,0.080,0.069,0.072,AET
Debt ratio,0.713,0.741,0.697,0.728,0.718,AET
Debt equity ratio,0.588,1.155,0.486,0.593,0.588,AET
Long term debt to capitalization,0.344,0.516,0.327,0.352,0.359,AET
Total debt to capitalization,0.370,0.536,0.327,0.372,0.370,AET
Interest coverage,8.695,7.805,13.351,12.179,10.197,AET
Cash flow to debt ratio,-0.051,0.180,0.494,0.393,0.276,AET
Company equity multiplier,3.540,3.867,3.315,3.687,3.556,AET
Receivables turnover,6.171,11.802,11.647,12.051,12.001,AET
Payables turnover,7.675,7.069,6.951,7.634,7.712,AET
Inventory turnover,0,0,0,0,0,AET
Fixed asset turnover,103.302,107.589,95.818,86.598,65.514,AET
Asset turnover,1.098,0.913,1.129,1.086,0.948,AET
Operating cash flow per share,-1.420,10.586,11.068,9.487,6.412,AET
Free cash flow per share,-2.674,9.818,10.029,8.448,5.064,AET
Cash per share,18.941,59.414,15.494,10.946,9.542,AET
Payout ratio,0.306,0.155,0.146,0.157,0.146,AET
Operating cash flow sales ratio,-0.008,0.059,0.064,0.058,0.048,AET
Free cash flow operating cash flow ratio,1.884,0.927,0.906,0.890,0.790,AET
Cash flow coverage ratios,-0.051,0.180,0.494,0.393,0.276,AET
Short term coverage ratios,-0.464,2.276,0,4.625,5.884,AET
Capital expenditure coverage ratio,1.132,-13.774,-10.653,-9.126,-4.756,AET
Dividend paid and capex coverage ratio,-2.682,45.914,-272.261,-68.833,-11.371,AET
Dividend payout ratio,0.306,0.155,0.146,0.157,0.146,AET
Price book value ratio,3.784,2.436,2.344,2.180,1.738,AET
Price to book ratio,3.784,2.436,2.344,2.180,1.738,AET
Price to sales ratio,0.974,0.690,0.626,0.544,0.515,AET
Price earnings ratio,30.962,19.183,15.800,15.474,12.739,AET
Price to free cash flows ratio,-67.450,12.631,10.781,10.515,13.546,AET
Price to operating cash flows ratio,-127.051,11.714,9.769,9.363,10.698,AET
Price cash flow ratio,-127.051,11.714,9.769,9.363,10.698,AET
Price earnings to growth ratio,0.723,-3.033,0.823,2.338,1.219,AET
Price sales ratio,0.974,0.690,0.626,0.544,0.515,AET
Dividend yield,0.010,0.008,0.009,0.010,0.011,AET
Enterprise value multiple,15.475,8.737,8.179,8.698,8.119,AET
Price fair value,3.784,2.436,2.344,2.180,1.738,AET
