,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),IRM,141.797,255.828,205.063,193.555
Total cash(figures in $M),IRM,141.797,255.828,205.063,193.555
Net receivables(figures in $M),IRM,1174.915,961.419,859.344,850.701
Other current assets(figures in $M),IRM,230.433,0.0,205.38,192.083
Total current assets(figures in $M),IRM,1547.145,1441.267,1269.787,1236.339
"Gross property, plant and equipment(figures in $M)",IRM,11609.469,2314.422,10442.839,9918.007
Accumulated depreciation(figures in $M),IRM,-3910.321,-3979.159,-3743.894,-3425.869
"Net property, plant and equipment(figures in $M)",IRM,7699.148,2314.422,6698.945,6492.138
Goodwill(figures in $M),IRM,4882.734,4463.531,4557.609,4485.209
Intangible assets(figures in $M),IRM,1423.145,1181.043,1326.977,1393.183
Other long-term assets(figures in $M),IRM,588.342,381.624,295.949,209.947
Total non-current assets(figures in $M),IRM,14593.369,13008.764,12879.48,12580.477
Total assets(figures in $M),IRM,16140.514,14450.031,14149.267,13816.816
Current debt(figures in $M),IRM,87.546,309.428,193.759,389.013
Accounts payable(figures in $M),IRM,469.198,369.145,359.863,324.708
Accrued liabilities(figures in $M),IRM,548.9,1032.537,1146.288,961.752
Deferred revenues(figures in $M),IRM,328.91,307.47,295.785,274.036
Total current liabilities(figures in $M),IRM,1917.564,2018.58,1995.695,1949.509
Long-term debt(figures in $M),IRM,10481.449,8962.513,8509.555,8275.566
Deferred tax liabilities(figures in $M),IRM,263.005,223.934,198.377,188.128
Other long-term liabilities(figures in $M),IRM,317.376,144.053,462.69,398.828
Total non-current liabilities(figures in $M),IRM,13586.157,11574.383,11016.843,10403.08
Total liabilities(figures in $M),IRM,15503.721,13592.963,13012.538,12352.589
Common stock(figures in $M),IRM,2.908,2.898,2.883,2.873
Retained earnings(figures in $M),IRM,-3392.272,-3221.152,-2950.339,-2574.896
Accumulated other comprehensive income(figures in $M),IRM,-442.003,-338.347,-255.893,-262.581
Total stockholders' equity(figures in $M),IRM,636.668,857.068,1136.729,1463.962
Total liabilities and stockholders' equity(figures in $M),IRM,16140.514,14450.031,14149.267,13816.816
