,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),IRM,5103.574,5103.574,4491.531,4147.27,4262.584
Cost of revenue(figures in $M),IRM,2189.12,2189.12,1887.229,1757.342,1833.315
Gross profit(figures in $M),IRM,2914.454,2914.454,2604.302,2389.928,2429.269
Selling general and administrative(figures in $M),IRM,1140.577,1140.577,1022.559,949.215,991.664
Total operating expenses(figures in $M),IRM,1868.172,1868.172,1702.981,1601.284,1649.865
Operating income or loss(figures in $M),IRM,1046.282,1046.282,901.321,788.644,779.404
Interest expense(figures in $M),IRM,488.014,488.014,417.961,418.535,419.298
Total other income/expenses net(figures in $M),IRM,73.37,73.37,145.655,2.596,-31.964
Income before tax(figures in $M),IRM,631.638,631.638,629.015,372.705,328.142
Income tax expense(figures in $M),IRM,69.489,69.489,176.29,29.609,59.931
Income from continuing operations(figures in $M),IRM,562.149,562.149,452.725,343.096,268.211
Net income(figures in $M),IRM,556.981,556.981,450.219,342.693,267.377
Net income available to common shareholders(figures in $M),IRM,556.981,556.981,450.219,342.693,267.377
Basic EPS(figures in $M),IRM,,1.92e-06,1.56e-06,1.19e-06,9.300000000000001e-07
Diluted EPS(figures in $M),IRM,,1.8999999999999998e-06,1.55e-06,1.19e-06,9.300000000000001e-07
Basic average shares(figures in $M),IRM,,290.812,289.457,288.183,286.971
Diluted average shares(figures in $M),IRM,,292.444,290.975,288.643,287.687
EBITDA(figures in $M),IRM,,1865.291,1727.398,1443.309,1405.641
