,2022,2021,2020,2019,2018,ticker
Current ratio,0.807,0.714,0.636,0.634,0.826,IRM
Quick ratio,0.687,0.603,0.533,0.536,0.692,IRM
Cash ratio,0.074,0.127,0.103,0.099,0.113,IRM
Days of sales outstanding,84.028,78.129,75.631,72.845,73.150,IRM
Days of inventory outstanding,0,0,0,0,0,IRM
Operating cycle,84.028,78.129,75.631,72.845,73.150,IRM
Days of payables outstanding,78.231,71.395,74.744,64.647,64.582,IRM
Cash conversion cycle,5.797,6.734,0.887,8.197,8.568,IRM
Gross profit margin,0.571,0.580,0.576,0.570,0.574,IRM
Operating profit margin,0.206,0.190,0.156,0.183,0.179,IRM
Pretax profit margin,0.124,0.140,0.090,0.077,0.085,IRM
Net profit margin,0.109,0.100,0.083,0.063,0.086,IRM
Effective tax rate,0.110,0.280,0.079,0.183,0.101,IRM
Return on assets,0.035,0.031,0.024,0.019,0.031,IRM
Return on equity,0.875,0.525,0.301,0.183,0.193,IRM
Return on capital employed,0.074,0.069,0.053,0.066,0.073,IRM
Net income per EBT,0.882,0.716,0.919,0.815,1.015,IRM
Ebt per ebit,0.602,0.736,0.578,0.420,0.474,IRM
Ebit per revenue,0.206,0.190,0.156,0.183,0.179,IRM
Debt ratio,0.961,0.941,0.920,0.894,0.841,IRM
Debt equity ratio,20.869,13.352,9.455,7.099,4.322,IRM
Long term debt to capitalization,0.953,0.929,0.903,0.872,0.810,IRM
Total debt to capitalization,0.954,0.930,0.904,0.877,0.812,IRM
Interest coverage,2.151,2.044,1.541,1.863,1.817,IRM
Cash flow to debt ratio,0.070,0.066,0.092,0.093,0.115,IRM
Company equity multiplier,25.352,16.860,12.447,9.438,6.290,IRM
Receivables turnover,4.344,4.672,4.826,5.011,4.990,IRM
Payables turnover,4.666,5.112,4.883,5.646,5.652,IRM
Inventory turnover,0,0,0,0,0,IRM
Fixed asset turnover,0.663,1.941,0.619,0.657,0.941,IRM
Asset turnover,0.316,0.311,0.293,0.309,0.357,IRM
Operating cash flow per share,3.190,2.622,3.427,3.368,3.272,IRM
Free cash flow per share,0.152,0.465,1.854,0.760,1.410,IRM
Cash per share,0.488,0.884,0.712,0.674,0.579,IRM
Payout ratio,1.301,1.596,2.090,2.635,1.854,IRM
Operating cash flow sales ratio,0.182,0.169,0.238,0.227,0.221,IRM
Free cash flow operating cash flow ratio,0.048,0.177,0.541,0.226,0.431,IRM
Cash flow coverage ratios,0.070,0.066,0.092,0.093,0.115,IRM
Short term coverage ratios,2.465,2.453,5.097,2.485,7.401,IRM
Capital expenditure coverage ratio,-1.050,-1.215,-2.179,-1.292,-1.757,IRM
Dividend paid and capex coverage ratio,-5.827,8.077,3.755,-22.003,6.631,IRM
Dividend payout ratio,1.301,1.596,2.090,2.635,1.854,IRM
Price book value ratio,22.770,17.673,7.474,6.247,4.918,IRM
Price to book ratio,22.770,17.673,7.474,6.247,4.918,IRM
Price to sales ratio,2.841,3.372,2.048,2.146,2.193,IRM
Price earnings ratio,26.028,33.644,24.791,34.206,25.503,IRM
Price to free cash flows ratio,328.640,112.597,15.897,41.915,22.993,IRM
Price to operating cash flows ratio,15.627,19.959,8.602,9.461,9.905,IRM
Price cash flow ratio,15.627,19.959,8.602,9.461,9.905,IRM
Price earnings to growth ratio,1.128,1.082,0.887,-1.278,0.303,IRM
Price sales ratio,2.841,3.372,2.048,2.146,2.193,IRM
Dividend yield,0.050,0.047,0.084,0.077,0.073,IRM
Enterprise value multiple,15.351,14.840,14.677,13.542,11.852,IRM
Price fair value,22.770,17.673,7.474,6.247,4.918,IRM
