,2022,2021,2020,2019,2018,ticker
Current ratio,1.625,1.495,1.678,1.693,1.842,PWR
Quick ratio,1.522,1.401,1.569,1.553,1.667,PWR
Cash ratio,0.126,0.072,0.086,0.073,0.044,PWR
Days of sales outstanding,101.645,118.209,103.281,100.928,95.784,PWR
Days of inventory outstanding,2.591,2.802,1.931,1.935,4.057,PWR
Operating cycle,104.236,121.011,105.211,102.862,99.841,PWR
Days of payables outstanding,32.676,41.413,30.526,51.721,29.623,PWR
Cash conversion cycle,71.561,79.598,74.685,51.141,70.219,PWR
Gross profit margin,0.148,0.150,0.148,0.132,0.132,PWR
Operating profit margin,0.051,0.051,0.055,0.046,0.048,PWR
Pretax profit margin,0.041,0.048,0.051,0.047,0.041,PWR
Net profit margin,0.029,0.037,0.040,0.033,0.026,PWR
Effective tax rate,0.273,0.210,0.209,0.289,0.353,PWR
Return on assets,0.036,0.038,0.053,0.048,0.041,PWR
Return on equity,0.091,0.095,0.103,0.099,0.081,PWR
Return on capital employed,0.087,0.068,0.098,0.091,0.103,PWR
Net income per EBT,0.698,0.780,0.780,0.703,0.641,PWR
Ebt per ebit,0.807,0.939,0.935,1.031,0.847,PWR
Ebit per revenue,0.051,0.051,0.055,0.046,0.048,PWR
Debt ratio,0.599,0.602,0.482,0.513,0.490,PWR
Debt equity ratio,0.738,0.783,0.334,0.409,0.307,PWR
Long term debt to capitalization,0.418,0.432,0.238,0.269,0.224,PWR
Total debt to capitalization,0.425,0.439,0.251,0.290,0.235,PWR
Interest coverage,7.012,9.630,13.582,8.295,14.624,PWR
Cash flow to debt ratio,0.284,0.146,0.768,0.318,0.324,PWR
Company equity multiplier,2.501,2.515,1.933,2.057,1.963,PWR
Receivables turnover,3.591,3.088,3.534,3.616,3.811,PWR
Payables turnover,11.170,8.814,11.957,7.057,12.322,PWR
Inventory turnover,140.849,130.251,189.052,188.659,89.959,PWR
Fixed asset turnover,7.554,6.009,6.164,7.248,8.755,PWR
Asset turnover,1.268,1.010,1.334,1.454,1.579,PWR
Operating cash flow per share,7.877,4.136,7.893,3.614,2.346,PWR
Free cash flow per share,4.889,1.389,6.050,1.814,0.332,PWR
Cash per share,2.986,1.627,1.306,1.131,0.514,PWR
Payout ratio,0.084,0.070,0.065,0.058,0,PWR
Operating cash flow sales ratio,0.066,0.045,0.100,0.043,0.032,PWR
Free cash flow operating cash flow ratio,0.621,0.336,0.767,0.502,0.141,PWR
Cash flow coverage ratios,0.284,0.146,0.768,0.318,0.324,PWR
Short term coverage ratios,10.133,5.422,11.171,3.147,5.466,PWR
Capital expenditure coverage ratio,-2.636,-1.506,-4.283,-2.008,-1.165,PWR
Dividend paid and capex coverage ratio,-2.915,-1.651,-4.817,-2.203,-1.165,PWR
Dividend payout ratio,0.084,0.070,0.065,0.058,0,PWR
Price book value ratio,3.798,3.158,2.344,1.465,1.277,PWR
Price to book ratio,3.798,3.158,2.344,1.465,1.277,PWR
Price to sales ratio,1.198,1.244,0.909,0.490,0.412,PWR
Price earnings ratio,41.628,33.227,22.851,14.754,15.695,PWR
Price to free cash flows ratio,29.146,82.521,11.903,22.445,90.730,PWR
Price to operating cash flows ratio,18.090,27.725,9.124,11.265,12.833,PWR
Price cash flow ratio,18.090,27.725,9.124,11.265,12.833,PWR
Price earnings to growth ratio,11.968,3.489,1.617,0.337,-3.170,PWR
Price sales ratio,1.198,1.244,0.909,0.490,0.412,PWR
Dividend yield,0.002,0.002,0.003,0.004,0,PWR
Enterprise value multiple,19.977,22.906,16.310,10.189,7.626,PWR
Price fair value,3.798,3.158,2.344,1.465,1.277,PWR
