,2020,2019,2018,2017,2016,ticker
Current ratio,1.404,1.271,1.634,1.396,1.621,VAR
Quick ratio,0.988,0.921,1.214,1.074,1.134,VAR
Cash ratio,0.413,0.282,0.377,0.435,0.523,VAR
Days of sales outstanding,122.819,136.330,135.304,146.332,101.158,VAR
Days of inventory outstanding,105.159,108.528,97.178,101.276,125.769,VAR
Operating cycle,227.978,244.858,232.482,247.607,226.927,VAR
Days of payables outstanding,39.537,48.901,42.212,39.351,39.538,VAR
Cash conversion cycle,188.441,195.957,190.270,208.256,187.390,VAR
Gross profit margin,0.435,0.425,0.436,0.425,0.423,VAR
Operating profit margin,0,0.120,0.150,0.115,0.176,VAR
Pretax profit margin,0,0.130,0.155,0.116,0.173,VAR
Net profit margin,0,0.091,0.051,0.083,0.125,VAR
Effective tax rate,0,0.291,0.668,0.289,0.276,VAR
Return on assets,0,0.071,0.046,0.066,0.105,VAR
Return on equity,0,0.165,0.095,0.144,0.231,VAR
Return on capital employed,0,0.174,0.229,0.182,0.258,VAR
Net income per EBT,0,0.694,0.332,0.721,0.723,VAR
Ebt per ebit,0,1.090,1.034,1.010,0.980,VAR
Ebit per revenue,0,0.120,0.150,0.115,0.176,VAR
Debt ratio,0.619,0.569,0.513,0.539,0.543,VAR
Debt equity ratio,1.146,1.320,1.053,1.171,1.190,VAR
Long term debt to capitalization,0,0,0,0,0.142,VAR
Total debt to capitalization,0.146,0.188,0,0.187,0.277,VAR
Interest coverage,0,43.886,64.324,28.056,48.110,VAR
Cash flow to debt ratio,2.211,0.907,0,1.140,0.534,VAR
Company equity multiplier,1.851,2.320,2.053,2.171,2.192,VAR
Receivables turnover,2.972,2.677,2.698,2.494,3.608,VAR
Payables turnover,9.232,7.464,8.647,9.275,9.232,VAR
Inventory turnover,3.471,3.363,3.756,3.604,2.902,VAR
Fixed asset turnover,9.209,10.353,10.630,10.260,8.486,VAR
Asset turnover,0.825,0.786,0.897,0.795,0.843,VAR
Operating cash flow per share,8.722,4.086,4.999,4.338,3.735,VAR
Free cash flow per share,7.789,3.448,4.475,3.696,2.892,VAR
Cash per share,8.511,5.840,5.980,7.785,9.841,VAR
Payout ratio,0,0,0,0,0,VAR
Operating cash flow sales ratio,0.248,0.115,0.156,0.152,0.111,VAR
Free cash flow operating cash flow ratio,0.893,0.844,0.895,0.852,0.774,VAR
Cash flow coverage ratios,2.211,0.907,0,1.140,0.534,VAR
Short term coverage ratios,2.211,0.907,0,1.140,0.939,VAR
Capital expenditure coverage ratio,-9.345,-6.410,-9.537,-6.753,-4.432,VAR
Dividend paid and capex coverage ratio,-9.345,-6.410,-9.537,-6.753,-4.432,VAR
Dividend payout ratio,0,0,0,0,0,VAR
Price book value ratio,7.457,6.081,6.429,6.066,4.784,VAR
Price to book ratio,7.457,6.081,6.429,6.066,4.784,VAR
Price to sales ratio,4.884,3.334,3.489,3.514,2.588,VAR
Price earnings ratio,0,36.836,67.949,42.131,20.697,VAR
Price to free cash flows ratio,22.074,34.266,25.014,27.075,30.179,VAR
Price to operating cash flows ratio,19.712,28.920,22.391,23.066,23.369,VAR
Price cash flow ratio,19.712,28.920,22.391,23.066,23.369,VAR
Price earnings to growth ratio,0,0.397,-2.218,-0.964,9.313,VAR
Price sales ratio,4.884,3.334,3.489,3.514,2.588,VAR
Dividend yield,0,0,0,0,0,VAR
Enterprise value multiple,251.045,20.599,18.224,22.446,12.585,VAR
Price fair value,7.457,6.081,6.429,6.066,4.784,VAR
