,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MAR,20773.0,20773.0,13857.0,10571.0,20972.0
Cost of revenue(figures in $M),MAR,16215.0,16215.0,11056.0,9112.0,17755.0
Gross profit(figures in $M),MAR,4558.0,4558.0,2801.0,1459.0,3217.0
Selling general and administrative(figures in $M),MAR,891.0,891.0,823.0,762.0,938.0
Total operating expenses(figures in $M),MAR,1084.0,1084.0,1043.0,1108.0,1279.0
Operating income or loss(figures in $M),MAR,3474.0,3474.0,1758.0,351.0,1938.0
Interest expense(figures in $M),MAR,403.0,403.0,420.0,445.0,394.0
Total other income/expenses net(figures in $M),MAR,17.0,17.0,-186.0,-399.0,29.0
Income before tax(figures in $M),MAR,3114.0,3114.0,1180.0,-466.0,1599.0
Income tax expense(figures in $M),MAR,756.0,756.0,81.0,-199.0,326.0
Income from continuing operations(figures in $M),MAR,2358.0,2358.0,1099.0,-267.0,1273.0
Net income(figures in $M),MAR,2358.0,2358.0,1099.0,-267.0,1273.0
Net income available to common shareholders(figures in $M),MAR,2358.0,2358.0,1099.0,-267.0,1273.0
Basic EPS(figures in $M),MAR,,7.27e-06,3.36e-06,-8.2e-07,3.83e-06
Diluted EPS(figures in $M),MAR,,7.24e-06,3.3399999999999998e-06,-8.2e-07,3.7999999999999996e-06
Basic average shares(figures in $M),MAR,,324.4,327.2,325.8,332.7
Diluted average shares(figures in $M),MAR,,325.8,329.3,325.8,335.5
EBITDA(figures in $M),MAR,,3710.0,1820.0,325.0,2334.0
