,2022,2021,2020,2019,2018,ticker
Current ratio,0.451,0.566,0.491,0.468,0.420,MAR
Quick ratio,0.419,0.527,0.460,0.392,0.380,MAR
Cash ratio,0.069,0.217,0.152,0.034,0.049,MAR
Days of sales outstanding,45.175,52.207,61.046,41.683,37.506,MAR
Days of inventory outstanding,0,0,0,0,0,MAR
Operating cycle,45.175,52.207,61.046,41.683,37.506,MAR
Days of payables outstanding,16.792,23.968,21.110,14.801,16.387,MAR
Cash conversion cycle,28.382,28.239,39.936,26.881,21.119,MAR
Gross profit margin,0.219,0.202,0.138,0.153,0.177,MAR
Operating profit margin,0.170,0.126,0.023,0.086,0.114,MAR
Pretax profit margin,0.150,0.085,-0.044,0.076,0.113,MAR
Net profit margin,0.114,0.079,-0.025,0.061,0.092,MAR
Effective tax rate,0.243,0.069,0.427,0.204,0.187,MAR
Return on assets,0.095,0.043,-0.011,0.051,0.080,MAR
Return on equity,4.151,0.777,-0.621,1.811,0.857,MAR
Return on capital employed,0.202,0.091,0.013,0.098,0.137,MAR
Net income per EBT,0.757,0.931,0.573,0.796,0.813,MAR
Ebt per ebit,0.882,0.674,-1.894,0.888,0.991,MAR
Ebit per revenue,0.170,0.126,0.023,0.086,0.114,MAR
Debt ratio,0.977,0.945,0.983,0.972,0.906,MAR
Debt equity ratio,19.539,7.946,26.044,16.817,4.201,MAR
Long term debt to capitalization,0.948,0.881,0.959,0.939,0.793,MAR
Total debt to capitalization,0.951,0.888,0.963,0.944,0.808,MAR
Interest coverage,8.757,4.167,0.553,4.569,6.959,MAR
Cash flow to debt ratio,0.213,0.105,0.146,0.143,0.252,MAR
Company equity multiplier,43.688,18.071,57.444,35.634,10.650,MAR
Receivables turnover,8.080,6.991,5.979,8.757,9.732,MAR
Payables turnover,21.736,15.229,17.290,24.660,22.274,MAR
Inventory turnover,0,0,0,0,0,MAR
Fixed asset turnover,8.077,5.402,4.665,7.511,10.612,MAR
Asset turnover,0.837,0.542,0.428,0.837,0.876,MAR
Operating cash flow per share,7.284,3.597,5.031,5.065,7.084,MAR
Free cash flow per share,6.261,3.038,4.616,3.102,5.413,MAR
Cash per share,1.563,4.257,2.692,0.676,0.950,MAR
Payout ratio,0.136,0,-0.584,0.481,0.285,MAR
Operating cash flow sales ratio,0.114,0.085,0.155,0.080,0.114,MAR
Free cash flow operating cash flow ratio,0.860,0.845,0.918,0.612,0.764,MAR
Cash flow coverage ratios,0.213,0.105,0.146,0.143,0.252,MAR
Short term coverage ratios,3.455,1.462,1.397,1.725,2.830,MAR
Capital expenditure coverage ratio,-7.117,-6.432,-12.141,-2.580,-4.239,MAR
Dividend paid and capex coverage ratio,-214.818,-6.432,78.048,-41.098,-181.308,MAR
Dividend payout ratio,0.136,0,-0.584,0.481,0.285,MAR
Price book value ratio,85.035,38.237,99.952,71.665,16.233,MAR
Price to book ratio,85.035,38.237,99.952,71.665,16.233,MAR
Price to sales ratio,2.325,3.902,4.066,2.402,1.740,MAR
Price earnings ratio,20.483,49.196,-160.972,39.576,18.940,MAR
Price to free cash flows ratio,23.781,54.393,28.577,48.819,20.054,MAR
Price to operating cash flows ratio,20.440,45.936,26.223,29.900,15.324,MAR
Price cash flow ratio,20.440,45.936,26.223,29.900,15.324,MAR
Price earnings to growth ratio,0.176,0.097,1.326,-1.193,0.400,MAR
Price sales ratio,2.325,3.902,4.066,2.402,1.740,MAR
Dividend yield,0.007,0,0.004,0.012,0.015,MAR
Enterprise value multiple,15.822,32.083,90.036,25.072,15.207,MAR
Price fair value,85.035,38.237,99.952,71.665,16.233,MAR
