,2019,2018,2017,2016,2015,ticker
Current ratio,1.185,1.177,1.432,1.341,1.067,AVP
Quick ratio,0.664,0.590,0.858,0.749,0.515,AVP
Cash ratio,0.464,0.356,0.565,0.440,0.313,AVP
Days of sales outstanding,22.757,22.910,29.197,29.295,26.247,AVP
Days of inventory outstanding,82.130,83.684,99.098,94.832,93.138,AVP
Operating cycle,104.887,106.595,128.295,124.127,119.385,AVP
Days of payables outstanding,131.339,126.067,137.863,124.216,115.557,AVP
Cash conversion cycle,-26.452,-19.472,-9.568,-0.090,3.828,AVP
Gross profit margin,0.553,0.576,0.615,0.605,0.603,AVP
Operating profit margin,0.028,0.042,0.048,0.056,0.027,AVP
Pretax profit margin,0.031,0.019,0.021,0.005,0.004,AVP
Net profit margin,-0.000,-0.004,0.004,-0.019,-0.186,AVP
Effective tax rate,0.745,1.202,0.834,3.994,36.088,AVP
Return on assets,-0.000,-0.006,0.006,-0.031,-0.296,AVP
Return on equity,0.000,0.022,-0.030,0.127,1.073,AVP
Return on capital employed,0.075,0.155,0.128,0.167,0.098,AVP
Net income per EBT,-0.002,-0.180,0.182,-3.449,-50.612,AVP
Ebt per ebit,1.102,0.460,0.442,0.097,0.138,AVP
Ebit per revenue,0.028,0.042,0.048,0.056,0.027,AVP
Debt ratio,1.321,1.300,1.196,1.248,1.276,AVP
Debt equity ratio,-4.116,-4.328,-6.101,-5.032,-4.625,AVP
Long term debt to capitalization,2.652,2.336,1.632,1.825,1.983,AVP
Total debt to capitalization,2.647,2.313,1.618,1.811,1.935,AVP
Interest coverage,0.984,1.747,1.941,2.357,1.369,AVP
Cash flow to debt ratio,0.059,0.058,0.143,0.068,0.041,AVP
Company equity multiplier,-3.116,-3.328,-5.101,-4.032,-3.625,AVP
Receivables turnover,16.039,15.932,12.501,12.460,13.906,AVP
Payables turnover,2.779,2.895,2.648,2.938,3.159,AVP
Inventory turnover,4.444,4.362,3.683,3.849,3.919,AVP
Fixed asset turnover,9.459,9.992,8.134,8.038,8.033,AVP
Asset turnover,1.456,1.851,1.546,1.672,1.588,AVP
Operating cash flow per share,0.214,0.210,0.775,0.293,0.207,AVP
Free cash flow per share,0.081,-0.005,0.497,0.080,-0.002,AVP
Cash per share,1.475,1.208,2.519,1.500,1.555,AVP
Payout ratio,-29,-0.005,0,0,-0.095,AVP
Operating cash flow sales ratio,0.021,0.017,0.047,0.022,0.015,AVP
Free cash flow operating cash flow ratio,0.380,-0.024,0.641,0.273,-0.011,AVP
Cash flow coverage ratios,0.059,0.058,0.143,0.068,0.041,AVP
Short term coverage ratios,52.389,7.725,10.553,7.072,1.656,AVP
Capital expenditure coverage ratio,-1.612,-0.977,-2.787,-1.376,-0.989,AVP
Dividend paid and capex coverage ratio,-1.894,-0.978,-2.787,-1.376,5.573,AVP
Dividend payout ratio,-29,-0.005,0,0,-0.095,AVP
Price book value ratio,-2.511,-0.741,-1.038,-2.593,-1.672,AVP
Price to book ratio,-2.511,-0.741,-1.038,-2.593,-1.672,AVP
Price to sales ratio,0.553,0.120,0.132,0.385,0.290,AVP
Price earnings ratio,-8.291 K,-34.375,34.205,-20.439,-1.558,AVP
Price to free cash flows ratio,69.476,-304.691,4.327,62.836,-1.789 K,AVP
Price to operating cash flows ratio,26.376,7.231,2.775,17.182,19.579,AVP
Price cash flow ratio,26.376,7.231,2.775,17.182,19.579,AVP
Price earnings to growth ratio,-84.206,0.183,0.284,-0.225,0.008,AVP
Price sales ratio,0.553,0.120,0.132,0.385,0.290,AVP
Dividend yield,0.003,0.000,0,0,0.061,AVP
Enterprise value multiple,10.606,4.908,4.686,12.855,-39.920,AVP
Price fair value,-2.511,-0.741,-1.038,-2.593,-1.672,AVP
