,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ABT,43653.0,43653.0,43075.0,34608.0,31904.0
Cost of revenue(figures in $M),ABT,19142.0,19142.0,18537.0,15003.0,13231.0
Gross profit(figures in $M),ABT,24511.0,24511.0,24538.0,19605.0,18673.0
Research development(figures in $M),ABT,2888.0,2888.0,2742.0,2420.0,2440.0
Selling general and administrative(figures in $M),ABT,11248.0,11248.0,11324.0,9696.0,9765.0
Total operating expenses(figures in $M),ABT,16149.0,16149.0,16113.0,14248.0,14141.0
Operating income or loss(figures in $M),ABT,8362.0,8362.0,8425.0,5357.0,4532.0
Interest expense(figures in $M),ABT,558.0,375.0,490.0,500.0,576.0
Total other income/expenses net(figures in $M),ABT,319.0,319.0,276.0,111.0,121.0
Income before tax(figures in $M),ABT,8306.0,8306.0,8211.0,4968.0,4077.0
Income tax expense(figures in $M),ABT,1373.0,1373.0,1140.0,497.0,390.0
Income from continuing operations(figures in $M),ABT,6933.0,6933.0,7071.0,4471.0,3687.0
Net income(figures in $M),ABT,6933.0,6933.0,7071.0,4495.0,3687.0
Net income available to common shareholders(figures in $M),ABT,6933.0,6933.0,7071.0,4495.0,3687.0
Basic EPS(figures in $M),ABT,,,4.01e-06,2.5400000000000002e-06,2.09e-06
Diluted EPS(figures in $M),ABT,,,3.9399999999999995e-06,2.5e-06,2.06e-06
Basic average shares(figures in $M),ABT,,,1764.082,1771.23,1762.503
Diluted average shares(figures in $M),ABT,,,1789.0,1786.0,1781.0
EBITDA(figures in $M),ABT,,10694.0,10748.0,7600.0,6589.0
