,2022,2021,2020,2019,2018,ticker
Current ratio,1.629,1.850,1.717,1.442,1.624,ABT
Quick ratio,1.230,1.277,1.139,0.881,1.028,ABT
Cash ratio,0.638,0.748,0.574,0.355,0.427,ABT
Days of sales outstanding,74.258,54.968,67.646,62.065,61.856,ABT
Days of inventory outstanding,117.707,101.543,121.934,119.064,109.046,ABT
Operating cycle,191.964,156.511,189.581,181.129,170.902,ABT
Days of payables outstanding,87.846,86.795,96.000,89.712,85.462,ABT
Cash conversion cycle,104.118,69.716,93.581,91.417,85.440,ABT
Gross profit margin,0.561,0.570,0.566,0.585,0.584,ABT
Operating profit margin,0.192,0.196,0.155,0.142,0.119,ABT
Pretax profit margin,0.190,0.191,0.144,0.128,0.094,ABT
Net profit margin,0.159,0.164,0.130,0.116,0.077,ABT
Effective tax rate,0.165,0.139,0.100,0.096,0.188,ABT
Return on assets,0.093,0.094,0.062,0.054,0.035,ABT
Return on equity,0.189,0.198,0.137,0.119,0.078,ABT
Return on capital employed,0.142,0.136,0.088,0.079,0.063,ABT
Net income per EBT,0.835,0.861,0.905,0.904,0.824,ABT
Ebt per ebit,0.993,0.975,0.927,0.900,0.787,ABT
Ebit per revenue,0.192,0.196,0.155,0.142,0.119,ABT
Debt ratio,0.504,0.521,0.545,0.539,0.543,ABT
Debt equity ratio,0.483,0.531,0.599,0.608,0.641,ABT
Long term debt to capitalization,0.297,0.338,0.372,0.359,0.388,ABT
Total debt to capitalization,0.326,0.347,0.375,0.378,0.391,ABT
Interest coverage,22.299,17.194,10.714,7.868,4.419,ABT
Cash flow to debt ratio,0.541,0.554,0.402,0.325,0.322,ABT
Company equity multiplier,2.029,2.100,2.213,2.184,2.201,ABT
Receivables turnover,4.915,6.640,5.396,5.881,5.901,ABT
Payables turnover,4.155,4.205,3.802,4.069,4.271,ABT
Inventory turnover,3.101,3.595,2.993,3.066,3.347,ABT
Fixed asset turnover,4.765,4.808,3.833,3.969,4.043,ABT
Asset turnover,0.586,0.573,0.477,0.470,0.455,ABT
Operating cash flow per share,5.409,5.971,4.461,3.481,3.588,ABT
Free cash flow per share,4.406,4.902,3.232,2.552,2.794,ABT
Cash per share,5.742,5.810,4.036,2.349,2.327,ABT
Payout ratio,0.477,0.453,0.570,0.616,0.834,ABT
Operating cash flow sales ratio,0.219,0.245,0.228,0.192,0.206,ABT
Free cash flow operating cash flow ratio,0.815,0.821,0.724,0.733,0.779,ABT
Cash flow coverage ratios,0.541,0.554,0.402,0.325,0.322,ABT
Short term coverage ratios,4.256,13.969,35.914,4.152,30.435,ABT
Capital expenditure coverage ratio,-5.392,-5.588,-3.629,-3.746,-4.519,ABT
Dividend paid and capex coverage ratio,6.254,7.998,20.629,9.709,10.862,ABT
Dividend payout ratio,0.477,0.453,0.570,0.616,0.834,ABT
Price book value ratio,5.301,6.935,5.915,4.924,4.160,ABT
Price to book ratio,5.301,6.935,5.915,4.924,4.160,ABT
Price to sales ratio,4.455,5.764,5.604,4.798,4.153,ABT
Price earnings ratio,28.049,35.112,43.144,41.522,53.625,ABT
Price to free cash flows ratio,24.918,28.709,33.881,34.035,25.883,ABT
Price to operating cash flows ratio,20.297,23.571,24.545,24.950,20.156,ABT
Price cash flow ratio,20.297,23.571,24.545,24.950,20.156,ABT
Price earnings to growth ratio,-11.248,0.607,2.004,0.756,0.136,ABT
Price sales ratio,4.455,5.764,5.604,4.798,4.153,ABT
Dividend yield,0.017,0.013,0.013,0.015,0.016,ABT
Enterprise value multiple,18.913,23.954,27.232,25.248,20.355,ABT
Price fair value,5.301,6.935,5.915,4.924,4.160,ABT
