,2022,2021,2020,2019,2018,ticker
Current ratio,0.745,2.155,0.463,0.565,0.533,PPL
Quick ratio,0.516,1.945,0.349,0.431,0.414,PPL
Cash ratio,0.094,1.537,0.118,0.166,0.136,PPL
Days of sales outstanding,73.813,59.834,66.167,60.888,59.356,PPL
Days of inventory outstanding,32.242,38.283,41.048,35.464,31.357,PPL
Operating cycle,106.055,98.117,107.216,96.352,90.713,PPL
Days of payables outstanding,87.411,80.728,109.727,102.119,102.349,PPL
Cash conversion cycle,18.644,17.389,-2.512,-5.767,-11.636,PPL
Gross profit margin,0.365,0.469,0.578,0.560,0.547,PPL
Operating profit margin,0.174,0.246,0.368,0.366,0.366,PPL
Pretax profit margin,0.116,0.090,0.259,0.277,0.294,PPL
Net profit margin,0.096,0.003,0.193,0.225,0.235,PPL
Effective tax rate,0.220,0.965,0.255,0.190,0.200,PPL
Return on assets,0.020,0.001,0.031,0.038,0.042,PPL
Return on equity,0.054,0.001,0.110,0.134,0.157,PPL
Return on capital employed,0.040,0.046,0.067,0.070,0.073,PPL
Net income per EBT,0.826,0.035,0.745,0.810,0.800,PPL
Ebt per ebit,0.666,0.366,0.703,0.759,0.801,PPL
Ebit per revenue,0.174,0.246,0.368,0.366,0.366,PPL
Debt ratio,0.632,0.587,0.722,0.716,0.731,PPL
Debt equity ratio,1.022,0.817,1.854,1.774,1.890,PPL
Long term debt to capitalization,0.481,0.437,0.617,0.615,0.633,PPL
Total debt to capitalization,0.506,0.450,0.650,0.639,0.654,PPL
Interest coverage,2.678,1.551,2.800,2.857,2.962,PPL
Cash flow to debt ratio,0.122,0.203,0.111,0.105,0.128,PPL
Company equity multiplier,2.719,2.421,3.598,3.516,3.723,PPL
Receivables turnover,4.945,6.100,5.516,5.995,6.149,PPL
Payables turnover,4.176,4.521,3.326,3.574,3.566,PPL
Inventory turnover,11.321,9.534,8.892,10.292,11.640,PPL
Fixed asset turnover,0.261,0.227,0.196,0.213,0.226,PPL
Asset turnover,0.209,0.174,0.158,0.170,0.179,PPL
Operating cash flow per share,2.350,2.975,3.573,3.331,4.005,PPL
Free cash flow per share,-0.577,0.389,-0.654,-0.900,-0.592,PPL
Cash per share,0.484,4.681,0.921,1.119,0.882,PPL
Payout ratio,1.041,71.056,0.868,0.683,0.620,PPL
Operating cash flow sales ratio,0.219,0.393,0.361,0.312,0.362,PPL
Free cash flow operating cash flow ratio,-0.246,0.131,-0.183,-0.270,-0.148,PPL
Cash flow coverage ratios,0.122,0.203,0.111,0.105,0.128,PPL
Short term coverage ratios,1.292,4.180,0.849,1.045,1.439,PPL
Capital expenditure coverage ratio,-0.803,-1.151,-0.845,-0.787,-0.871,PPL
Dividend paid and capex coverage ratio,-1.265,-3.271,-1.391,-1.283,-1.340,PPL
Dividend payout ratio,1.041,71.056,0.868,0.683,0.620,PPL
Price book value ratio,1.546,1.671,1.621,2.012,1.712,PPL
Price to book ratio,1.546,1.671,1.621,2.012,1.712,PPL
Price to sales ratio,2.722,3.966,2.849,3.365,2.563,PPL
Price earnings ratio,28.448,1.274 K,14.754,14.971,10.923,PPL
Price to free cash flows ratio,-50.604,77.215,-43.090,-39.846,-47.858,PPL
Price to operating cash flows ratio,12.432,10.103,7.893,10.770,7.074,PPL
Price cash flow ratio,12.432,10.103,7.893,10.770,7.074,PPL
Price earnings to growth ratio,0.007,-12.900,-0.735,-1.939,0.189,PPL
Price sales ratio,2.722,3.966,2.849,3.365,2.563,PPL
Dividend yield,0.037,0.056,0.059,0.046,0.057,PPL
Enterprise value multiple,13.295,11.942,10.565,10.921,9.359,PPL
Price fair value,1.546,1.671,1.621,2.012,1.712,PPL
