,2022,2021,2020,2019,2018,ticker
Current ratio,1.041,1.031,1.037,1.084,1.106,FISV
Quick ratio,0.170,0.202,0.217,0.234,0.728,FISV
Cash ratio,0.034,0.046,0.058,0.057,0.206,FISV
Days of sales outstanding,73.774,64.335,60.997,99.679,65.754,FISV
Days of inventory outstanding,0,0,0,0,0,FISV
Operating cycle,73.774,64.335,60.997,99.679,65.754,FISV
Days of payables outstanding,29.777,26.630,20.418,211.754,15.104,FISV
Cash conversion cycle,43.996,37.705,40.579,-112.075,50.650,FISV
Gross profit margin,0.549,0.499,0.474,0.479,0.473,FISV
Operating profit margin,0.211,0.141,0.095,0.158,0.301,FISV
Pretax profit margin,0.164,0.103,0.079,0.106,0.267,FISV
Net profit margin,0.143,0.082,0.065,0.088,0.204,FISV
Effective tax rate,0.189,0.218,0.167,0.183,0.243,FISV
Return on assets,0.030,0.017,0.013,0.012,0.105,FISV
Return on equity,0.082,0.043,0.030,0.027,0.518,FISV
Return on capital employed,0.065,0.039,0.024,0.026,0.189,FISV
Net income per EBT,0.869,0.801,0.818,0.825,0.763,FISV
Ebt per ebit,0.779,0.728,0.827,0.673,0.887,FISV
Ebit per revenue,0.211,0.141,0.095,0.158,0.301,FISV
Debt ratio,0.622,0.581,0.553,0.550,0.796,FISV
Debt equity ratio,0.695,0.686,0.640,0.664,2.599,FISV
Long term debt to capitalization,0.405,0.401,0.386,0.396,0.722,FISV
Total debt to capitalization,0.410,0.407,0.390,0.399,0.722,FISV
Interest coverage,5.102,3.302,1.997,3.402,9.083,FISV
Cash flow to debt ratio,0.216,0.190,0.200,0.128,0.260,FISV
Company equity multiplier,2.721,2.463,2.308,2.351,4.911,FISV
Receivables turnover,4.948,5.673,5.984,3.662,5.551,FISV
Payables turnover,12.258,13.707,17.876,1.724,24.165,FISV
Inventory turnover,0,0,0,0,0,FISV
Fixed asset turnover,9.059,9.315,9.123,6.343,14.631,FISV
Asset turnover,0.211,0.213,0.199,0.131,0.517,FISV
Operating cash flow per share,7.190,6.088,6.170,5.456,3.954,FISV
Free cash flow per share,4.887,4.337,4.831,4.048,3.037,FISV
Cash per share,1.404,1.260,1.348,1.743,1.057,FISV
Payout ratio,0,0,0,0,0,FISV
Operating cash flow sales ratio,0.260,0.249,0.279,0.274,0.267,FISV
Free cash flow operating cash flow ratio,0.680,0.712,0.783,0.742,0.768,FISV
Cash flow coverage ratios,0.216,0.190,0.200,0.128,0.260,FISV
Short term coverage ratios,9.868,7.941,10.799,9.739,388,FISV
Capital expenditure coverage ratio,-3.122,-3.478,-4.608,-3.877,-4.311,FISV
Dividend paid and capex coverage ratio,-3.122,-3.478,-4.608,-3.877,-4.311,FISV
Dividend payout ratio,0,0,0,0,0,FISV
Price book value ratio,2.106,2.222,2.367,1.796,12.580,FISV
Price to book ratio,2.106,2.222,2.367,1.796,12.580,FISV
Price to sales ratio,3.660,4.238,5.153,5.815,4.954,FISV
Price earnings ratio,25.659,51.553,79.880,66.335,24.301,FISV
Price to free cash flows ratio,20.681,23.929,23.568,28.562,24.199,FISV
Price to operating cash flows ratio,14.057,17.048,18.453,21.194,18.586,FISV
Price cash flow ratio,14.057,17.048,18.453,21.194,18.586,FISV
Price earnings to growth ratio,0.267,1.241,-4.343,-1.565,36.451,FISV
Price sales ratio,3.660,4.238,5.153,5.815,4.954,FISV
Dividend yield,0,0,0,0,0,FISV
Enterprise value multiple,12.636,16.053,20.818,25.139,14.861,FISV
Price fair value,2.106,2.222,2.367,1.796,12.580,FISV
