,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),FISV,17737.0,17737.0,16226.0,14852.0,10187.0
Cost of revenue(figures in $M),FISV,7992.0,7992.0,8128.0,7812.0,5309.0
Gross profit(figures in $M),FISV,9745.0,9745.0,8098.0,7040.0,4878.0
Selling general and administrative(figures in $M),FISV,6059.0,6059.0,5810.0,5652.0,3284.0
Total operating expenses(figures in $M),FISV,6059.0,6059.0,5810.0,5652.0,3284.0
Operating income or loss(figures in $M),FISV,3686.0,3686.0,2288.0,1388.0,1594.0
Interest expense(figures in $M),FISV,746.0,733.0,693.0,709.0,473.0
Total other income/expenses net(figures in $M),FISV,-40.0,-40.0,71.0,492.0,9.0
Income before tax(figures in $M),FISV,2913.0,2913.0,1666.0,1171.0,1083.0
Income tax expense(figures in $M),FISV,551.0,551.0,363.0,196.0,198.0
Income from continuing operations(figures in $M),FISV,2582.0,2582.0,1403.0,975.0,914.0
Net income(figures in $M),FISV,2530.0,2530.0,1334.0,958.0,893.0
Net income available to common shareholders(figures in $M),FISV,2530.0,2530.0,1334.0,958.0,893.0
Basic EPS(figures in $M),FISV,,3.9399999999999995e-06,2.01e-06,1.42e-06,1.74e-06
Diluted EPS(figures in $M),FISV,,3.91e-06,1.99e-06,1.4e-06,1.71e-06
Basic average shares(figures in $M),FISV,,642.3,662.6,672.1,512.3
Diluted average shares(figures in $M),FISV,,647.9,671.6,683.4,522.6
EBITDA(figures in $M),FISV,,6815.0,5555.0,5090.0,3207.0
