,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),EQR,2735.18,2735.18,2463.997,2571.705,2701.075
Cost of revenue(figures in $M),EQR,982.581,982.581,948.792,916.385,908.328
Gross profit(figures in $M),EQR,1752.599,1752.599,1515.205,1655.32,1792.747
Selling general and administrative(figures in $M),EQR,58.71,58.71,56.506,48.305,52.757
Total operating expenses(figures in $M),EQR,940.878,940.878,894.778,869.137,883.84
Operating income or loss(figures in $M),EQR,811.721,811.721,620.427,786.183,908.907
Interest expense(figures in $M),EQR,282.92,282.92,272.473,365.073,390.076
Total other income/expenses net(figures in $M),EQR,290.661,290.661,1036.139,514.297,429.46
Income before tax(figures in $M),EQR,812.926,812.926,1401.022,932.403,939.438
Income tax expense(figures in $M),EQR,0.9,0.9,0.915,0.852,-2.281
Income from continuing operations(figures in $M),EQR,806.995,806.995,1396.709,928.267,1007.664
Net income(figures in $M),EQR,776.911,776.911,1332.85,913.636,970.377
Net income available to common shareholders(figures in $M),EQR,773.821,773.821,1329.76,910.546,967.287
Basic EPS(figures in $M),EQR,,2.06e-06,3.5600000000000002e-06,2.4500000000000003e-06,2.61e-06
Diluted EPS(figures in $M),EQR,,2.05e-06,3.54e-06,2.4500000000000003e-06,2.6e-06
Basic average shares(figures in $M),EQR,,376.209,373.833,371.791,370.461
Diluted average shares(figures in $M),EQR,,389.45,388.089,385.874,386.333
EBITDA(figures in $M),EQR,,1978.014,2511.767,2118.308,2160.597
