,2022,2021,2020,2019,2018,ticker
Current ratio,0.255,0.497,0.122,0.084,0.134,EQR
Quick ratio,0.620,0.347,0.052,0.033,0.054,EQR
Cash ratio,0.100,0.171,0.052,0.033,0.054,EQR
Days of sales outstanding,0,0,0,0,0,EQR
Days of inventory outstanding,0,0,0,0,0,EQR
Operating cycle,0,0,0,0,0,EQR
Days of payables outstanding,35.672,41.168,42.764,37.913,42.520,EQR
Cash conversion cycle,-35.672,-41.168,-42.764,-37.913,-42.520,EQR
Gross profit margin,0.641,0.615,0.644,0.664,0.659,EQR
Operating profit margin,0.289,0.251,0.298,0.326,0.333,EQR
Pretax profit margin,0.297,0.569,0.363,0.348,0.267,EQR
Net profit margin,0.284,0.541,0.355,0.359,0.255,EQR
Effective tax rate,0.001,0.001,0.001,-0.002,0.001,EQR
Return on assets,0.038,0.063,0.045,0.046,0.032,EQR
Return on equity,0.070,0.122,0.087,0.094,0.065,EQR
Return on capital employed,0.040,0.030,0.039,0.045,0.044,EQR
Net income per EBT,0.956,0.951,0.980,1.033,0.955,EQR
Ebt per ebit,1.027,2.267,1.218,1.065,0.802,EQR
Ebit per revenue,0.289,0.251,0.298,0.326,0.333,EQR
Debt ratio,0.421,0.448,0.453,0.480,0.471,EQR
Debt equity ratio,0.692,0.790,0.796,0.908,0.867,EQR
Long term debt to capitalization,0.405,0.432,0.431,0.447,0.450,EQR
Total debt to capitalization,0.409,0.441,0.443,0.476,0.464,EQR
Interest coverage,2.798,2.268,2.097,2.261,2.077,EQR
Cash flow to debt ratio,0.188,0.146,0.151,0.156,0.154,EQR
Company equity multiplier,1.809,1.932,1.927,2.053,2.005,EQR
Receivables turnover,0,0,0,0,0,EQR
Payables turnover,10.232,8.866,8.535,9.627,8.584,EQR
Inventory turnover,0,0,0,0,0,EQR
Fixed asset turnover,5.908,5.190,5.151,5.268,0,EQR
Asset turnover,0.135,0.116,0.127,0.128,0.126,EQR
Operating cash flow per share,3.867,3.371,3.404,3.933,3.685,EQR
Free cash flow per share,3.250,2.920,2.957,3.419,3.144,EQR
Cash per share,0.885,0.672,0.115,0.124,0.129,EQR
Payout ratio,1.202,0.678,0.971,0.860,1.195,EQR
Operating cash flow sales ratio,0.532,0.511,0.492,0.539,0.526,EQR
Free cash flow operating cash flow ratio,0.840,0.866,0.869,0.869,0.853,EQR
Cash flow coverage ratios,0.188,0.146,0.151,0.156,0.154,EQR
Short term coverage ratios,11.194,4.000,3.051,1.431,2.717,EQR
Capital expenditure coverage ratio,-6.264,-7.472,-7.613,-7.658,-6.806,EQR
Dividend paid and capex coverage ratio,2.073,1.715,1.756,2.263,2.312,EQR
Dividend payout ratio,1.202,0.678,0.971,0.860,1.195,EQR
Price book value ratio,1.987,3.088,2.094,2.906,2.388,EQR
Price to book ratio,1.987,3.088,2.094,2.906,2.388,EQR
Price to sales ratio,8.115,13.730,8.570,11.098,9.422,EQR
Price earnings ratio,28.570,25.383,24.123,30.893,36.949,EQR
Price to free cash flows ratio,18.156,30.995,20.049,23.666,20.998,EQR
Price to operating cash flows ratio,15.258,26.847,17.415,20.575,17.913,EQR
Price cash flow ratio,15.258,26.847,17.415,20.575,17.913,EQR
Price earnings to growth ratio,-0.678,0.560,-3.935,0.674,4.040,EQR
Price sales ratio,8.115,13.730,8.570,11.098,9.422,EQR
Dividend yield,0.042,0.027,0.040,0.028,0.032,EQR
Enterprise value multiple,17.851,29.088,19.143,22.943,17.759,EQR
Price fair value,1.987,3.088,2.094,2.906,2.388,EQR
