,2023,2022,2021,2020,2019,ticker
Current ratio,0.835,0.689,0.829,0.826,0.704,ADSK
Quick ratio,0.758,0.619,0.768,0.775,0.621,ADSK
Cash ratio,0.487,0.381,0.545,0.551,0.385,ADSK
Days of sales outstanding,70.083,59.588,61.928,72.715,67.367,ADSK
Days of inventory outstanding,0,0,0,0,0,ADSK
Operating cycle,70.083,59.588,61.928,72.715,67.367,ADSK
Days of payables outstanding,77.562,105.357,132.639,94.030,129.710,ADSK
Cash conversion cycle,-7.480,-45.769,-70.711,-21.316,-62.343,ADSK
Gross profit margin,0.904,0.905,0.911,0.901,0.889,ADSK
Operating profit margin,0.198,0.141,0.166,0.105,-0.010,ADSK
Pretax profit margin,0.189,0.129,0.144,0.090,-0.017,ADSK
Net profit margin,0.164,0.113,0.319,0.066,-0.031,ADSK
Effective tax rate,0.130,0.120,-1.210,0.272,-0.892,ADSK
Return on assets,0.087,0.058,0.166,0.035,-0.017,ADSK
Return on equity,0.719,0.585,1.251,-1.542,0.383,ADSK
Return on capital employed,0.182,0.134,0.156,0.116,-0.010,ADSK
Net income per EBT,0.870,0.880,2.210,0.728,1.892,ADSK
Ebt per ebit,0.957,0.914,0.869,0.859,1.708,ADSK
Ebit per revenue,0.198,0.141,0.166,0.105,-0.010,ADSK
Debt ratio,0.879,0.901,0.867,1.023,1.045,ADSK
Debt equity ratio,2.328,3.604,2.180,-18.293,-9.899,ADSK
Long term debt to capitalization,0.693,0.755,0.678,1.073,1.112,ADSK
Total debt to capitalization,0.700,0.783,0.686,1.058,1.112,ADSK
Interest coverage,23,9.502,7.635,6.352,-0.480,ADSK
Cash flow to debt ratio,0.777,0.500,0.683,0.556,0.181,ADSK
Company equity multiplier,8.243,10.136,7.540,-44.423,-22.424,ADSK
Receivables turnover,5.208,6.125,5.894,5.020,5.418,ADSK
Payables turnover,4.706,3.464,2.752,3.882,2.814,ADSK
Inventory turnover,0,0,0,0,0,ADSK
Fixed asset turnover,12.866,9.393,6.219,5.453,17.166,ADSK
Asset turnover,0.530,0.510,0.521,0.530,0.543,ADSK
Operating cash flow per share,9.588,6.960,6.563,6.441,1.723,ADSK
Free cash flow per share,9.375,6.658,6.125,6.199,1.417,ADSK
Cash per share,9.593,8.019,8.480,8.392,4.356,ADSK
Payout ratio,0,0,0,0,0,ADSK
Operating cash flow sales ratio,0.414,0.349,0.379,0.432,0.147,ADSK
Free cash flow operating cash flow ratio,0.978,0.957,0.933,0.962,0.822,ADSK
Cash flow coverage ratios,0.777,0.500,0.683,0.556,0.181,ADSK
Short term coverage ratios,24.365,3.510,20.129,2.843,0,ADSK
Capital expenditure coverage ratio,-45.022,-23.027,-14.986,-26.600,-5.628,ADSK
Dividend paid and capex coverage ratio,-45.022,-23.027,-14.986,-26.600,-5.628,ADSK
Dividend payout ratio,0,0,0,0,0,ADSK
Price book value ratio,40.589,64.720,64.945,-310.913,-152.784,ADSK
Price to book ratio,40.589,64.720,64.945,-310.913,-152.784,ADSK
Price to sales ratio,9.286,12.528,16.543,13.208,12.539,ADSK
Price earnings ratio,56.470,110.571,51.899,201.622,-398.788,ADSK
Price to free cash flows ratio,22.950,37.516,46.749,31.756,103.909,ADSK
Price to operating cash flows ratio,22.441,35.887,43.629,30.562,85.447,ADSK
Price cash flow ratio,22.441,35.887,43.629,30.562,85.447,ADSK
Price earnings to growth ratio,0.823,-1.872,0.112,0.553,-4.656,ADSK
Price sales ratio,9.286,12.528,16.543,13.208,12.539,ADSK
Dividend yield,0,0,0,0,0,ADSK
Enterprise value multiple,41.434,73.770,83.725,93.397,319.539,ADSK
Price fair value,40.589,64.720,64.945,-310.913,-152.784,ADSK
