,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AMD,23601.0,23601.0,16434.0,9763.0,6731.0
Cost of revenue(figures in $M),AMD,12998.0,12998.0,8505.0,5416.0,3863.0
Gross profit(figures in $M),AMD,10603.0,10603.0,7929.0,4347.0,2868.0
Research development(figures in $M),AMD,5005.0,5005.0,2845.0,1983.0,1547.0
Selling general and administrative(figures in $M),AMD,2336.0,2336.0,1448.0,995.0,750.0
Total operating expenses(figures in $M),AMD,9339.0,9339.0,4281.0,2978.0,2237.0
Operating income or loss(figures in $M),AMD,1264.0,1264.0,3648.0,1369.0,631.0
Interest expense(figures in $M),AMD,88.0,88.0,34.0,47.0,94.0
Total other income/expenses net(figures in $M),AMD,8.0,8.0,55.0,-47.0,-165.0
Income before tax(figures in $M),AMD,1184.0,1184.0,3669.0,1275.0,372.0
Income tax expense(figures in $M),AMD,-122.0,-122.0,513.0,-1210.0,31.0
Income from continuing operations(figures in $M),AMD,1320.0,1320.0,3162.0,2490.0,341.0
Net income(figures in $M),AMD,1320.0,1320.0,3162.0,2490.0,341.0
Net income available to common shareholders(figures in $M),AMD,1320.0,1320.0,3162.0,2490.0,341.0
Basic EPS(figures in $M),AMD,,8.5e-07,2.61e-06,2.1000000000000002e-06,3.1e-07
Diluted EPS(figures in $M),AMD,,8.4e-07,2.57e-06,2.06e-06,3e-07
Basic average shares(figures in $M),AMD,,1561.0,1213.0,1184.0,1091.0
Diluted average shares(figures in $M),AMD,,1571.0,1229.0,1207.0,1120.0
EBITDA(figures in $M),AMD,,3372.0,3703.0,1322.0,466.0
