,2022,2021,2020,2019,2018,ticker
Current ratio,0.610,0.733,0.742,0.503,0.516,FE
Quick ratio,0.437,0.621,0.634,0.395,0.405,FE
Cash ratio,0.040,0.331,0.347,0.129,0.079,FE
Days of sales outstanding,46.024,41.936,48.678,42.801,48.976,FE
Days of inventory outstanding,33.456,27.547,37.689,29.955,25.221,FE
Operating cycle,79.481,69.483,86.367,72.756,74.196,FE
Days of payables outstanding,119.442,99.911,98.324,107.133,96.579,FE
Cash conversion cycle,-39.961,-30.428,-11.957,-34.378,-22.383,FE
Gross profit margin,0.631,0.691,0.715,0.690,0.676,FE
Operating profit margin,0.211,0.247,0.200,0.227,0.222,FE
Pretax profit margin,0.115,0.140,0.105,0.101,0.134,FE
Net profit margin,0.033,0.115,0.100,0.083,0.120,FE
Effective tax rate,0.695,0.205,0.112,0.191,0.324,FE
Return on assets,0.009,0.028,0.024,0.022,0.034,FE
Return on equity,0.040,0.148,0.149,0.131,0.198,FE
Return on capital employed,0.062,0.067,0.055,0.067,0.071,FE
Net income per EBT,0.282,0.823,0.956,0.816,0.892,FE
Ebt per ebit,0.549,0.568,0.522,0.445,0.604,FE
Ebit per revenue,0.211,0.247,0.200,0.227,0.222,FE
Debt ratio,0.769,0.809,0.837,0.835,0.830,FE
Debt equity ratio,2.130,2.750,3.382,3.010,2.862,FE
Long term debt to capitalization,0.676,0.719,0.754,0.738,0.723,FE
Total debt to capitalization,0.681,0.733,0.772,0.751,0.741,FE
Interest coverage,2.747,2.576,2.188,2.609,2.381,FE
Cash flow to debt ratio,0.124,0.118,0.058,0.117,0.072,FE
Company equity multiplier,4.536,5.237,6.144,6.065,5.880,FE
Receivables turnover,7.931,8.704,7.498,8.528,7.453,FE
Payables turnover,3.056,3.653,3.712,3.407,3.779,FE
Inventory turnover,10.910,13.250,9.685,12.185,14.472,FE
Fixed asset turnover,0.343,0.320,0.324,0.349,0.376,FE
Asset turnover,0.270,0.245,0.243,0.261,0.281,FE
Operating cash flow per share,4.699,5.158,2.625,4.611,2.866,FE
Free cash flow per share,-0.128,0.672,-2.277,-0.370,-2.571,FE
Cash per share,0.280,2.683,3.199,1.172,0.746,FE
Payout ratio,2.195,0.662,0.783,0.899,0.573,FE
Operating cash flow sales ratio,0.215,0.253,0.132,0.224,0.125,FE
Free cash flow operating cash flow ratio,-0.027,0.130,-0.867,-0.080,-0.897,FE
Cash flow coverage ratios,0.124,0.118,0.058,0.117,0.072,FE
Short term coverage ratios,5.949,1.750,0.607,1.788,0.804,FE
Capital expenditure coverage ratio,-0.974,-1.150,-0.536,-0.926,-0.527,FE
Dividend paid and capex coverage ratio,-1.439,-1.761,-0.785,-1.337,-0.741,FE
Dividend payout ratio,2.195,0.662,0.783,0.899,0.573,FE
Price book value ratio,2.356,2.613,2.292,3.728,2.711,FE
Price to book ratio,2.356,2.613,2.292,3.728,2.711,FE
Price to sales ratio,1.922,2.036,1.538,2.356,1.641,FE
Price earnings ratio,58.985,17.667,15.376,28.510,13.705,FE
Price to free cash flows ratio,-328.051,61.930,-13.445,-131.318,-14.604,FE
Price to operating cash flows ratio,8.926,8.064,11.659,10.540,13.103,FE
Price cash flow ratio,8.926,8.064,11.659,10.540,13.103,FE
Price earnings to growth ratio,-0.845,0.977,0.901,-1.956,0.091,FE
Price sales ratio,1.922,2.036,1.538,2.356,1.641,FE
Dividend yield,0.037,0.037,0.051,0.032,0.042,FE
Enterprise value multiple,11.533,10.365,11.862,14.069,8.802,FE
Price fair value,2.356,2.613,2.292,3.728,2.711,FE
