,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),FE,12459.0,12459.0,11132.0,10790.0,11035.0
Cost of revenue(figures in $M),FE,4593.0,4593.0,3445.0,3070.0,3424.0
Gross profit(figures in $M),FE,7866.0,7866.0,7687.0,7720.0,7611.0
Selling general and administrative(figures in $M),FE,-72.0,-72.0,-382.0,477.0,674.0
Total operating expenses(figures in $M),FE,5884.0,5884.0,5458.0,6035.0,5775.0
Operating income or loss(figures in $M),FE,1982.0,1982.0,2229.0,1685.0,1836.0
Interest expense(figures in $M),FE,955.0,955.0,1066.0,988.0,962.0
Total other income/expenses net(figures in $M),FE,412.0,412.0,396.0,432.0,243.0
Income before tax(figures in $M),FE,1439.0,1439.0,1559.0,1129.0,1117.0
Income tax expense(figures in $M),FE,1000.0,1000.0,320.0,126.0,213.0
Income from continuing operations(figures in $M),FE,439.0,439.0,1239.0,1003.0,904.0
Net income(figures in $M),FE,406.0,406.0,1283.0,1079.0,912.0
Net income available to common shareholders(figures in $M),FE,406.0,406.0,1283.0,1079.0,908.0
Basic EPS(figures in $M),FE,,7.1e-07,2.35e-06,1.99e-06,1.7e-06
Diluted EPS(figures in $M),FE,,7.1e-07,2.35e-06,1.99e-06,1.68e-06
Basic average shares(figures in $M),FE,,571.0,545.0,542.0,535.0
Diluted average shares(figures in $M),FE,,572.0,546.0,543.0,542.0
EBITDA(figures in $M),FE,,3769.0,4226.0,3316.0,3296.0
