,2022,2021,2020,2019,2018,ticker
Current ratio,4.374,39.791,18.114,6.711,30.818,USB
Quick ratio,4.374,18.163,18.114,6.711,8.978,USB
Cash ratio,1.715,3.013,5.319,0.944,1.933,USB
Days of sales outstanding,152.149,198.669,215.392,226.261,232.698,USB
Days of inventory outstanding,0,0,0,0,0,USB
Days of payables outstanding,0,0,0,0,0,USB
Gross profit margin,1,1,1,1,0,USB
Operating profit margin,0.434,0.505,0.346,0.568,0,USB
Pretax profit margin,0.302,0.447,0.261,0.376,0.391,USB
Net profit margin,0.241,0.350,0.214,0.302,0.320,USB
Effective tax rate,0.200,0.215,0.176,0.192,0.179,USB
Return on assets,0.009,0.014,0.009,0.014,0.015,USB
Return on equity,0.115,0.145,0.093,0.133,0.139,USB
Return on capital employed,0.016,0.020,0.015,0.028,0,USB
Net income per EBT,0.798,0.783,0.820,0.805,0.818,USB
Ebt per ebit,0.695,0.886,0.753,0.661,0,USB
Ebit per revenue,0.434,0.505,0.346,0.568,0,USB
Debt ratio,0.924,0.903,0.903,0.894,0.889,USB
Debt equity ratio,1.399,0.800,0.999,1.232,1.028,USB
Long term debt to capitalization,0.440,0.369,0.438,0.437,0.448,USB
Total debt to capitalization,0.583,0.444,0.500,0.552,0.507,USB
Interest coverage,3.265,11.556,3.990,2.928,0,USB
Cash flow to debt ratio,0.297,0.225,0.070,0.077,0.201,USB
Company equity multiplier,13.292,10.439,10.432,9.554,9.159,USB
Receivables turnover,2.399,1.837,1.695,1.613,1.569,USB
Payables turnover,0,0,0,0,0,USB
Inventory turnover,0,0,0,0,0,USB
Fixed asset turnover,6.269,6.875,6.697,6.181,9.028,USB
Asset turnover,0.036,0.040,0.042,0.046,0.047,USB
Operating cash flow per share,13.995,6.629,2.463,3.092,6.465,USB
Free cash flow per share,13.995,6.629,2.463,3.092,6.465,USB
Cash per share,83.799,108.709,132.154,91.725,52.332,USB
Payout ratio,0.528,0.363,0.575,0.397,0.333,USB
Operating cash flow sales ratio,0.873,0.434,0.160,0.214,0.476,USB
Free cash flow operating cash flow ratio,1,1,1,1,1,USB
Cash flow coverage ratios,0.297,0.225,0.070,0.077,0.201,USB
Short term coverage ratios,0.677,0.837,0.316,0.206,0.952,USB
Capital expenditure coverage ratio,0,0,0,0,0,USB
Dividend paid and capex coverage ratio,6.868,3.419,1.303,1.781,4.465,USB
Dividend payout ratio,0.528,0.363,0.575,0.397,0.333,USB
Price book value ratio,1.296,1.523,1.324,1.808,1.463,USB
Price to book ratio,1.296,1.523,1.324,1.808,1.463,USB
Price to sales ratio,2.721,3.681,3.027,4.096,3.367,USB
Price earnings ratio,11.297,10.503,14.177,13.558,10.523,USB
Price to free cash flows ratio,3.116,8.474,18.919,19.173,7.069,USB
Price to operating cash flows ratio,3.116,8.474,18.919,19.173,7.069,USB
Price cash flow ratio,3.116,8.474,18.919,19.173,7.069,USB
Price earnings to growth ratio,-0.462,0.157,-0.536,56.264,0.599,USB
Price sales ratio,2.721,3.681,3.027,4.096,3.367,USB
Dividend yield,0.047,0.035,0.041,0.029,0.032,USB
Enterprise value multiple,7.772,8.480,7.399,10.266,8.541,USB
Price fair value,1.296,1.523,1.324,1.808,1.463,USB
