,2022,2021,2020,2019,2018,ticker
Current ratio,5.624,20.883,8.493,4.062,0,WFC
Quick ratio,5.624,32.254,8.493,4.062,0,WFC
Cash ratio,3.112,17.721,4.485,1.352,0,WFC
Days of sales outstanding,73.747,69.097,81.169,85.094,253.706,WFC
Days of inventory outstanding,0,0,0,0,0,WFC
Days of payables outstanding,0,0,0,0,0,WFC
Gross profit margin,1,1,1,1,0,WFC
Operating profit margin,0.237,0.395,0.114,0.500,0,WFC
Pretax profit margin,0.203,0.367,0.008,0.284,0.330,WFC
Net profit margin,0.179,0.275,0.046,0.230,0.259,WFC
Effective tax rate,0.139,0.194,-5.172,0.172,0.198,WFC
Return on assets,0.007,0.011,0.002,0.010,0.012,WFC
Return on equity,0.073,0.115,0.018,0.104,0.114,WFC
Return on capital employed,0.010,0.016,0.004,0.023,0,WFC
Net income per EBT,0.881,0.748,5.682,0.808,0.785,WFC
Ebt per ebit,0.855,0.928,0.070,0.569,0,WFC
Ebit per revenue,0.237,0.395,0.114,0.500,0,WFC
Debt ratio,0.903,0.902,0.905,0.902,0.896,WFC
Debt equity ratio,1.256,1.040,1.471,1.778,1.236,WFC
Long term debt to capitalization,0.493,0.461,0.535,0.549,0.539,WFC
Total debt to capitalization,0.557,0.510,0.595,0.640,0.553,WFC
Interest coverage,1.930,7.929,1.037,2.257,0,WFC
Cash flow to debt ratio,0.120,-0.059,0.008,0.020,0.149,WFC
Company equity multiplier,10.457,10.384,10.575,10.300,9.665,WFC
Receivables turnover,4.949,5.282,4.497,4.289,1.439,WFC
Payables turnover,0,0,0,0,0,WFC
Inventory turnover,0,0,0,0,0,WFC
Fixed asset turnover,8.837,9.158,8.133,9.138,4.812,WFC
Asset turnover,0.039,0.040,0.037,0.044,0.046,WFC
Operating cash flow per share,6.659,-2.837,0.498,1.532,7.516,WFC
Free cash flow per share,6.659,-2.837,0.498,1.532,7.516,WFC
Cash per share,67.149,101.301,117.777,92.124,37.158,WFC
Payout ratio,0.402,0.168,1.861,0.491,0.416,WFC
Operating cash flow sales ratio,0.367,-0.147,0.028,0.079,0.417,WFC
Free cash flow operating cash flow ratio,1,1,1,1,1,WFC
Cash flow coverage ratios,0.120,-0.059,0.008,0.020,0.149,WFC
Short term coverage ratios,0.529,-0.335,0.035,0.064,2.701,WFC
Capital expenditure coverage ratio,0,0,0,0,0,WFC
Dividend paid and capex coverage ratio,5.110,-3.178,0.334,0.702,3.873,WFC
Dividend payout ratio,0.402,0.168,1.861,0.491,0.416,WFC
Price book value ratio,0.932,1.039,0.672,1.263,1.127,WFC
Price to book ratio,0.932,1.039,0.672,1.263,1.127,WFC
Price to sales ratio,2.273,2.483,1.718,2.779,2.560,WFC
Price earnings ratio,12.723,9.044,37.650,12.090,9.877,WFC
Price to free cash flows ratio,6.201,-16.910,60.595,35.119,6.131,WFC
Price to operating cash flows ratio,6.201,-16.910,60.595,35.119,6.131,WFC
Price cash flow ratio,6.201,-16.910,60.595,35.119,6.131,WFC
Price earnings to growth ratio,-0.365,0.009,-0.420,-2.743,2.405,WFC
Price sales ratio,2.273,2.483,1.718,2.779,2.560,WFC
Dividend yield,0.032,0.019,0.049,0.041,0.042,WFC
Enterprise value multiple,9.636,4.001,7.745,10.027,6.010,WFC
Price fair value,0.932,1.039,0.672,1.263,1.127,WFC
