,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PM,31762.0,31762.0,31405.0,28694.0,29805.0
Cost of revenue(figures in $M),PM,11402.0,11402.0,10030.0,9569.0,10513.0
Gross profit(figures in $M),PM,20360.0,20360.0,21375.0,19125.0,19292.0
Selling general and administrative(figures in $M),PM,8138.0,8138.0,8419.0,7481.0,8784.0
Total operating expenses(figures in $M),PM,8138.0,8138.0,8515.0,7554.0,8850.0
Operating income or loss(figures in $M),PM,12222.0,12222.0,12860.0,11571.0,10442.0
Interest expense(figures in $M),PM,768.0,588.0,628.0,618.0,570.0
Income before tax(figures in $M),PM,11634.0,11634.0,12232.0,10953.0,9872.0
Income tax expense(figures in $M),PM,2244.0,2244.0,2671.0,2377.0,2293.0
Income from continuing operations(figures in $M),PM,9527.0,9527.0,9710.0,8592.0,7728.0
Net income(figures in $M),PM,9048.0,9048.0,9109.0,8056.0,7185.0
Net income available to common shareholders(figures in $M),PM,9024.0,9024.0,9083.0,8036.0,7168.0
Basic EPS(figures in $M),PM,,5.82e-06,5.83e-06,5.16e-06,4.61e-06
Diluted EPS(figures in $M),PM,,5.8099999999999994e-06,5.83e-06,5.16e-06,4.61e-06
Basic average shares(figures in $M),PM,,1550.0,1558.0,1557.0,1555.0
Diluted average shares(figures in $M),PM,,1552.0,1559.0,1558.0,1556.0
EBITDA(figures in $M),PM,,12222.0,12956.0,11644.0,10508.0
