,2022,2021,2020,2019,2018,ticker
Current ratio,0.718,0.920,1.096,1.089,1.131,PM
Quick ratio,0.291,0.438,0.563,0.562,0.591,PM
Cash ratio,0.117,0.233,0.371,0.364,0.384,PM
Days of sales outstanding,54.655,45.792,47.842,45.519,43.911,PM
Days of inventory outstanding,316.470,317.328,365.839,320.629,298.704,PM
Operating cycle,371.125,363.120,413.681,366.149,342.615,PM
Days of payables outstanding,130.481,121.218,106.040,79.819,70.164,PM
Cash conversion cycle,240.644,241.902,307.640,286.330,272.452,PM
Gross profit margin,0.641,0.681,0.667,0.647,0.637,PM
Operating profit margin,0.386,0.413,0.407,0.353,0.384,PM
Pretax profit margin,0.366,0.389,0.382,0.331,0.360,PM
Net profit margin,0.285,0.290,0.281,0.241,0.267,PM
Effective tax rate,0.193,0.218,0.217,0.232,0.229,PM
Return on assets,0.147,0.221,0.180,0.168,0.199,PM
Return on equity,-1.010,-0.901,-0.641,-0.621,-0.635,PM
Return on capital employed,0.357,0.589,0.463,0.438,0.503,PM
Net income per EBT,0.778,0.745,0.736,0.728,0.741,PM
Ebt per ebit,0.950,0.943,0.939,0.937,0.938,PM
Ebit per revenue,0.386,0.413,0.407,0.353,0.384,PM
Debt ratio,1.102,1.199,1.237,1.224,1.270,PM
Debt equity ratio,-4.814,-2.751,-2.509,-2.682,-2.549,PM
Long term debt to capitalization,1.346,1.689,1.806,1.768,1.858,PM
Total debt to capitalization,1.262,1.571,1.663,1.595,1.646,PM
Interest coverage,20.827,20.661,18.880,18.475,13.306,PM
Cash flow to debt ratio,0.251,0.430,0.311,0.325,0.298,PM
Company equity multiplier,-6.886,-4.086,-3.566,-3.703,-3.195,PM
Receivables turnover,6.678,7.971,7.629,8.019,8.312,PM
Payables turnover,2.797,3.011,3.442,4.573,5.202,PM
Inventory turnover,1.153,1.150,0.998,1.138,1.222,PM
Fixed asset turnover,4.734,5.092,4.508,4.495,4.114,PM
Asset turnover,0.515,0.761,0.640,0.695,0.744,PM
Operating cash flow per share,6.970,7.681,6.302,6.489,6.095,PM
Free cash flow per share,6.275,7.201,5.915,5.941,5.172,PM
Cash per share,2.069,2.886,4.676,4.412,4.240,PM
Payout ratio,0.863,0.832,0.914,0.997,0.870,PM
Operating cash flow sales ratio,0.340,0.381,0.342,0.339,0.320,PM
Free cash flow operating cash flow ratio,0.900,0.937,0.939,0.916,0.848,PM
Cash flow coverage ratios,0.251,0.430,0.311,0.325,0.298,PM
Short term coverage ratios,1.310,3.959,2.913,2.299,1.981,PM
Capital expenditure coverage ratio,-10.031,-15.999,-16.299,-11.843,-6.600,PM
Dividend paid and capex coverage ratio,1.604,1.752,1.451,1.599,1.739,PM
Dividend payout ratio,0.863,0.832,0.914,0.997,0.870,PM
Price book value ratio,-17.514,-14.646,-10.257,-11.429,-8.332,PM
Price to book ratio,-17.514,-14.646,-10.257,-11.429,-8.332,PM
Price to sales ratio,4.939,4.713,4.492,4.439,3.504,PM
Price earnings ratio,17.338,16.249,16.001,18.415,13.122,PM
Price to free cash flows ratio,16.129,13.193,13.996,14.323,12.909,PM
Price to operating cash flows ratio,14.521,12.368,13.137,13.113,10.953,PM
Price cash flow ratio,14.521,12.368,13.137,13.113,10.953,PM
Price earnings to growth ratio,-101.081,1.251,1.341,-1.953,0.425,PM
Price sales ratio,4.939,4.713,4.492,4.439,3.504,PM
Dividend yield,0.050,0.051,0.057,0.054,0.066,PM
Enterprise value multiple,16.101,13.223,13.154,14.893,10.572,PM
Price fair value,-17.514,-14.646,-10.257,-11.429,-8.332,PM
