,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),APA,11075.0,11075.0,7985.0,4435.0,6315.0
Cost of revenue(figures in $M),APA,4820.0,4820.0,4445.0,3530.0,4433.0
Gross profit(figures in $M),APA,6255.0,6255.0,3540.0,905.0,1882.0
Selling general and administrative(figures in $M),APA,483.0,483.0,376.0,290.0,406.0
Total operating expenses(figures in $M),APA,1025.0,1025.0,620.0,732.0,1472.0
Operating income or loss(figures in $M),APA,5230.0,5230.0,2920.0,173.0,410.0
Interest expense(figures in $M),APA,314.0,379.0,514.0,267.0,462.0
Total other income/expenses net(figures in $M),APA,816.0,883.0,-515.0,-4746.0,-2956.0
Income before tax(figures in $M),APA,5734.0,5734.0,1891.0,-4840.0,-3008.0
Income tax expense(figures in $M),APA,1652.0,1652.0,578.0,64.0,674.0
Income from continuing operations(figures in $M),APA,4082.0,4082.0,1313.0,-4904.0,-3682.0
Net income(figures in $M),APA,3604.0,3604.0,1135.0,-4784.0,-3515.0
Net income available to common shareholders(figures in $M),APA,3674.0,3674.0,973.0,-4860.0,-3553.0
Basic EPS(figures in $M),APA,,1.1050000000000001e-05,2.6e-06,-1.2859999999999999e-05,-9.43e-06
Diluted EPS(figures in $M),APA,,1.102e-05,2.5899999999999998e-06,-1.2859999999999999e-05,-9.43e-06
Basic average shares(figures in $M),APA,,332.0,374.0,378.0,377.0
Diluted average shares(figures in $M),APA,,333.0,375.0,378.0,377.0
EBITDA(figures in $M),APA,,6113.0,2405.0,-4573.0,-2546.0
