,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ROP,5371.8,5371.8,5777.8,5527.1,5366.8
Cost of revenue(figures in $M),ROP,1619.0,1619.0,1860.4,1984.1,1939.7
Gross profit(figures in $M),ROP,3752.8,3752.8,3917.4,3543.0,3427.1
Selling general and administrative(figures in $M),ROP,2228.3,2228.3,2337.7,2111.9,1928.7
Total operating expenses(figures in $M),ROP,2228.3,2228.3,2337.7,2111.9,1928.7
Operating income or loss(figures in $M),ROP,1524.5,1524.5,1579.7,1431.1,1498.4
Interest expense(figures in $M),ROP,192.4,192.4,234.1,218.9,186.6
Total other income/expenses net(figures in $M),ROP,-50.1,-50.1,-74.6,-2.9,915.6
Income before tax(figures in $M),ROP,1282.0,1282.0,1271.0,1209.3,2227.4
Income tax expense(figures in $M),ROP,296.4,296.4,288.4,259.6,459.5
Income from continuing operations(figures in $M),ROP,985.6,985.6,982.6,949.7,1767.9
Net income(figures in $M),ROP,4544.7,4544.7,1152.6,949.7,1767.9
Net income available to common shareholders(figures in $M),ROP,4544.7,4544.7,1152.6,949.7,1767.9
Basic EPS(figures in $M),ROP,,,1.0949999999999998e-05,9.08e-06,1.702e-05
Diluted EPS(figures in $M),ROP,,,1.082e-05,8.98e-06,1.682e-05
Basic average shares(figures in $M),ROP,,,105.3,104.6,103.9
Diluted average shares(figures in $M),ROP,,,106.5,105.7,105.1
EBITDA(figures in $M),ROP,,2124.5,2139.2,1949.0,2830.0
