,2022,2021,2020,2019,2018,ticker
Current ratio,0.668,0.776,0.717,0.834,1.112,ROP
Quick ratio,0.577,0.421,0.587,0.710,0.867,ROP
Cash ratio,0.274,0.113,0.126,0.296,0.252,ROP
Days of sales outstanding,59.590,60.798,74.399,67.575,62.711,ROP
Days of inventory outstanding,25.092,34.550,36.498,37.371,36.429,ROP
Operating cycle,84.682,95.347,110.897,104.947,99.140,ROP
Days of payables outstanding,27.640,29.586,32.709,30.484,31.561,ROP
Cash conversion cycle,57.042,65.761,78.188,74.463,67.579,ROP
Gross profit margin,0.699,0.678,0.641,0.639,0.632,ROP
Operating profit margin,0.284,0.256,0.259,0.279,0.269,ROP
Pretax profit margin,0.239,0.220,0.219,0.415,0.231,ROP
Net profit margin,0.183,0.199,0.172,0.329,0.182,ROP
Effective tax rate,0.231,0.227,0.215,0.206,0.212,ROP
Return on assets,0.037,0.049,0.040,0.098,0.062,ROP
Return on equity,0.061,0.100,0.091,0.186,0.122,ROP
Return on capital employed,0.063,0.072,0.066,0.095,0.101,ROP
Net income per EBT,0.769,0.907,0.785,0.794,0.788,ROP
Ebt per ebit,0.841,0.859,0.845,1.487,0.858,ROP
Ebit per revenue,0.284,0.256,0.259,0.279,0.269,ROP
Debt ratio,0.406,0.512,0.564,0.476,0.493,ROP
Debt equity ratio,0.415,0.685,0.913,0.556,0.639,ROP
Long term debt to capitalization,0.271,0.381,0.464,0.330,0.390,ROP
Total debt to capitalization,0.293,0.407,0.477,0.357,0.390,ROP
Interest coverage,7.924,6.323,6.538,8.030,7.668,ROP
Cash flow to debt ratio,0.110,0.254,0.159,0.277,0.289,ROP
Company equity multiplier,1.682,2.051,2.292,1.908,1.971,ROP
Receivables turnover,6.125,6.004,4.906,5.401,5.820,ROP
Payables turnover,13.206,12.337,11.159,11.973,11.565,ROP
Inventory turnover,14.546,10.564,10.001,9.767,10.019,ROP
Fixed asset turnover,62.975,56.204,39.311,38.362,40.336,ROP
Asset turnover,0.199,0.244,0.230,0.296,0.340,ROP
Operating cash flow per share,6.937,19.106,14.580,14.069,13.858,ROP
Free cash flow per share,6.273,18.512,14.113,13.464,13.290,ROP
Cash per share,7.486,3.338,2.947,6.831,3.531,ROP
Payout ratio,0.266,0.205,0.225,0.108,0.180,ROP
Operating cash flow sales ratio,0.137,0.348,0.276,0.272,0.275,ROP
Free cash flow operating cash flow ratio,0.904,0.969,0.968,0.957,0.959,ROP
Cash flow coverage ratios,0.110,0.254,0.159,0.277,0.289,ROP
Short term coverage ratios,1.051,2.517,3.038,2.427,953.400,ROP
Capital expenditure coverage ratio,-10.450,-32.139,-31.188,-23.240,-24.404,ROP
Dividend paid and capex coverage ratio,3.826,11.576,9.232,11.349,12.826,ROP
Dividend payout ratio,0.266,0.205,0.225,0.108,0.180,ROP
Price book value ratio,2.853,4.479,4.303,3.877,3.554,ROP
Price to book ratio,2.853,4.479,4.303,3.877,3.554,ROP
Price to sales ratio,8.518,8.964,8.158,6.858,5.298,ROP
Price earnings ratio,46.427,44.936,47.480,20.818,29.124,ROP
Price to free cash flows ratio,68.882,26.570,30.546,26.310,20.055,ROP
Price to operating cash flows ratio,62.290,25.743,29.567,25.178,19.233,ROP
Price cash flow ratio,62.290,25.743,29.567,25.178,19.233,ROP
Price earnings to growth ratio,-3.100,2.182,-1.018,0.242,-7.694,ROP
Price sales ratio,8.518,8.964,8.158,6.858,5.298,ROP
Dividend yield,0.006,0.005,0.005,0.005,0.006,ROP
Enterprise value multiple,24.301,26.517,27.886,21.668,18.193,ROP
Price fair value,2.853,4.479,4.303,3.877,3.554,ROP
