,2022,2021,2020,2019,2018,ticker
Current ratio,2.175,1.971,1.797,1.199,1.600,EBAY
Quick ratio,1.928,1.753,1.059,0.910,1.414,EBAY
Cash ratio,0.504,0.298,0.357,0.242,0.494,EBAY
Days of sales outstanding,28.432,27.287,14.641,24.069,46.941,EBAY
Days of inventory outstanding,0,0,0,0,0,EBAY
Operating cycle,28.432,27.287,14.641,24.069,46.941,EBAY
Days of payables outstanding,35.547,36.087,49.001,37.655,43.825,EBAY
Cash conversion cycle,-7.114,-8.799,-34.360,-13.587,3.117,EBAY
Gross profit margin,0.726,0.746,0.759,0.768,0.778,EBAY
Operating profit margin,0.240,0.507,0.264,0.219,0.207,EBAY
Pretax profit margin,-0.163,0.038,0.333,0.208,0.253,EBAY
Net profit margin,-0.130,0.024,0.247,0.170,0.235,EBAY
Effective tax rate,0.204,0.367,0.257,0.192,0.070,EBAY
Return on assets,-0.061,0.009,0.132,0.101,0.111,EBAY
Return on equity,-0.247,0.026,0.714,0.660,0.403,EBAY
Return on capital employed,0.142,0.240,0.177,0.165,0.121,EBAY
Net income per EBT,0.796,0.633,0.743,0.820,0.931,EBAY
Ebt per ebit,-0.681,0.075,1.262,0.950,1.223,EBAY
Ebit per revenue,0.240,0.507,0.264,0.219,0.207,EBAY
Debt ratio,0.753,0.633,0.816,0.847,0.725,EBAY
Debt equity ratio,1.803,0.949,2.287,3.040,1.470,EBAY
Long term debt to capitalization,0.612,0.448,0.695,0.727,0.550,EBAY
Total debt to capitalization,0.643,0.487,0.696,0.752,0.595,EBAY
Interest coverage,14.242,19.658,8.045,7.367,6.816,EBAY
Cash flow to debt ratio,0.243,0.286,0.297,0.378,0.288,EBAY
Company equity multiplier,4.046,2.723,5.423,6.546,3.633,EBAY
Receivables turnover,12.837,13.376,24.930,15.165,7.776,EBAY
Payables turnover,10.268,10.115,7.449,9.693,8.329,EBAY
Inventory turnover,0,0,0,0,0,EBAY
Fixed asset turnover,5.594,6.833,5.501,5.031,6.729,EBAY
Asset turnover,0.470,0.391,0.532,0.591,0.471,EBAY
Operating cash flow per share,4.039,4.075,3.407,3.668,2.712,EBAY
Free cash flow per share,3.235,3.394,2.711,3.018,2.048,EBAY
Cash per share,13.389,11.232,5.389,3.266,5.015,EBAY
Payout ratio,-0.384,1.849,0.176,0.265,0,EBAY
Operating cash flow sales ratio,0.230,0.255,0.236,0.297,0.247,EBAY
Free cash flow operating cash flow ratio,0.801,0.833,0.796,0.823,0.755,EBAY
Cash flow coverage ratios,0.243,0.286,0.297,0.378,0.288,EBAY
Short term coverage ratios,1.960,1.961,134.389,3.047,1.719,EBAY
Capital expenditure coverage ratio,-5.020,-5.984,-4.897,-5.641,-4.083,EBAY
Dividend paid and capex coverage ratio,56.350,120.773,-51.468,-39.418,-4.083,EBAY
Dividend payout ratio,-0.384,1.849,0.176,0.265,0,EBAY
Price book value ratio,4.491,4.434,10.019,11.321,4.380,EBAY
Price to book ratio,4.491,4.434,10.019,11.321,4.380,EBAY
Price to sales ratio,2.362,4.161,3.474,2.926,2.560,EBAY
Price earnings ratio,-18.163,172.056,14.035,17.165,10.873,EBAY
Price to free cash flows ratio,12.820,19.592,18.534,11.966,13.706,EBAY
Price to operating cash flows ratio,10.266,16.318,14.749,9.845,10.349,EBAY
Price cash flow ratio,10.266,16.318,14.749,9.845,10.349,EBAY
Price earnings to growth ratio,0.027,-1.931,0.199,-0.923,0.029,EBAY
Price sales ratio,2.362,4.161,3.474,2.926,2.560,EBAY
Dividend yield,0.021,0.011,0.013,0.015,0,EBAY
Enterprise value multiple,10.844,8.853,12.769,12.801,9.230,EBAY
Price fair value,4.491,4.434,10.019,11.321,4.380,EBAY
