,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),EBAY,9795.0,9795.0,10420.0,10271.0,10479.0
Cost of revenue(figures in $M),EBAY,2680.0,2680.0,2650.0,2473.0,2433.0
Gross profit(figures in $M),EBAY,7115.0,7115.0,7770.0,7798.0,8046.0
Research development(figures in $M),EBAY,1330.0,1330.0,1325.0,1087.0,1211.0
Selling general and administrative(figures in $M),EBAY,3099.0,3099.0,3091.0,3642.0,4204.0
Total operating expenses(figures in $M),EBAY,4765.0,4765.0,4847.0,5087.0,5755.0
Operating income or loss(figures in $M),EBAY,2350.0,2350.0,2923.0,2711.0,2291.0
Interest expense(figures in $M),EBAY,235.0,165.0,269.0,337.0,311.0
Total other income/expenses net(figures in $M),EBAY,-3789.0,-3786.0,-2365.0,1007.0,77.0
Income before tax(figures in $M),EBAY,-1601.0,-1601.0,398.0,3420.0,2177.0
Income tax expense(figures in $M),EBAY,-327.0,-327.0,146.0,878.0,417.0
Income from continuing operations(figures in $M),EBAY,-1274.0,-1274.0,252.0,2542.0,1760.0
Net income(figures in $M),EBAY,-1269.0,-1269.0,13608.0,5667.0,1786.0
Net income available to common shareholders(figures in $M),EBAY,-1269.0,-1269.0,13608.0,5667.0,1786.0
Basic EPS(figures in $M),EBAY,,-2.27e-06,2.0870000000000002e-05,7.98e-06,2.1000000000000002e-06
Diluted EPS(figures in $M),EBAY,,-2.27e-06,2.054e-05,7.889999999999999e-06,2.09e-06
Basic average shares(figures in $M),EBAY,,558.0,652.0,710.0,849.0
Diluted average shares(figures in $M),EBAY,,558.0,663.0,718.0,856.0
EBITDA(figures in $M),EBAY,,-994.0,3425.0,3320.0,2966.0
