,2022,2021,2020,2019,2018,ticker
Current ratio,0.991,0.884,0.999,1.024,1.011,SHW
Quick ratio,0.463,0.440,0.502,0.496,0.506,SHW
Cash ratio,0.033,0.029,0.049,0.036,0.036,SHW
Days of sales outstanding,42.247,43.051,41.309,42.593,42.023,SHW
Days of inventory outstanding,74.757,61.694,68.033,69.916,65.498,SHW
Operating cycle,117.004,104.744,109.342,112.509,107.521,SHW
Days of payables outstanding,69.349,76.925,79.862,70.090,64.926,SHW
Cash conversion cycle,47.654,27.819,29.480,42.419,42.595,SHW
Gross profit margin,0.421,0.428,0.473,0.449,0.423,SHW
Operating profit margin,0.135,0.130,0.156,0.135,0.108,SHW
Pretax profit margin,0.116,0.113,0.137,0.111,0.078,SHW
Net profit margin,0.091,0.093,0.111,0.086,0.063,SHW
Effective tax rate,0.215,0.171,0.194,0.222,0.185,SHW
Return on assets,0.089,0.090,0.100,0.075,0.058,SHW
Return on equity,0.651,0.765,0.562,0.374,0.297,SHW
Return on capital employed,0.179,0.173,0.181,0.151,0.127,SHW
Net income per EBT,0.785,0.829,0.806,0.778,0.815,SHW
Ebt per ebit,0.864,0.870,0.881,0.819,0.719,SHW
Ebit per revenue,0.135,0.130,0.156,0.135,0.108,SHW
Debt ratio,0.863,0.882,0.823,0.799,0.805,SHW
Debt equity ratio,4.032,4.717,2.801,2.529,2.505,SHW
Long term debt to capitalization,0.782,0.805,0.729,0.696,0.700,SHW
Total debt to capitalization,0.801,0.825,0.737,0.717,0.715,SHW
Interest coverage,7.624,7.718,8.487,6.924,5.155,SHW
Cash flow to debt ratio,0.153,0.195,0.337,0.223,0.208,SHW
Company equity multiplier,7.283,8.480,5.650,4.975,5.129,SHW
Receivables turnover,8.640,8.478,8.836,8.569,8.686,SHW
Payables turnover,5.263,4.745,4.570,5.208,5.622,SHW
Inventory turnover,4.882,5.916,5.365,5.221,5.573,SHW
Fixed asset turnover,5.437,5.408,5.107,5.084,9.868,SHW
Asset turnover,0.980,0.965,0.900,0.873,0.916,SHW
Operating cash flow per share,7.441,8.551,12.565,8.429,6.967,SHW
Free cash flow per share,4.943,7.134,11.445,7.234,6.068,SHW
Cash per share,0.771,0.631,0.835,0.587,0.557,SHW
Payout ratio,0.306,0.315,0.240,0.273,0.291,SHW
Operating cash flow sales ratio,0.087,0.113,0.186,0.130,0.111,SHW
Free cash flow operating cash flow ratio,0.664,0.834,0.911,0.858,0.871,SHW
Cash flow coverage ratios,0.153,0.195,0.337,0.223,0.208,SHW
Short term coverage ratios,1.367,1.565,8.263,2.307,3.058,SHW
Capital expenditure coverage ratio,-2.979,-6.034,-11.220,-7.058,-7.745,SHW
Dividend paid and capex coverage ratio,-73.842,10.435,18.505,25.259,27.004,SHW
Dividend payout ratio,0.306,0.315,0.240,0.273,0.291,SHW
Price book value ratio,19.739,37.930,18.404,12.992,9.807,SHW
Price to book ratio,19.739,37.930,18.404,12.992,9.807,SHW
Price to sales ratio,2.765,4.635,3.619,2.993,2.087,SHW
Price earnings ratio,30.311,49.583,32.730,34.757,33.000,SHW
Price to free cash flows ratio,48.009,49.366,21.404,26.888,21.615,SHW
Price to operating cash flows ratio,31.893,41.184,19.496,23.078,18.824,SHW
Price cash flow ratio,31.893,41.184,19.496,23.078,18.824,SHW
Price earnings to growth ratio,2.948,-9.760,0.975,0.849,-0.879,SHW
Price sales ratio,2.765,4.635,3.619,2.993,2.087,SHW
Dividend yield,0.010,0.006,0.007,0.008,0.009,SHW
Enterprise value multiple,22.309,35.872,24.070,23.372,19.709,SHW
Price fair value,19.739,37.930,18.404,12.992,9.807,SHW
