,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SHW,22148.9,22148.9,19944.6,18361.7,17900.8
Cost of revenue(figures in $M),SHW,12823.8,12823.8,11401.9,9679.1,9864.7
Gross profit(figures in $M),SHW,9325.1,9325.1,8542.7,8682.6,8036.1
Selling general and administrative(figures in $M),SHW,6014.5,6014.5,5572.5,5477.9,5274.9
Total operating expenses(figures in $M),SHW,6324.5,6331.6,5882.0,5791.3,5587.7
Operating income or loss(figures in $M),SHW,3000.6,2993.5,2660.7,2891.3,2448.4
Interest expense(figures in $M),SHW,390.8,390.8,334.7,336.8,349.3
Total other income/expenses net(figures in $M),SHW,-32.5,-37.6,-82.3,-35.3,-143.2
Income before tax(figures in $M),SHW,2573.1,2573.1,2248.6,2519.2,1981.8
Income tax expense(figures in $M),SHW,553.0,553.0,384.2,488.8,440.5
Income from continuing operations(figures in $M),SHW,2020.1,2020.1,1864.4,2030.4,1541.3
Net income(figures in $M),SHW,2020.1,2020.1,1864.4,2030.4,1541.3
Net income available to common shareholders(figures in $M),SHW,2020.1,2020.1,1864.4,2030.4,1541.3
Basic EPS(figures in $M),SHW,,7.83e-06,7.1e-06,7.48e-06,5.6e-06
Diluted EPS(figures in $M),SHW,,7.719999999999999e-06,6.98e-06,7.360000000000001e-06,5.5e-06
Basic average shares(figures in $M),SHW,,258.0,262.5,271.278,275.411
Diluted average shares(figures in $M),SHW,,261.8,267.1,275.828,280.341
EBITDA(figures in $M),SHW,,3281.0,2892.8,3169.4,2643.9
