,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),FTI,1057.1,1327.4,1269.2,5190.2
Other short-term investments(figures in $M),FTI,0.0,317.3,64.8,91.7
Total cash(figures in $M),FTI,1057.1,1644.7,1269.2,5190.2
Net receivables(figures in $M),FTI,966.5,911.9,987.7,2218.1
Inventory(figures in $M),FTI,1039.7,1031.9,1252.8,1416.0
Other current assets(figures in $M),FTI,943.8,787.0,683.4,1473.1
Total current assets(figures in $M),FTI,4988.7,5341.5,11444.7,11817.4
"Gross property, plant and equipment(figures in $M)",FTI,5463.9,2597.2,3568.6,3162.0
Accumulated depreciation(figures in $M),FTI,-2255.5,-2204.0,-2408.7,-2288.8
"Net property, plant and equipment(figures in $M)",FTI,2354.9,2597.2,3568.6,3162.0
Equity and other investments(figures in $M),FTI,325.0,292.4,305.5,300.4
Goodwill(figures in $M),FTI,0.0,0.0,0.0,5598.3
Intangible assets(figures in $M),FTI,716.0,813.7,851.3,1086.6
Other long-term assets(figures in $M),FTI,1384.7,1267.7,3459.1,1785.5
Total non-current assets(figures in $M),FTI,4455.6,4678.6,8247.9,11632.4
Total assets(figures in $M),FTI,9444.3,10020.1,19692.6,23449.8
Current debt(figures in $M),FTI,367.3,277.6,624.7,495.4
Accounts payable(figures in $M),FTI,1282.8,1294.3,1201.0,2590.8
Taxes payable(figures in $M),FTI,96.7,124.6,61.2,75.7
Accrued liabilities(figures in $M),FTI,401.2,476.9,186.8,1069.4
Deferred revenues(figures in $M),FTI,1156.4,1012.9,1046.8,4585.1
Other current liabilities(figures in $M),FTI,1367.8,1267.0,7072.3,2398.1
Total current liabilities(figures in $M),FTI,4174.3,3851.8,10415.2,10069.4
Long-term debt(figures in $M),FTI,999.3,1727.3,2835.5,3980.0
Deferred tax liabilities(figures in $M),FTI,55.5,47.5,79.3,138.2
Other long-term liabilities(figures in $M),FTI,994.0,1022.6,103.3,1671.2
Total non-current liabilities(figures in $M),FTI,1993.3,2749.9,5063.1,5692.3
Total liabilities(figures in $M),FTI,6167.6,6601.7,15478.3,15761.7
Common stock(figures in $M),FTI,442.2,450.7,449.5,447.1
Retained earnings(figures in $M),FTI,-5010.0,-4903.8,-4915.2,-1563.1
Accumulated other comprehensive income(figures in $M),FTI,-1301.7,-1305.0,-1622.5,-1407.5
Total stockholders' equity(figures in $M),FTI,3240.2,3402.7,4154.2,7659.3
Total liabilities and stockholders' equity(figures in $M),FTI,9444.3,10020.1,19692.6,23449.8
