,2022,2021,2020,2019,2018,ticker
Current ratio,1.195,1.387,1.099,1.174,1.290,FTI
Quick ratio,0.727,0.915,0.334,0.896,1.102,FTI
Cash ratio,0.253,0.345,0.122,0.515,0.606,FTI
Days of sales outstanding,106.122,107.040,120.120,101.752,131.626,FTI
Days of inventory outstanding,58.355,59.131,78.356,34.604,44.455,FTI
Operating cycle,164.477,166.172,198.477,136.356,176.081,FTI
Days of payables outstanding,72.000,74.168,75.117,63.314,92.389,FTI
Cash conversion cycle,92.477,92.004,123.360,73.043,83.692,FTI
Gross profit margin,0.029,0.005,0.106,-0.114,0.182,FTI
Operating profit margin,0.033,0.013,0.006,-0.126,0.076,FTI
Pretax profit margin,0.010,0.031,-0.536,-0.159,-0.119,FTI
Net profit margin,-0.005,0.014,-0.539,-0.180,-0.153,FTI
Effective tax rate,1.530,0.561,-0.006,-0.129,-0.284,FTI
Return on assets,-0.004,0.009,-0.179,-0.103,-0.078,FTI
Return on equity,-0.011,0.026,-0.847,-0.315,-0.185,FTI
Return on capital employed,0.042,0.013,0.004,-0.126,0.061,FTI
Net income per EBT,-0.530,0.439,1.006,1.129,1.291,FTI
Ebt per ebit,0.314,2.443,-93.548,1.268,-1.566,FTI
Ebit per revenue,0.033,0.013,0.006,-0.126,0.076,FTI
Debt ratio,0.653,0.659,0.786,0.672,0.579,FTI
Debt equity ratio,0.422,0.589,1.039,0.584,0.403,FTI
Long term debt to capitalization,0.236,0.337,0.455,0.342,0.284,FTI
Total debt to capitalization,0.297,0.371,0.510,0.369,0.287,FTI
Interest coverage,1.816,0.566,0.279,-3.733,1.970,FTI
Cash flow to debt ratio,0.258,0.390,0.152,0.190,-0.044,FTI
Company equity multiplier,2.915,2.945,4.740,3.062,2.383,FTI
Receivables turnover,3.439,3.410,3.039,3.587,2.773,FTI
Payables turnover,5.069,4.921,4.859,5.765,3.951,FTI
Inventory turnover,6.255,6.173,4.658,10.548,8.211,FTI
Fixed asset turnover,2.845,2.466,1.830,4.241,3.851,FTI
Asset turnover,0.709,0.639,0.332,0.572,0.506,FTI
Operating cash flow per share,0.783,1.734,1.464,1.894,-0.405,FTI
Free cash flow per share,0.432,1.309,0.893,0.880,-1.209,FTI
Cash per share,2.413,3.651,2.973,11.790,12.096,FTI
Payout ratio,0,0,-0.017,-0.097,-0.124,FTI
Operating cash flow sales ratio,0.053,0.122,0.101,0.063,-0.015,FTI
Free cash flow operating cash flow ratio,0.552,0.755,0.610,0.464,2.985,FTI
Cash flow coverage ratios,0.258,0.390,0.152,0.190,-0.044,FTI
Short term coverage ratios,0.959,2.814,0.775,1.713,-2.751,FTI
Capital expenditure coverage ratio,-2.230,-4.076,-2.565,-1.867,0.504,FTI
Dividend paid and capex coverage ratio,-2.230,-4.076,-3.336,-3.829,1.426,FTI
Dividend payout ratio,0,0,-0.017,-0.097,-0.124,FTI
Price book value ratio,1.691,0.784,1.015,1.254,0.862,FTI
Price to book ratio,1.691,0.784,1.015,1.254,0.862,FTI
Price to sales ratio,0.818,0.416,0.646,0.716,0.714,FTI
Price earnings ratio,-150.121,30.655,-1.199,-3.982,-4.667,FTI
Price to free cash flows ratio,28.215,4.523,10.523,24.372,-16.202,FTI
Price to operating cash flows ratio,15.562,3.413,6.421,11.320,-48.369,FTI
Price cash flow ratio,15.562,3.413,6.421,11.320,-48.369,FTI
Price earnings to growth ratio,1.052,0.299,0.026,0.142,0.003,FTI
Price sales ratio,0.818,0.416,0.646,0.716,0.714,FTI
Dividend yield,0,0,0.014,0.024,0.027,FTI
Enterprise value multiple,9.700,7.169,16.160,-7.567,-16.344,FTI
Price fair value,1.691,0.784,1.015,1.254,0.862,FTI
