,headline,final_score,datetime
0,Alcoa Corporation Declares Quarterly Cash Dividend,90,2023-05-04 13:54:00
2,AA June 23rd Options Begin Trading,60,2023-05-04 03:30:00
3,"Arconic confirms deal to be acquired by Apollo, for 33% premium",54,2023-05-03 23:22:00
4,Alcoa declares $0.10 dividend,86,2023-05-03 21:15:00
5,"With 84% ownership, Alcoa Corporation (NYSE:AA) boasts of strong institutional backing",60,2023-05-01 03:53:52
6,Alcoa: A Hold Until A Better Buying Opportunity,86,2023-04-30 15:23:09
8,June 9th Options Now Available For Alcoa (AA),86,2023-04-27 03:23:00
10,Alcoa lifts force majeure on Western Australian alumina,86,2023-04-26 04:01:00
12,Alcoa Corporation (NYSE:AA) Q1 2023 Earnings Call Transcript,90,2023-04-25 10:18:34
13,Morgan Stanley Maintains Alcoa (AA) Equal-Weight Recommendation,86,2023-04-25 06:27:17
14,AA Crosses Critical Technical Indicator,60,2023-04-25 03:31:00
16,Alcoa price target lowered to $43 from $47 at Morgan Stanley,86,2023-04-24 23:50:00
17,Morgan Stanley Reaffirms Their Hold Rating on Alcoa (AA),86,2023-04-24 21:25:00
20,B. Riley Securities Maintains Alcoa (AA) Neutral Recommendation,86,2023-04-21 08:36:21
21,Alcoa price target lowered to $43 from $44 at B. Riley,86,2023-04-20 23:54:00
22,BMO Capital Maintains Alcoa (AA) Market Perform Recommendation,86,2023-04-20 13:16:48
23,Q1 2023 Alcoa Corp Earnings Call,90,2023-04-20 05:18:41
24,Alcoa price target lowered to $40 from $45 at BMO Capital,86,2023-04-20 01:42:00
26,"Analysts Are Bullish on These Materials Stocks: Alcoa (AA), Rio Tinto (RIO)",86,2023-04-20 00:01:00
27,"Analysts Offer Insights on Materials Companies: Alcoa (AA), Largo Resources (LGO) and Iluka Resources Limited (OtherILKAF)",57,2023-04-19 22:22:00
28,Goldman Sachs Remains a Buy on Alcoa (AA),86,2023-04-19 18:16:00
29,Alcoa CEO Warns Russian Aluminum Will Overwhelm LME Warehouses,86,2023-04-19 16:07:12
30,"Stocks trending in after-hours: Tesla, IBM, Alcoa, Las Vegas Sands",86,2023-04-19 15:09:06
31,Alcoa Corporation (AA) Q1 2023 Earnings Call Transcript,90,2023-04-19 13:56:01
32,Alcoa Corporation Reports First Quarter 2023 Results,90,2023-04-19 13:10:00
33,Alcoa swings to surprise quarterly loss,86,2023-04-19 10:25:00
34,Alcoa Narrows Prior Quarter Losses in 1Q as Revenues Hold Steady,86,2023-04-19 10:01:00
35,Alcoa: Q1 Earnings Snapshot,86,2023-04-19 09:24:00
36,Let's Check Alcoa's Sheen With Earnings on Tap,86,2023-04-19 07:47:00
37,Alcoa options imply 5.3% move in share price post-earnings,86,2023-04-19 05:49:00
38,Notable companies reporting after market close,54,2023-04-19 05:30:00
41,"Alcoa swings to surprise Q1 loss as production, shipments decline",86,2023-04-18 21:02:00
42,"Alcoa Non-GAAP EPS of -$0.23 misses by $0.23, revenue of $2.67B misses by $90M",86,2023-04-18 20:16:00
43,"Alcoa backs 2023 alumina, aluminum shipment guidance",86,2023-04-18 20:15:00
44,Alcoa reports Q1 alumina production down 9% from Q4,86,2023-04-18 20:13:00
45,Alcoa reports Q1 adjusted EBITDA $240M vs. $1.07B last year,86,2023-04-18 20:13:00
46,"Alcoa reports Q1 adjusted EPS (23c), consensus (11c)",86,2023-04-18 20:12:00
48,"Alcoa Q1 2023 earnings on deck, what to expect",86,2023-04-17 19:39:00
49,Alcoa (AA) Dips More Than Broader Markets: What You Should Know,86,2023-04-14 15:00:10
50,What's in the Offing for Alcoa (AA) This Earnings Season?,86,2023-04-14 06:18:01
51,Alcoa Purchases Group Annuity Contracts for Certain Canadian Pension Plans,86,2023-04-14 05:30:00
52,"Alcoa buys group annuity contracts for certain Canadian retirees, beneficiaries",86,2023-04-14 00:41:00
54,AA June 2nd Options Begin Trading,60,2023-04-13 04:08:00
55,Analysts Estimate Alcoa (AA) to Report a Decline in Earnings: What to Look Out for,57,2023-04-12 07:00:02
56,Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,86,2023-04-06 15:00:10
57,May 26th Options Now Available For Alcoa (AA),86,2023-04-06 04:48:00
58,Alcoa General Counsel Jeffrey Heeter to retire,86,2023-04-04 20:40:00
59,Unusual Put Option Trade in Alcoa (AA)  Worth $421.36K,86,2023-04-04 14:30:35
60,Alcoa Expands its EcoSource™ Low-Carbon Alumina Brand to Include Non-metallurgical Grade Alumina,57,2023-04-04 04:00:00
61,Alcoa (AA) Outpaces Stock Market Gains: What You Should Know,86,2023-03-31 15:00:10
63,AA May 12th Options Begin Trading,60,2023-03-30 03:17:00
64,"Alcoa Moves Up In Market Cap Rank, Passing Fox",86,2023-03-29 20:55:00
65,Alcoa Schedules First Quarter Earnings Release and Conference Call,86,2023-03-29 13:10:00
66,Alcoa price target lowered to $47 from $52 at Morgan Stanley,86,2023-03-28 22:29:00
67,Warning: AA is at high risk of performing badly,57,2023-03-28 20:02:00
68,Analyst Favorites: Alcoa Ranks As a Top Metals Pick,86,2023-03-23 04:02:00
69,May 5th Options Now Available For Alcoa (AA),86,2023-03-23 03:40:00
70,"Despite shrinking by US$991m in the past week, Alcoa (NYSE:AA) shareholders are still up 598% over 3 years",57,2023-03-20 03:58:55
71,Bank of America Securities Reaffirms Their Buy Rating on Alcoa (AA),86,2023-03-19 21:45:00
72,Materials Sector Weekly Round-up: Gold stocks top list; other metals suffer,54,2023-03-17 18:43:00
74,Alcoa Announces Closure of Intalco Smelter and Prepares Site for Redevelopment,86,2023-03-16 14:00:00
75,Citigroup Sticks to Its Buy Rating for Alcoa (AA),86,2023-03-15 21:45:00
76,Analysts Offer Insights on Materials Companies: Alcoa (AA) and Sherwin-Williams Company (SHW),57,2023-03-15 21:40:00
77,Alcoa to close Intalco smelter,86,2023-03-15 21:03:00
78,Portland Aluminium joint venture in Australia to reduce production,54,2023-03-15 03:00:00
79,Alcoa Says Australian JV Slowing Aluminum Production,86,2023-03-14 23:20:00
80,Alcoa`s Portland Aluminium smelter in Australia to reduce output to 75% capacity,86,2023-03-14 23:20:00
81,Alcoa to reduce production 75% at Portland Aluminium smelter in Australia,86,2023-03-14 22:03:00
82,Alcoa Australia to cut Portland aluminium smelter output to 75% capacity,86,2023-03-14 20:54:10
83,UPDATE 1-Alcoa Australia to cut Portland aluminium smelter output to 75% capacity,57,2023-03-14 20:46:32
84,Shares of AA Now Oversold,57,2023-03-14 19:56:00
86,Alcoa transferred with a Market Perform rating at BMO Capital,86,2023-03-13 21:04:00
87,Alcoa coverage transferred at BMO Capital,86,2023-03-13 20:53:00
90,Notable Two Hundred Day Moving Average Cross - AA,60,2023-03-08 19:54:00
91,AA June 2024 Options Begin Trading,60,2023-03-07 02:28:00
