,2022,2021,2020,2019,2018,ticker
Current ratio,1.199,0,0,0,0,AIG
Quick ratio,4.911,0,0,0,0,AIG
Cash ratio,0.040,0,0,0,0,AIG
Days of sales outstanding,85.493,87.295,94.358,75.314,84.645,AIG
Days of inventory outstanding,0,0,0,0,0,AIG
Days of payables outstanding,1.206 K,0,0,0,0,AIG
Gross profit margin,0.837,1,1,1,0,AIG
Operating profit margin,0.254,0.248,-0.136,0.119,0,AIG
Pretax profit margin,0.253,0.233,-0.166,0.106,0.005,AIG
Net profit margin,0.182,0.181,-0.133,0.067,-0.000,AIG
Effective tax rate,0.210,0.180,0.200,0.221,0.599,AIG
Return on assets,0.020,0.016,-0.010,0.006,-0.000,AIG
Return on equity,0.257,0.142,-0.088,0.051,-0.000,AIG
Return on capital employed,0.030,0.022,-0.010,0.011,0,AIG
Net income per EBT,0.720,0.776,0.800,0.633,-0.023,AIG
Ebt per ebit,0.993,0.940,1.226,0.891,0,AIG
Ebit per revenue,0.254,0.248,-0.136,0.119,0,AIG
Debt ratio,0.920,0.884,0,0,0.884,AIG
Debt equity ratio,0.679,0.457,0.566,0.538,0.613,AIG
Long term debt to capitalization,0.391,0.314,0.361,0.350,0.380,AIG
Total debt to capitalization,0.405,0.314,0.361,0.350,0.380,AIG
Interest coverage,12.780,9.861,-4.082,4.186,0,AIG
Cash flow to debt ratio,0.155,0.208,0.028,-0.026,0.002,AIG
Company equity multiplier,13.165,9.038,8.838,7.995,8.729,AIG
Receivables turnover,4.269,4.181,3.868,4.846,4.312,AIG
Payables turnover,0.303,0,0,0,0,AIG
Inventory turnover,0,0,0,0,0,AIG
Fixed asset turnover,0,0,0,0,0,AIG
Asset turnover,0.107,0.087,0.075,0.095,0.097,AIG
Operating cash flow per share,5.403,7.350,1.194,-1.058,0.068,AIG
Free cash flow per share,5.403,7.350,1.194,-1.058,0.068,AIG
Cash per share,308.976,342.678,336.504,304.730,269.297,AIG
Payout ratio,0.098,0.118,-0.194,0.339,-189.667,AIG
Operating cash flow sales ratio,0.074,0.121,0.024,-0.019,0.001,AIG
Free cash flow operating cash flow ratio,1,1,1,1,1,AIG
Cash flow coverage ratios,0.155,0.208,0.028,-0.026,0.002,AIG
Short term coverage ratios,2.805,0,0,0,0,AIG
Capital expenditure coverage ratio,0,0,0,0,0,AIG
Dividend paid and capex coverage ratio,4.161,5.647,0.917,-0.817,0.054,AIG
Dividend payout ratio,0.098,0.118,-0.194,0.339,-189.667,AIG
Price book value ratio,1.231,0.737,0.496,0.685,0.628,AIG
Price to book ratio,1.231,0.737,0.496,0.685,0.628,AIG
Price to sales ratio,0.871,0.936,0.751,0.904,0.746,AIG
Price earnings ratio,4.792,5.174,-5.642,13.442,-5.901 K,AIG
Price to free cash flows ratio,11.704,7.736,31.707,-48.495,580.429,AIG
Price to operating cash flows ratio,11.704,7.736,31.707,-48.495,580.429,AIG
Price cash flow ratio,11.704,7.736,31.707,-48.495,580.429,AIG
Price earnings to growth ratio,0.237,0.020,0.020,0.000,-59.101,AIG
Price sales ratio,0.871,0.936,0.751,0.904,0.746,AIG
Dividend yield,0.021,0.023,0.034,0.025,0.032,AIG
Enterprise value multiple,3.869,4.373,-37.011,7.086,9.836,AIG
Price fair value,1.231,0.737,0.496,0.685,0.628,AIG
