,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MRO,334.0,580.0,742.0,858.0
Total cash(figures in $M),MRO,334.0,580.0,742.0,858.0
Net receivables(figures in $M),MRO,1146.0,1142.0,747.0,1122.0
Inventory(figures in $M),MRO,125.0,77.0,76.0,72.0
Other current assets(figures in $M),MRO,66.0,22.0,47.0,83.0
Total current assets(figures in $M),MRO,1671.0,1821.0,1612.0,2135.0
"Gross property, plant and equipment(figures in $M)",MRO,41253.0,36911.0,35996.0,35003.0
Accumulated depreciation(figures in $M),MRO,-23876.0,-22412.0,-20358.0,-18003.0
"Net property, plant and equipment(figures in $M)",MRO,17377.0,14499.0,15638.0,17000.0
Equity and other investments(figures in $M),MRO,577.0,450.0,447.0,663.0
Goodwill(figures in $M),MRO,0.0,0.0,0.0,95.0
Other long-term assets(figures in $M),MRO,315.0,224.0,259.0,352.0
Total non-current assets(figures in $M),MRO,18269.0,15173.0,16344.0,18110.0
Total assets(figures in $M),MRO,19940.0,16994.0,17956.0,20245.0
Current debt(figures in $M),MRO,402.0,36.0,0.0,0.0
Accounts payable(figures in $M),MRO,1279.0,1110.0,837.0,1307.0
Other current liabilities(figures in $M),MRO,364.0,260.0,247.0,208.0
Total current liabilities(figures in $M),MRO,2306.0,1637.0,1213.0,1745.0
Long-term debt(figures in $M),MRO,5521.0,3978.0,5404.0,5501.0
Deferred tax liabilities(figures in $M),MRO,167.0,136.0,163.0,186.0
Total non-current liabilities(figures in $M),MRO,6237.0,4671.0,6182.0,6347.0
Total liabilities(figures in $M),MRO,8543.0,6308.0,7395.0,8092.0
Common stock(figures in $M),MRO,937.0,937.0,937.0,937.0
Retained earnings(figures in $M),MRO,10663.0,7271.0,6466.0,7993.0
Accumulated other comprehensive income(figures in $M),MRO,106.0,82.0,73.0,105.0
Total stockholders' equity(figures in $M),MRO,11397.0,10686.0,10561.0,12153.0
Total liabilities and stockholders' equity(figures in $M),MRO,19940.0,16994.0,17956.0,20245.0
