,2022,2021,2020,2019,2018,ticker
Current ratio,0.725,1.112,1.329,1.223,1.594,MRO
Quick ratio,0.642,1.052,1.228,1.135,1.387,MRO
Cash ratio,0.145,0.354,0.612,0.492,0.798,MRO
Days of sales outstanding,55.476,74.421,88.038,80.887,66.729,MRO
Days of inventory outstanding,14.366,8.448,8.001,7.076,9.082,MRO
Operating cycle,69.842,82.868,96.040,87.963,75.812,MRO
Days of payables outstanding,146.988,121.776,88.118,128.448,124.883,MRO
Cash conversion cycle,-77.147,-38.908,7.922,-40.485,-49.072,MRO
Gross profit margin,0.579,0.406,-0.119,0.266,0.346,MRO
Operating profit margin,0.252,0.006,-0.381,-0.358,0.282,MRO
Pretax profit margin,0.501,0.179,-0.473,0.077,0.242,MRO
Net profit margin,0.479,0.169,-0.469,0.095,0.186,MRO
Effective tax rate,0.044,0.058,0.010,-0.224,0.232,MRO
Return on assets,0.181,0.056,-0.081,0.024,0.051,MRO
Return on equity,0.317,0.089,-0.137,0.039,0.090,MRO
Return on capital employed,0.108,0.002,-0.070,-0.098,0.086,MRO
Net income per EBT,0.956,0.942,0.990,1.224,0.768,MRO
Ebt per ebit,1.986,29.529,1.242,-0.216,0.856,MRO
Ebit per revenue,0.252,0.006,-0.381,-0.358,0.282,MRO
Debt ratio,0.428,0.371,0.412,0.400,0.431,MRO
Debt equity ratio,0.520,0.376,0.512,0.453,0.453,MRO
Long term debt to capitalization,0.326,0.271,0.338,0.312,0.312,MRO
Total debt to capitalization,0.342,0.273,0.338,0.312,0.312,MRO
Interest coverage,8.383,0.132,-4.229,-6.482,5.954,MRO
Cash flow to debt ratio,0.916,0.807,0.273,0.500,0.588,MRO
Company equity multiplier,1.750,1.590,1.700,1.666,1.758,MRO
Receivables turnover,6.579,4.905,4.146,4.512,5.470,MRO
Payables turnover,2.483,2.997,4.142,2.842,2.923,MRO
Inventory turnover,25.408,43.208,45.618,51.583,40.188,MRO
Fixed asset turnover,0.434,0.386,0.198,0.298,0.351,MRO
Asset turnover,0.378,0.330,0.172,0.250,0.277,MRO
Operating cash flow per share,7.924,4.116,1.860,3.394,3.949,MRO
Free cash flow per share,5.807,2.787,0.164,0.246,0.587,MRO
Cash per share,0.488,0.737,0.937,1.059,1.785,MRO
Payout ratio,0.061,0.149,-0.044,0.338,0.154,MRO
Operating cash flow sales ratio,0.720,0.578,0.476,0.543,0.548,MRO
Free cash flow operating cash flow ratio,0.733,0.677,0.088,0.072,0.149,MRO
Cash flow coverage ratios,0.916,0.807,0.273,0.500,0.588,MRO
Short term coverage ratios,13.502,89.972,0,0,0,MRO
Capital expenditure coverage ratio,-3.743,-3.097,-1.097,-1.078,-1.175,MRO
Dividend paid and capex coverage ratio,-4.413,-3.579,-1.152,-1.151,-1.252,MRO
Dividend payout ratio,0.061,0.149,-0.044,0.338,0.154,MRO
Price book value ratio,1.627,1.209,0.500,0.905,0.968,MRO
Price to book ratio,1.627,1.209,0.500,0.905,0.968,MRO
Price to sales ratio,2.459,2.307,1.706,2.173,1.990,MRO
Price earnings ratio,5.134,13.660,-3.641,22.916,10.716,MRO
Price to free cash flows ratio,4.661,5.893,40.636,55.275,24.417,MRO
Price to operating cash flows ratio,3.416,3.990,3.586,4.001,3.632,MRO
Price cash flow ratio,3.416,3.990,3.586,4.001,3.632,MRO
Price earnings to growth ratio,0.015,0.083,0.009,-0.410,0.089,MRO
Price sales ratio,2.459,2.307,1.706,2.173,1.990,MRO
Dividend yield,0.012,0.011,0.012,0.015,0.014,MRO
Enterprise value multiple,6.601,7.789,-10.168,26.878,3.805,MRO
Price fair value,1.627,1.209,0.500,0.905,0.968,MRO
