,2022,2021,2020,2019,2018,ticker
Current ratio,6.866,6.867,8.974,7.619,0,BK
Quick ratio,6.885,6.867,8.974,7.619,0,BK
Cash ratio,4.858,4.824,6.591,5.048,0,BK
Days of sales outstanding,19.532,137.824,12.031,14.157,154.005,BK
Days of inventory outstanding,0,0,0,0,0,BK
Days of payables outstanding,0,0,0,0,0,BK
Gross profit margin,1,1,1,1,0,BK
Operating profit margin,0.532,0.425,0.361,0.617,0,BK
Pretax profit margin,0.208,0.297,0.289,0.347,0.325,BK
Net profit margin,0.160,0.240,0.234,0.276,0.267,BK
Effective tax rate,0.231,0.189,0.188,0.200,0.181,BK
Return on assets,0.006,0.008,0.008,0.012,0.012,BK
Return on equity,0.063,0.087,0.079,0.107,0.105,BK
Return on capital employed,0.022,0.016,0.013,0.028,0,BK
Net income per EBT,0.773,0.809,0.810,0.795,0.822,BK
Ebt per ebit,0.390,0.699,0.799,0.563,0,BK
Ebit per revenue,0.532,0.425,0.361,0.617,0,BK
Debt ratio,0.899,0.902,0.902,0.891,0.887,BK
Debt equity ratio,0.757,0.620,0.575,0.773,0.845,BK
Long term debt to capitalization,0.431,0.383,0.365,0.404,0.444,BK
Total debt to capitalization,0.431,0.383,0.365,0.436,0.458,BK
Interest coverage,2.359,29.286,4.939,2.275,0,BK
Cash flow to debt ratio,0.488,0.106,0.191,0.003,0.175,BK
Company equity multiplier,9.962,10.328,10.254,9.197,8.929,BK
Receivables turnover,18.688,2.648,30.337,25.782,2.370,BK
Payables turnover,0,0,0,0,0,BK
Inventory turnover,0,0,0,0,0,BK
Fixed asset turnover,4.924,4.556,4.295,4.438,8.726,BK
Asset turnover,0.040,0.035,0.033,0.042,0.044,BK
Operating cash flow per share,18.578,3.331,5.655,0.102,5.797,BK
Free cash flow per share,16.918,1.905,4.284,-1.186,4.726,BK
Cash per share,197.869,195.805,252.120,183.527,142.008,BK
Payout ratio,0.535,0.352,0.358,0.290,0.286,BK
Operating cash flow sales ratio,0.940,0.182,0.326,0.006,0.375,BK
Free cash flow operating cash flow ratio,0.911,0.572,0.757,-11.604,0.815,BK
Cash flow coverage ratios,0.488,0.106,0.191,0.003,0.175,BK
Short term coverage ratios,0,0,0,0.024,3.092,BK
Capital expenditure coverage ratio,-11.195,-2.336,-4.123,-0.079,-5.412,BK
Dividend paid and capex coverage ratio,502.267,26.278,68.081,1.215,53.062,BK
Dividend payout ratio,0.535,0.352,0.358,0.290,0.286,BK
Price book value ratio,0.906,1.150,0.825,1.140,1.198,BK
Price to book ratio,0.906,1.150,0.825,1.140,1.198,BK
Price to sales ratio,2.303,3.165,2.444,2.940,3.045,BK
Price earnings ratio,14.349,13.163,10.453,10.649,11.412,BK
Price to free cash flows ratio,2.691,30.486,9.908,-42.452,9.960,BK
Price to operating cash flows ratio,2.450,17.434,7.504,492.617,8.119,BK
Price cash flow ratio,2.450,17.434,7.504,492.617,8.119,BK
Price earnings to growth ratio,-0.475,1.532,-0.686,0.504,0,BK
Price sales ratio,2.303,3.165,2.444,2.940,3.045,BK
Dividend yield,0.037,0.027,0.034,0.027,0.025,BK
Enterprise value multiple,-5.364,-6.713,-17.767,-3.520,-0.533,BK
Price fair value,0.906,1.150,0.825,1.140,1.198,BK
