,2022,2021,2020,2019,2018,ticker
Current ratio,0.461,0.743,0.396,0.528,0.798,RRC
Quick ratio,0.433,0.727,0.376,0.496,0.651,RRC
Cash ratio,0.000,0.218,0.001,0.001,0.001,RRC
Days of sales outstanding,34.586,51.101,51.777,38.297,53.726,RRC
Days of inventory outstanding,0,0,0,0,6.363,RRC
Operating cycle,34.586,51.101,51.777,38.297,60.089,RRC
Days of payables outstanding,35.802,32.384,27.034,24.843,62.998,RRC
Cash conversion cycle,-1.216,18.718,24.744,13.454,-2.909,RRC
Gross profit margin,0.605,0.438,-0.004,0.123,0.605,RRC
Operating profit margin,0.536,0.365,-0.122,0.045,0.196,RRC
Pretax profit margin,0.265,0.112,-0.414,-0.852,-0.533,RRC
Net profit margin,0.222,0.115,-0.400,-0.660,-0.524,RRC
Effective tax rate,0.163,-0.024,0.035,0.226,0.017,RRC
Return on assets,0.179,0.062,-0.116,-0.260,-0.180,RRC
Return on equity,0.411,0.197,-0.435,-0.731,-0.430,RRC
Return on capital employed,0.524,0.230,-0.040,0.019,0.073,RRC
Net income per EBT,0.837,1.024,0.965,0.774,0.983,RRC
Ebt per ebit,0.495,0.307,3.392,-18.895,-2.713,RRC
Ebit per revenue,0.536,0.365,-0.122,0.045,0.196,RRC
Debt ratio,0.566,0.687,0.733,0.645,0.582,RRC
Debt equity ratio,0.648,1.415,1.911,1.369,0.945,RRC
Long term debt to capitalization,0.393,0.567,0.653,0.578,0.486,RRC
Total debt to capitalization,0.393,0.586,0.656,0.578,0.486,RRC
Interest coverage,18.224,5.997,-1.180,0.628,3.115,RRC
Cash flow to debt ratio,1.001,0.269,0.086,0.212,0.258,RRC
Company equity multiplier,2.304,3.193,3.748,2.817,2.392,RRC
Receivables turnover,10.553,7.143,7.049,9.531,6.794,RRC
Payables turnover,10.195,11.271,13.502,14.692,5.794,RRC
Inventory turnover,0,0,0,0,57.359,RRC
Fixed asset turnover,0.893,0.617,0.309,0.426,0.369,RRC
Asset turnover,0.805,0.538,0.290,0.393,0.343,RRC
Operating cash flow per share,7.742,3.265,1.113,2.750,4.024,RRC
Free cash flow per share,5.719,1.546,-0.678,-0.264,-0.125,RRC
Cash per share,0.001,0.883,0.002,0.002,0.002,RRC
Payout ratio,0.033,0,0,-0.012,-0.011,RRC
Operating cash flow sales ratio,0.350,0.221,0.151,0.262,0.297,RRC
Free cash flow operating cash flow ratio,0.739,0.474,-0.609,-0.096,-0.031,RRC
Cash flow coverage ratios,1.001,0.269,0.086,0.212,0.258,RRC
Short term coverage ratios,0,3.637,5.924,0,0,RRC
Capital expenditure coverage ratio,-3.826,-1.900,-0.621,-0.912,-0.970,RRC
Dividend paid and capex coverage ratio,-4.155,-1.900,-0.621,-0.938,-0.989,RRC
Dividend payout ratio,0.033,0,0,-0.012,-0.011,RRC
Price book value ratio,2.095,2.076,0.988,0.512,0.580,RRC
Price to book ratio,2.095,2.076,0.988,0.512,0.580,RRC
Price to sales ratio,1.130,1.209,0.908,0.462,0.707,RRC
Price earnings ratio,5.092,10.516,-2.272,-0.701,-1.349,RRC
Price to free cash flows ratio,4.375,11.532,-9.876,-18.384,-76.417,RRC
Price to operating cash flows ratio,3.232,5.461,6.019,1.764,2.378,RRC
Price cash flow ratio,3.232,5.461,6.019,1.764,2.378,RRC
Price earnings to growth ratio,0.027,0.067,-0.040,-0.276,0.002,RRC
Price sales ratio,1.130,1.209,0.908,0.462,0.707,RRC
Dividend yield,0.006,0,0,0.017,0.008,RRC
Enterprise value multiple,2.456,4.095,18.301,2.507,-3.952,RRC
Price fair value,2.095,2.076,0.988,0.512,0.580,RRC
