,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),KMI,19200.0,19200.0,16610.0,11700.0,13209.0
Cost of revenue(figures in $M),KMI,11441.0,11441.0,8628.0,4709.0,5674.0
Gross profit(figures in $M),KMI,7759.0,7759.0,7982.0,6991.0,7535.0
Selling general and administrative(figures in $M),KMI,637.0,637.0,655.0,648.0,590.0
Total operating expenses(figures in $M),KMI,3726.0,3726.0,3442.0,3499.0,3604.0
Operating income or loss(figures in $M),KMI,4033.0,4033.0,4540.0,3492.0,3931.0
Interest expense(figures in $M),KMI,,,,,1801.0
Total other income/expenses net(figures in $M),KMI,815.0,815.0,-829.0,-1236.0,1035.0
Income before tax(figures in $M),KMI,3335.0,3335.0,2219.0,661.0,3165.0
Income tax expense(figures in $M),KMI,710.0,710.0,369.0,481.0,926.0
Income from continuing operations(figures in $M),KMI,2625.0,2625.0,1850.0,180.0,2239.0
Net income(figures in $M),KMI,2548.0,2548.0,1784.0,119.0,2190.0
Net income available to common shareholders(figures in $M),KMI,2535.0,2548.0,1784.0,119.0,2190.0
Basic EPS(figures in $M),KMI,,,7.8e-07,5.0000000000000004e-08,9.6e-07
Diluted EPS(figures in $M),KMI,,,7.8e-07,5.0000000000000004e-08,9.6e-07
Basic average shares(figures in $M),KMI,,,2266.0,2263.0,2264.0
Diluted average shares(figures in $M),KMI,,,2266.0,2263.0,2264.0
EBITDA(figures in $M),KMI,,4033.0,4540.0,3492.0,4966.0
