,2022,2021,2020,2019,2018,ticker
Current ratio,0.549,0.658,0.631,0.648,0.757,KMI
Quick ratio,0.373,0.473,0.488,0.496,0.635,KMI
Cash ratio,0.108,0.196,0.233,0.037,0.434,KMI
Days of sales outstanding,34.979,35.401,40.337,37.857,39.251,KMI
Days of inventory outstanding,20.226,23.775,26.974,23.866,20.918,KMI
Operating cycle,55.206,59.176,67.311,61.723,60.169,KMI
Days of payables outstanding,46.068,53.261,64.877,58.796,72.641,KMI
Cash conversion cycle,9.138,5.915,2.434,2.926,-12.473,KMI
Gross profit margin,0.404,0.481,0.598,0.570,0.525,KMI
Operating profit margin,0.095,0.243,0.279,0.122,0.149,KMI
Pretax profit margin,0.174,0.134,0.056,0.240,0.177,KMI
Net profit margin,0.133,0.107,0.015,0.166,0.114,KMI
Effective tax rate,0.213,0.166,0.728,0.293,0.234,KMI
Return on assets,0.036,0.025,0.003,0.030,0.020,KMI
Return on equity,0.083,0.058,0.006,0.065,0.048,KMI
Return on capital employed,0.029,0.062,0.049,0.023,0.029,KMI
Net income per EBT,0.764,0.804,0.272,0.692,0.642,KMI
Ebt per ebit,1.837,0.551,0.203,1.962,1.193,KMI
Ebit per revenue,0.095,0.243,0.279,0.122,0.149,KMI
Debt ratio,0.542,0.547,0.548,0.530,0.554,KMI
Debt equity ratio,1.034,1.081,1.103,1.016,1.105,KMI
Long term debt to capitalization,0.480,0.499,0.505,0.486,0.501,KMI
Total debt to capitalization,0.508,0.519,0.525,0.504,0.525,KMI
Interest coverage,-1.258,-2.700,1.226,0.896,1.096,KMI
Cash flow to debt ratio,0.156,0.171,0.131,0.138,0.135,KMI
Company equity multiplier,2.280,2.285,2.290,2.198,2.342,KMI
Receivables turnover,10.435,10.310,9.049,9.642,9.299,KMI
Payables turnover,7.923,6.853,5.626,6.208,5.025,KMI
Inventory turnover,18.046,15.352,13.532,15.294,17.449,KMI
Fixed asset turnover,0.539,0.466,0.326,0.363,0.373,KMI
Asset turnover,0.274,0.236,0.163,0.178,0.179,KMI
Operating cash flow per share,2.210,2.519,2.011,2.097,2.276,KMI
Free cash flow per share,1.488,1.954,1.256,1.095,0.956,KMI
Cash per share,0.331,0.503,0.523,0.490,1.480,KMI
Payout ratio,0.983,1.415,13.561,0.993,1.103,KMI
Operating cash flow sales ratio,0.259,0.344,0.389,0.359,0.357,KMI
Free cash flow operating cash flow ratio,0.674,0.776,0.625,0.522,0.420,KMI
Cash flow coverage ratios,0.156,0.171,0.131,0.138,0.135,KMI
Short term coverage ratios,1.467,2.157,1.779,1.997,1.488,KMI
Capital expenditure coverage ratio,-3.064,-4.456,-2.665,-2.092,-1.725,KMI
Dividend paid and capex coverage ratio,5.625,4.588,6.199,-49.458,-4.385,KMI
Dividend payout ratio,0.983,1.415,13.561,0.993,1.103,KMI
Price book value ratio,1.322,1.166,0.984,1.420,1.012,KMI
Price to book ratio,1.322,1.166,0.984,1.420,1.012,KMI
Price to sales ratio,2.117,2.164,2.644,3.629,2.410,KMI
Price earnings ratio,15.951,20.145,171.862,21.885,21.182,KMI
Price to free cash flows ratio,12.147,8.118,10.881,19.342,16.084,KMI
Price to operating cash flows ratio,8.183,6.296,6.799,10.095,6.758,KMI
Price cash flow ratio,8.183,6.296,6.799,10.095,6.758,KMI
Price earnings to growth ratio,-0.259,0.023,-1.874,0.481,0.003,KMI
Price sales ratio,2.117,2.164,2.644,3.629,2.410,KMI
Dividend yield,0.062,0.070,0.079,0.045,0.052,KMI
Enterprise value multiple,17.917,11.051,11.881,20.387,15.468,KMI
Price fair value,1.322,1.166,0.984,1.420,1.012,KMI
