,2022,2021,2020,2019,2018,ticker
Current ratio,2.413,3.756,1.525,6.081,0.085,AIZ
Quick ratio,3.535,2.731,1.525,6.081,0.699,AIZ
Cash ratio,0.363,0.355,0.132,0.469,0.037,AIZ
Days of sales outstanding,250.873,221.377,374.379,347.639,494.796,AIZ
Days of inventory outstanding,0,0,0,0,0,AIZ
Days of payables outstanding,0,0,0,0,0,AIZ
Gross profit margin,1,1,1,1,0,AIZ
Operating profit margin,0.045,0.162,0.063,0.066,0,AIZ
Pretax profit margin,0.034,0.077,0.061,0.055,0.042,AIZ
Net profit margin,0.027,0.060,0.046,0.038,0.031,AIZ
Effective tax rate,0.209,0.216,0.104,0.302,0.243,AIZ
Return on assets,0.008,0.018,0.010,0.009,0.008,AIZ
Return on equity,0.065,0.112,0.074,0.068,0.049,AIZ
Return on capital employed,0.016,0.059,0.022,0.016,0,AIZ
Net income per EBT,0.791,0.784,0.761,0.690,0.753,AIZ
Ebt per ebit,0.764,0.473,0.957,0.839,0,AIZ
Ebit per revenue,0.045,0.162,0.063,0.066,0,AIZ
Debt ratio,0.872,0.838,0.867,0.872,1.142,AIZ
Debt equity ratio,0.504,0.401,0.379,0.355,0.392,AIZ
Long term debt to capitalization,0.335,0.286,0.275,0.262,0.282,AIZ
Total debt to capitalization,0.335,0.286,0.275,0.262,0.282,AIZ
Interest coverage,4.231,14.792,5.806,5.976,0,AIZ
Cash flow to debt ratio,0.280,0.355,0.596,0.704,0.327,AIZ
Company equity multiplier,7.833,6.177,7.502,7.835,6.157,AIZ
Receivables turnover,1.455,1.649,0.975,1.050,0.738,AIZ
Payables turnover,0,0,0,0,0,AIZ
Inventory turnover,0,0,0,0,0,AIZ
Fixed asset turnover,15.801,18.147,19.447,23.225,20.410,AIZ
Asset turnover,0.308,0.300,0.215,0.227,0.254,AIZ
Operating cash flow per share,10.978,13.218,22.324,22.818,11.085,AIZ
Free cash flow per share,7.552,10.049,20.308,21.037,9.688,AIZ
Cash per share,146.693,160.699,266.338,235.572,217.495,AIZ
Payout ratio,0.543,0.265,0.392,0.444,0.590,AIZ
Operating cash flow sales ratio,0.059,0.077,0.140,0.140,0.082,AIZ
Free cash flow operating cash flow ratio,0.688,0.760,0.910,0.922,0.874,AIZ
Cash flow coverage ratios,0.280,0.355,0.596,0.704,0.327,AIZ
Short term coverage ratios,0,0,0,0,0,AIZ
Capital expenditure coverage ratio,-3.204,-4.171,-11.073,-12.814,-7.931,AIZ
Dividend paid and capex coverage ratio,-16.535,-31.143,25.758,23.675,10.072,AIZ
Dividend payout ratio,0.543,0.265,0.392,0.444,0.590,AIZ
Price book value ratio,1.608,1.679,1.376,1.436,1.036,AIZ
Price to book ratio,1.608,1.679,1.376,1.436,1.036,AIZ
Price to sales ratio,0.667,0.905,0.854,0.806,0.662,AIZ
Price earnings ratio,24.583,15.025,18.535,21.222,21.109,AIZ
Price to free cash flows ratio,16.560,15.510,6.708,6.231,9.232,AIZ
Price to operating cash flows ratio,11.392,11.792,6.102,5.745,8.068,AIZ
Price cash flow ratio,11.392,11.792,6.102,5.745,8.068,AIZ
Price earnings to growth ratio,-0.483,0.315,0.946,0.454,-0.366,AIZ
Price sales ratio,0.667,0.905,0.854,0.806,0.662,AIZ
Dividend yield,0.022,0.018,0.021,0.021,0.028,AIZ
Enterprise value multiple,11.548,5.139,10.936,10.499,10.822,AIZ
Price fair value,1.608,1.679,1.376,1.436,1.036,AIZ
