,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),DHI,33684.4,33480.0,27774.2,20311.1,17592.9
Cost of revenue(figures in $M),DHI,23361.5,22975.9,19899.2,15373.2,13720.9
Gross profit(figures in $M),DHI,10322.9,10504.1,7875.0,4937.9,3872.0
Selling general and administrative(figures in $M),DHI,3004.8,2933.7,2556.2,2047.8,1832.5
Total operating expenses(figures in $M),DHI,3004.8,2933.7,2556.2,2047.8,1832.5
Operating income or loss(figures in $M),DHI,7318.1,7570.4,5318.8,2890.1,2039.5
Total other income/expenses net(figures in $M),DHI,81.5,59.3,37.5,92.9,85.8
Income before tax(figures in $M),DHI,7399.6,7629.7,5356.3,2983.0,2125.3
Income tax expense(figures in $M),DHI,1681.5,1734.1,1165.1,602.5,506.7
Income from continuing operations(figures in $M),DHI,5718.1,5895.6,4191.2,2380.5,1618.6
Net income(figures in $M),DHI,5674.6,5857.5,4175.8,2373.7,1618.5
Net income available to common shareholders(figures in $M),DHI,5674.6,5857.5,4175.8,2373.7,1618.5
Basic EPS(figures in $M),DHI,,1.6649999999999998e-05,1.1560000000000001e-05,6.4900000000000005e-06,4.34e-06
Diluted EPS(figures in $M),DHI,,1.6510000000000003e-05,1.1410000000000001e-05,6.4100000000000005e-06,4.2900000000000004e-06
Basic average shares(figures in $M),DHI,,351.7,361.1,365.5,372.6
Diluted average shares(figures in $M),DHI,,354.8,365.8,370.2,377.4
EBITDA(figures in $M),DHI,,7651.8,5392.7,2970.5,2111.5
