,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),DHI,2540.5,3210.4,3018.5,1494.3
Total cash(figures in $M),DHI,2540.5,3210.4,3018.5,1494.3
Inventory(figures in $M),DHI,21655.7,16479.1,12237.4,11282.0
Total current assets(figures in $M),DHI,26614.6,21743.6,16806.5,13868.0
"Gross property, plant and equipment(figures in $M)",DHI,152.8,114.6,104.4,462.2
Accumulated depreciation(figures in $M),DHI,0.0,0.0,-284.4,-260.9
"Net property, plant and equipment(figures in $M)",DHI,152.8,114.6,683.7,462.2
Equity and other investments(figures in $M),DHI,0.0,0.0,0.0,1072.0
Goodwill(figures in $M),DHI,163.5,163.5,163.5,163.5
Intangible assets(figures in $M),DHI,10.6,4.1,17.1,0.0
Other long-term assets(figures in $M),DHI,2960.3,1560.6,1113.7,949.8
Total non-current assets(figures in $M),DHI,3736.5,2272.3,2105.8,1738.6
Total assets(figures in $M),DHI,30351.1,24015.9,18912.3,15606.6
Accounts payable(figures in $M),DHI,1360.3,1177.0,900.5,634.0
Taxes payable(figures in $M),DHI,110.9,88.2,42.6,33.4
Accrued liabilities(figures in $M),DHI,3138.3,2210.3,1607.0,1278.1
Deferred revenues(figures in $M),DHI,224.2,193.4,93.1,57.7
Total current liabilities(figures in $M),DHI,4498.6,3387.3,2507.5,1912.1
Long-term debt(figures in $M),DHI,6066.9,5412.4,4283.3,3399.4
Deferred revenues(figures in $M),DHI,0.0,0.0,93.1,40.1
Other long-term liabilities(figures in $M),DHI,113.3,100.4,118.6,247.3
Total non-current liabilities(figures in $M),DHI,6066.9,5412.4,4283.3,3399.4
Total liabilities(figures in $M),DHI,10565.5,8799.7,6790.8,5311.5
Common stock(figures in $M),DHI,4.0,4.0,3.9,3.9
Retained earnings(figures in $M),DHI,19185.3,13644.3,9757.8,7640.1
Total stockholders' equity(figures in $M),DHI,19396.3,14886.5,11840.0,10020.9
Total liabilities and stockholders' equity(figures in $M),DHI,30351.1,24015.9,18912.3,15606.6
