,2022,2021,2020,2019,2018,ticker
Current ratio,4.697,5.327,4.284,4.127,3.273,TXN
Quick ratio,3.672,4.453,3.340,3.043,2.199,TXN
Cash ratio,1.022,1.803,1.300,1.148,0.985,TXN
Days of sales outstanding,34.535,33.846,35.690,27.255,27.911,TXN
Days of inventory outstanding,160.829,116.815,137.437,139.943,146.941,TXN
Operating cycle,195.364,150.660,173.127,167.199,174.853,TXN
Days of payables outstanding,49.643,39.937,29.175,27.135,31.681,TXN
Cash conversion cycle,145.721,110.723,143.952,140.063,143.171,TXN
Gross profit margin,0.688,0.675,0.641,0.637,0.651,TXN
Operating profit margin,0.506,0.488,0.408,0.398,0.425,TXN
Pretax profit margin,0.501,0.486,0.416,0.398,0.424,TXN
Net profit margin,0.437,0.424,0.387,0.349,0.354,TXN
Effective tax rate,0.128,0.129,0.070,0.124,0.165,TXN
Return on assets,0.322,0.315,0.289,0.278,0.326,TXN
Return on equity,0.600,0.583,0.609,0.563,0.620,TXN
Return on capital employed,0.419,0.405,0.348,0.360,0.458,TXN
Net income per EBT,0.872,0.871,0.930,0.876,0.835,TXN
Ebt per ebit,0.989,0.995,1.021,1.001,0.996,TXN
Ebit per revenue,0.506,0.488,0.408,0.398,0.425,TXN
Debt ratio,0.464,0.460,0.525,0.506,0.475,TXN
Debt equity ratio,0.599,0.581,0.740,0.652,0.563,TXN
Long term debt to capitalization,0.361,0.352,0.405,0.373,0.324,TXN
Total debt to capitalization,0.375,0.367,0.425,0.394,0.360,TXN
Interest coverage,47.383,48.696,31.021,33.665,53.704,TXN
Cash flow to debt ratio,0.998,1.131,0.903,1.146,1.419,TXN
Company equity multiplier,1.866,1.851,2.106,2.023,1.905,TXN
Receivables turnover,10.569,10.784,10.227,13.392,13.077,TXN
Payables turnover,7.353,9.139,12.511,13.451,11.521,TXN
Inventory turnover,2.269,3.125,2.656,2.608,2.484,TXN
Fixed asset turnover,2.913,3.568,4.424,4.355,4.959,TXN
Asset turnover,0.736,0.743,0.747,0.798,0.921,TXN
Operating cash flow per share,9.447,9.486,6.666,7.104,7.411,TXN
Free cash flow per share,6.417,6.819,5.961,6.199,6.245,TXN
Cash per share,9.823,10.551,7.131,5.755,4.364,TXN
Payout ratio,0.491,0.500,0.612,0.600,0.458,TXN
Operating cash flow sales ratio,0.435,0.477,0.425,0.462,0.455,TXN
Free cash flow operating cash flow ratio,0.679,0.719,0.894,0.873,0.843,TXN
Cash flow coverage ratios,0.998,1.131,0.903,1.146,1.419,TXN
Short term coverage ratios,17.440,17.512,11.162,13.298,9.598,TXN
Capital expenditure coverage ratio,-3.118,-3.556,-9.459,-7.850,-6.356,TXN
Dividend paid and capex coverage ratio,5.813,6.149,2.211,3.077,5.048,TXN
Dividend payout ratio,0.491,0.500,0.612,0.600,0.458,TXN
Price book value ratio,10.462,13.047,16.454,13.481,10.192,TXN
Price to book ratio,10.462,13.047,16.454,13.481,10.192,TXN
Price to sales ratio,7.614,9.483,10.453,8.349,5.807,TXN
Price earnings ratio,17.430,22.391,27.018,23.935,16.427,TXN
Price to free cash flows ratio,25.747,27.639,27.534,20.696,15.131,TXN
Price to operating cash flows ratio,17.488,19.867,24.624,18.060,12.751,TXN
Price cash flow ratio,17.488,19.867,24.624,18.060,12.751,TXN
Price earnings to growth ratio,1.328,0.588,2.040,-3.507,0.300,TXN
Price sales ratio,7.614,9.483,10.453,8.349,5.807,TXN
Dividend yield,0.028,0.022,0.023,0.025,0.028,TXN
Enterprise value multiple,13.777,17.270,20.867,17.145,12.144,TXN
Price fair value,10.462,13.047,16.454,13.481,10.192,TXN
