,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),TXN,3050.0,4631.0,3107.0,2437.0
Other short-term investments(figures in $M),TXN,6017.0,5108.0,3461.0,2950.0
Total cash(figures in $M),TXN,9067.0,9739.0,6568.0,5387.0
Net receivables(figures in $M),TXN,1895.0,1701.0,1414.0,1074.0
Inventory(figures in $M),TXN,2757.0,1910.0,1955.0,2001.0
Other current assets(figures in $M),TXN,302.0,335.0,302.0,299.0
Total current assets(figures in $M),TXN,14021.0,13685.0,10239.0,8761.0
"Gross property, plant and equipment(figures in $M)",TXN,9950.0,7858.0,5781.0,5740.0
Accumulated depreciation(figures in $M),TXN,-3074.0,-2717.0,-2512.0,-2437.0
"Net property, plant and equipment(figures in $M)",TXN,6876.0,5141.0,3269.0,3303.0
Equity and other investments(figures in $M),TXN,0.0,0.0,49.0,300.0
Goodwill(figures in $M),TXN,4362.0,4362.0,4362.0,4362.0
Intangible assets(figures in $M),TXN,152.0,85.0,274.0,409.0
Other long-term assets(figures in $M),TXN,1135.0,748.0,569.0,468.0
Total non-current assets(figures in $M),TXN,13186.0,10991.0,9112.0,9257.0
Total assets(figures in $M),TXN,27207.0,24676.0,19351.0,18018.0
Current debt(figures in $M),TXN,500.0,500.0,550.0,500.0
Accounts payable(figures in $M),TXN,851.0,653.0,415.0,388.0
Taxes payable(figures in $M),TXN,189.0,121.0,134.0,46.0
Accrued liabilities(figures in $M),TXN,646.0,520.0,524.0,475.0
Other current liabilities(figures in $M),TXN,497.0,0.0,0.0,0.0
Total current liabilities(figures in $M),TXN,2985.0,2569.0,2390.0,2123.0
Long-term debt(figures in $M),TXN,8235.0,7241.0,6248.0,5303.0
Deferred tax liabilities(figures in $M),TXN,66.0,87.0,90.0,78.0
Other long-term liabilities(figures in $M),TXN,1226.0,1367.0,1305.0,1514.0
Total non-current liabilities(figures in $M),TXN,9645.0,8774.0,7774.0,6988.0
Total liabilities(figures in $M),TXN,12630.0,11343.0,10164.0,9111.0
Common stock(figures in $M),TXN,1741.0,1741.0,1741.0,1741.0
Retained earnings(figures in $M),TXN,50353.0,45919.0,42051.0,39898.0
Accumulated other comprehensive income(figures in $M),TXN,-254.0,-157.0,-360.0,-347.0
Total stockholders' equity(figures in $M),TXN,14577.0,13333.0,9187.0,8907.0
Total liabilities and stockholders' equity(figures in $M),TXN,27207.0,24676.0,19351.0,18018.0
