,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),TXN,20028.0,20028.0,18344.0,14461.0,14383.0
Cost of revenue(figures in $M),TXN,6257.0,6257.0,5968.0,5192.0,5219.0
Gross profit(figures in $M),TXN,13771.0,13771.0,12376.0,9269.0,9164.0
Research development(figures in $M),TXN,1670.0,1670.0,1554.0,1530.0,1544.0
Selling general and administrative(figures in $M),TXN,1704.0,1704.0,1666.0,1623.0,1645.0
Total operating expenses(figures in $M),TXN,3374.0,3374.0,3220.0,3153.0,3189.0
Operating income or loss(figures in $M),TXN,10397.0,10397.0,9156.0,6116.0,5975.0
Interest expense(figures in $M),TXN,214.0,214.0,184.0,190.0,170.0
Total other income/expenses net(figures in $M),TXN,-151.0,-151.0,-53.0,91.0,-77.0
Income before tax(figures in $M),TXN,10032.0,10032.0,8919.0,6017.0,5728.0
Income tax expense(figures in $M),TXN,1283.0,1283.0,1150.0,422.0,711.0
Income from continuing operations(figures in $M),TXN,8749.0,8749.0,7769.0,5595.0,5017.0
Net income(figures in $M),TXN,8749.0,8749.0,7769.0,5595.0,5017.0
Net income available to common shareholders(figures in $M),TXN,8709.0,8749.0,7769.0,5595.0,5017.0
Basic EPS(figures in $M),TXN,,,8.380000000000001e-06,6.07e-06,5.36e-06
Diluted EPS(figures in $M),TXN,,,8.26e-06,5.97e-06,5.24e-06
Basic average shares(figures in $M),TXN,,,923.0,921.0,936.0
Diluted average shares(figures in $M),TXN,,,936.0,933.0,952.0
EBITDA(figures in $M),TXN,,11225.0,10057.0,7199.0,6948.0
