,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),FCX,22780.0,22780.0,22845.0,14198.0,14402.0
Cost of revenue(figures in $M),FCX,15089.0,15089.0,14030.0,11655.0,13105.0
Gross profit(figures in $M),FCX,7691.0,7691.0,8815.0,2543.0,1297.0
Selling general and administrative(figures in $M),FCX,420.0,420.0,383.0,370.0,414.0
Total operating expenses(figures in $M),FCX,656.0,656.0,529.0,579.0,623.0
Operating income or loss(figures in $M),FCX,7035.0,7035.0,8286.0,1964.0,674.0
Interest expense(figures in $M),FCX,560.0,560.0,602.0,598.0,620.0
Total other income/expenses net(figures in $M),FCX,240.0,240.0,-25.0,431.0,252.0
Income before tax(figures in $M),FCX,6715.0,6715.0,7659.0,1797.0,306.0
Income tax expense(figures in $M),FCX,2267.0,2267.0,2299.0,944.0,510.0
Income from continuing operations(figures in $M),FCX,4479.0,4479.0,5365.0,865.0,-192.0
Net income(figures in $M),FCX,3468.0,3468.0,4306.0,599.0,-239.0
Net income available to common shareholders(figures in $M),FCX,3468.0,3468.0,4306.0,599.0,-239.0
Basic EPS(figures in $M),FCX,,,2.9300000000000003e-06,4.1e-07,-1.6e-07
Diluted EPS(figures in $M),FCX,,,2.8999999999999998e-06,4.1e-07,-1.7000000000000001e-07
Basic average shares(figures in $M),FCX,,,1466.0,1458.0,1451.0
Diluted average shares(figures in $M),FCX,,,1482.0,1461.0,1451.0
EBITDA(figures in $M),FCX,,9294.0,10259.0,3923.0,2338.0
